"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Adrian Kempe","19-20","L.A","L",69,841.02,41.72,55.64,54.99,54.7,53.13,21.07,29.43,460.59,367.28,640.12,523.99,840.58,696.22,35.65,31.45,-8.36,93.31,116.13,144.36,4.2,4.57,91.99
"Adrian Kempe","20-21","L.A","L",56,685.12,38.3,45.17,45.48,46.36,43.64,21.27,34.26,290.65,352.87,412,493.89,556.7,644.24,24.47,31.6,-12.99,-62.22,-81.89,-87.54,-7.13,7.32,90.29
"Adrian Kempe","21-22","L.A","C/L",78,1072.52,47.13,54.76,54.72,54.38,51.78,44.26,49.65,625.88,516.97,843.72,698.27,1112.58,933.47,52.92,49.28,-5.39,108.91,145.45,179.11,3.64,7.07,90.4
"Alan Quine","19-20","CGY","C",9,87.4,33.44,51.43,50.94,52.76,55.91,1.01,2.01,47.63,44.98,69.71,67.14,97.36,87.17,4.35,3.43,-1,2.65,2.57,10.19,0.92,2.12,95.53
"Alec Martinez","19-20","L.A/VGK","D",51,919.82,48.54,51.27,51.26,50.42,52.05,40.22,42.64,474.44,450.88,680.24,646.71,900.61,885.58,39.44,36.33,-2.42,23.56,33.53,15.03,3.11,8.48,90.54
"Alec Martinez","20-21","VGK","D",53,961.13,59.99,53.97,54.03,53.34,54.85,59.79,39.87,534.38,455.82,729.74,620.98,1011.09,884.58,48.94,40.28,19.92,78.56,108.76,126.51,8.66,11.19,91.25
"Alec Martinez","21-22","VGK","D",26,457.7,57.97,52.71,53.32,51.98,53.42,20.92,15.17,267.01,239.6,359.52,314.69,487.17,450.1,24.4,21.28,5.75,27.41,44.83,37.07,3.12,7.83,93.67
"Alec Regula","21-22","CHI","D",15,233.97,45.02,46.19,43.92,44.9,50.19,9.91,12.1,109.02,127,139.7,178.39,191.71,235.28,8.11,8.05,-2.19,-17.98,-38.69,-43.57,0.06,9.09,90.47
"Aleksander Barkov","19-20","FLA","C",66,978.33,52.48,51.16,50.69,51.54,48.45,50.57,45.79,559.1,533.74,725.4,705.79,939.79,883.72,41.76,44.44,4.78,25.36,19.61,56.07,-2.68,9.04,91.42
"Aleksander Barkov","20-21","FLA","C",50,744.35,61.58,60.75,59.65,60.02,61.32,41.2,25.7,484.72,313.16,633.89,428.73,811.31,540.48,39.47,24.9,15.5,171.56,205.16,270.83,14.57,8.5,91.79
"Aleksander Barkov","21-22","FLA","C",67,936.45,64.2,59.92,59.29,59.67,59.35,62.35,34.77,642.5,429.74,839.91,576.8,1098.6,742.6,56.22,38.5,27.58,212.76,263.11,356,17.72,9.7,91.91
"Aleksi Heponiemi","20-21","FLA","C",9,103.38,71.84,55.62,58.82,56.27,55.71,5,1.96,62.36,49.75,92.56,64.79,112.74,87.61,4.68,3.72,3.04,12.61,27.77,25.13,0.96,8.02,96.06
"Aleksi Heponiemi","21-22","FLA","C",6,81.47,0,51.72,55.28,55.13,51.84,0,6.06,49.44,46.15,67.09,54.27,86.35,70.27,3.94,3.66,-6.06,3.29,12.82,16.08,0.28,0,86.87
"Aleksi Saarela","19-20","FLA","C",9,106.25,58.31,47.92,50.2,46.78,51.86,4.21,3.01,58.09,63.13,84.58,83.91,100.11,113.87,5.16,4.79,1.2,-5.04,0.67,-13.76,0.37,7.25,95.23
"Alex Barabanov","20-21","S.J/TOR","L",22,231.58,50.72,49.98,47.33,46.15,51.02,12.69,12.33,119.44,119.52,152.43,169.62,193.14,225.38,11.03,10.59,0.36,-0.08,-17.19,-32.24,0.44,10.62,89.68
"Alex Barabanov","21-22","S.J","L",70,1050,53.71,46.09,45.69,45.34,46.33,49.09,42.31,489.52,572.58,683.89,812.97,926.06,1116.45,41.15,47.67,6.78,-83.06,-129.08,-190.39,-6.52,10.03,92.61
"Alex Barre-Boulet","20-21","T.B","C",15,184.35,57,51.84,54.55,54.86,62.1,6.92,5.22,77.04,71.58,116.69,97.21,156.89,129.07,7.11,4.34,1.7,5.46,19.48,27.82,2.77,8.98,92.71
"Alex Barre-Boulet","21-22","SEA/T.B","C",16,147.03,51.12,40.75,43.99,46.96,44.6,7.07,6.76,59.87,87.06,88.52,112.69,126.2,142.52,4.96,6.16,0.31,-27.19,-24.17,-16.32,-1.2,11.81,92.24
"Alex Belzile","21-22","MTL","R",11,97.3,61.32,50.89,46.89,49.63,42.92,3.06,1.93,49.51,47.77,58.51,66.27,78.46,79.64,2.79,3.71,1.13,1.74,-7.76,-1.18,-0.92,6.18,95.96
"Alex Biega","19-20","DET","D",49,708.1,38.01,41.96,43.57,43.5,42.28,14.71,23.99,284.55,393.64,416.74,539.72,533.83,693.49,21.73,29.66,-9.28,-109.09,-122.98,-159.66,-7.93,5.17,93.91
"Alex Biega","20-21","DET","D",13,124.03,46.54,40.03,39.67,41.32,43.98,5.04,5.79,52.72,78.97,68.9,104.8,96.78,137.45,4.57,5.82,-0.75,-26.25,-35.9,-40.67,-1.25,9.56,92.67
"Alex Carrier","20-21","NSH","D",19,334.22,57.75,48.69,49.67,49.86,51.87,11.29,8.26,158.06,166.55,227.87,230.86,295.42,297.1,11.5,10.67,3.03,-8.49,-2.99,-1.68,0.83,7.14,95.04
"Alex Carrier","21-22","NSH","D",77,1277.98,62.66,48.49,48.48,48.07,48.35,55.54,33.1,621.32,659.89,843.88,896.73,1095.7,1183.84,47.28,50.51,22.44,-38.57,-52.85,-88.14,-3.23,8.94,94.98
"Alex Chiasson","19-20","EDM","R",65,697.85,52.96,50.72,49.3,50.39,48.67,21.13,18.77,327.52,318.23,453.58,466.44,636.65,626.9,25.52,26.92,2.36,9.29,-12.86,9.75,-1.4,6.45,94.1
"Alex Chiasson","20-21","EDM","R",45,417.53,37.74,43.54,44.13,44.17,40.34,11.17,18.43,164.3,213.09,226.91,287.24,317.11,400.86,10.63,15.72,-7.26,-48.79,-60.33,-83.75,-5.09,6.8,91.35
"Alex Chiasson","21-22","VAN","R",67,639.25,55.67,49.61,48.83,49.25,47.23,26.89,21.41,308.64,313.55,418.11,438.12,572.18,589.54,23.65,26.42,5.48,-4.91,-20.01,-17.36,-2.77,8.71,93.17
"Alex Chmelevski","21-22","S.J","C",19,235,57.26,49.32,48.8,48.44,49.45,7.89,5.89,110.11,113.15,152.79,160.28,206.08,219.34,9.48,9.69,2,-3.04,-7.49,-13.26,-0.21,7.17,94.79
"Alex Debrincat","19-20","CHI","R",70,946.07,49.84,47.14,48.12,48.35,48.15,36.74,36.97,468.06,524.96,624.85,673.6,863.03,921.85,38.35,41.29,-0.23,-56.9,-48.75,-58.82,-2.94,7.85,92.96
"Alex Debrincat","20-21","CHI","R",52,815.4,53.54,45.11,44.39,45.25,45.81,46.24,40.12,393,478.21,504.64,632.29,689.27,834.12,33.92,40.12,6.12,-85.21,-127.65,-144.85,-6.2,11.77,91.61
"Alex Debrincat","21-22","CHI","L/R",82,1310.95,48.59,49.53,48.4,47.93,50.3,63.39,67.06,681.96,695.02,881.64,939.83,1175.99,1277.7,53.92,53.28,-3.67,-13.06,-58.19,-101.71,0.64,9.3,90.35
"Alex Edler","19-20","VAN","D",59,1045.48,52.08,49.04,49.44,48.6,48.38,48.38,44.52,571.37,593.71,780.87,798.53,1040.64,1100.59,42.23,45.06,3.86,-22.34,-17.66,-59.95,-2.83,8.47,92.5
"Alex Edler","20-21","VAN","D",52,868.9,44.16,48.86,47.7,45.35,48.75,34.51,43.63,453.25,474.41,595.84,653.18,742.44,894.71,35.58,37.41,-9.12,-21.16,-57.34,-152.27,-1.83,7.61,90.8
"Alex Edler","21-22","L.A","D",41,651.92,57.72,59.25,59.18,56.82,57.12,30.43,22.29,429.99,295.74,586.89,404.76,749.78,569.77,35.2,26.42,8.14,134.25,182.13,180.01,8.78,7.08,92.46
"Alex Formenton","20-21","OTT","L",20,196.87,58.94,39.55,42.3,42.63,47.07,8.8,6.13,71.24,108.88,105.66,144.1,144.23,194.07,6.58,7.4,2.67,-37.64,-38.44,-49.84,-0.82,12.35,94.37
"Alex Formenton","21-22","OTT","L",79,988.82,38.35,47.44,46.62,46.35,46.85,33.26,53.46,497.38,551.16,672.26,769.77,875,1012.82,43.99,49.9,-20.2,-53.78,-97.51,-137.82,-5.91,6.69,90.3
"Alex Galchenyuk","19-20","MIN/PIT","C",59,618.72,48.46,48.7,48.49,48.14,48.65,25.2,26.8,302.05,318.22,393.57,418.07,533.51,574.67,22.31,23.55,-1.6,-16.17,-24.5,-41.16,-1.24,8.34,91.58
"Alex Galchenyuk","20-21","OTT/TOR","C",34,392.74,42.69,51.99,49.94,49.09,55.17,18.72,25.13,214.79,198.31,282.61,283.34,359.07,372.37,18.62,15.13,-6.41,16.48,-0.73,-13.3,3.49,8.72,87.33
"Alex Galchenyuk","21-22","ARI","C",60,731.35,41.03,38.89,38.91,39.57,37.19,29.59,42.52,308.43,484.73,422.73,663.78,552.35,843.65,25.66,43.34,-12.93,-176.3,-241.05,-291.3,-17.68,9.59,91.23
"Alex Goligoski","19-20","ARI","D",70,1287.8,52.09,51.33,49.13,48.87,47.15,53.29,49.02,681.84,646.5,902.07,934.12,1204.29,1260.21,48.93,54.85,4.27,35.34,-32.05,-55.92,-5.92,7.82,92.42
"Alex Goligoski","20-21","ARI","D",56,1036.55,51.84,48.44,48.79,48.59,49.64,48,44.59,467.79,497.95,669.71,702.81,901.54,953.99,39.74,40.32,3.41,-30.16,-33.1,-52.45,-0.58,10.26,91.05
"Alex Goligoski","21-22","MIN","D",72,1154.77,66.14,55.75,54.68,53.9,55.22,80.92,41.43,674.95,535.71,893.47,740.42,1161.89,993.94,52.02,42.19,39.49,139.24,153.05,167.95,9.83,11.99,92.27
"Alex Holtz","21-22","N.J","R",9,89.87,21.9,33.68,36.52,36.45,31.05,1.96,6.99,31.47,61.98,44.22,76.85,62.68,109.3,2.77,6.15,-5.03,-30.51,-32.63,-46.62,-3.38,6.23,88.72
"Alex Iafallo","19-20","L.A","L",70,1007.13,54.48,51.35,50.54,50.82,48.3,43.93,36.7,492.8,466.95,697.13,682.18,918.91,889.32,37.48,40.12,7.23,25.85,14.95,29.59,-2.64,8.91,92.14
"Alex Iafallo","20-21","L.A","L",55,788.35,47.35,50.98,50.37,50.17,47.77,30.22,33.6,364.34,350.27,507.35,499.93,671.95,667.52,26.67,29.16,-3.38,14.07,7.42,4.43,-2.49,8.29,90.41
"Alex Iafallo","21-22","L.A","L",79,1085.93,51.22,57.58,57.64,56.25,53.46,41.11,39.15,640.02,471.6,882.59,648.69,1142.98,889.14,49.28,42.9,1.96,168.42,233.9,253.84,6.38,6.42,91.7
"Alex Kerfoot","19-20","TOR","C",65,848.3,49.56,50.51,52.87,52.9,51.65,44.74,45.54,431.24,422.51,640.44,570.99,839.07,747.05,37.9,35.48,-0.8,8.73,69.45,92.02,2.42,10.37,89.22
"Alex Kerfoot","20-21","TOR","C",56,674.1,51.77,50.73,50.08,50.43,50.49,23.39,21.79,300.64,291.94,415.94,414.66,562.14,552.56,24.79,24.31,1.6,8.7,1.28,9.58,0.48,7.78,92.54
"Alex Kerfoot","21-22","TOR","C",82,1076.53,56.11,51.17,50.94,50.67,52.67,63.61,49.75,579.75,553.34,782.67,753.64,1032.65,1005.4,46.51,41.79,13.86,26.41,29.03,27.25,4.72,10.97,91.01
"Alex Killorn","19-20","T.B","C",68,843.08,68.36,50.23,51.08,52.73,52.9,43.12,19.96,407.04,403.31,574.21,549.99,780.47,699.53,31.63,28.16,23.16,3.73,24.22,80.94,3.47,10.59,95.05
"Alex Killorn","20-21","T.B","C",56,702.32,52.61,52.43,53.38,54.79,52.56,29.62,26.68,375.21,340.42,508.23,443.92,666.84,550.29,28,25.27,2.94,34.79,64.31,116.55,2.73,7.89,92.16
"Alex Killorn","21-22","T.B","C/L",82,1077.87,54.67,50.2,51.7,51.62,49.38,49.19,40.79,535.69,531.34,783.5,731.96,1024.35,960.08,46.37,47.54,8.4,4.35,51.54,64.27,-1.17,9.18,92.32
"Alex Newhook","20-21","COL","C",6,74.7,86.94,62.6,63.35,60.65,67.7,6.26,0.94,39.51,23.6,62.97,36.43,81.05,52.59,4.38,2.09,5.32,15.91,26.54,28.46,2.29,15.84,96.02
"Alex Newhook","21-22","COL","C",71,852.8,61.27,50.63,49.01,51.41,50.05,34.33,21.7,432.4,421.66,564.67,587.45,824.11,778.99,32.24,32.17,12.63,10.74,-22.78,45.12,0.07,7.94,94.85
"Alex Nylander","19-20","CHI","L",65,710.1,48.74,47.8,48.58,49.2,46.32,31.31,32.93,376.12,410.77,495.51,524.38,680.84,703.07,28.91,33.5,-1.62,-34.65,-28.87,-22.23,-4.59,8.32,91.98
"Alex Ovechkin","19-20","WSH","L",68,1015.13,47.75,49.47,49.96,51.15,49.01,52.28,57.21,542.79,554.52,755.5,756.83,1034.63,987.96,44.89,46.7,-4.93,-11.73,-1.33,46.67,-1.81,9.63,89.68
"Alex Ovechkin","20-21","WSH","L",45,661.57,56.65,48.73,47.61,48.75,47.5,38.76,29.66,332.49,349.86,454.77,500.49,612.35,643.63,24.91,27.53,9.1,-17.37,-45.72,-31.28,-2.62,11.66,91.52
"Alex Ovechkin","21-22","WSH","L",77,1167.48,52.56,49.5,49.72,49.88,49.13,67.93,61.31,587.59,599.54,840.06,849.57,1102.71,1107.84,51.59,53.41,6.62,-11.95,-9.51,-5.13,-1.82,11.56,89.77
"Alex Pietrangelo","19-20","STL","D",70,1302.88,55.18,53.95,53.35,53.56,53.33,69.17,56.18,711.29,607.19,946.11,827.27,1220.82,1058.42,56.24,49.21,12.99,104.1,118.84,162.4,7.03,9.72,90.75
"Alex Pietrangelo","20-21","VGK","D",41,777.93,59.03,53.53,52.84,53.04,51.25,44.86,31.13,438.16,380.41,601.45,536.75,834.78,739.17,36.67,34.88,13.73,57.75,64.7,95.61,1.79,10.24,91.82
"Alex Pietrangelo","21-22","VGK","D",80,1534.82,49.91,53.74,53.91,53.69,50.71,66.01,66.26,882.03,759.11,1196.88,1023.47,1620.07,1397.62,75.17,73.06,-0.25,122.92,173.41,222.45,2.11,7.48,91.27
"Alex Radulov","19-20","DAL","R",60,821.98,59.83,52.58,51.9,51.41,54.65,29.88,20.06,434.39,391.73,593.07,549.63,796.48,752.85,37.55,31.16,9.82,42.66,43.44,43.63,6.39,6.88,94.88
"Alex Radulov","20-21","DAL","R",11,151.43,89.16,65.11,63.59,60.41,62.15,8.14,0.99,77.12,41.32,116.96,66.96,155.45,101.88,7.34,4.47,7.15,35.8,50,53.57,2.87,10.55,97.6
"Alex Radulov","21-22","DAL","R",71,828.58,43.24,49.57,48.93,48.81,52.48,25.38,33.32,406.8,413.9,567.17,591.92,760.03,797.15,37.15,33.64,-7.94,-7.1,-24.75,-37.12,3.51,6.24,91.95
"Alex Romanov","20-21","MTL","D",54,835.3,48.94,52.76,52.58,53.93,53.01,33.05,34.48,407.15,364.48,574.56,518.13,820.85,701.3,33.77,29.94,-1.43,42.67,56.43,119.55,3.83,8.12,90.54
"Alex Romanov","21-22","MTL","D",79,1383.48,44.45,45.01,44.93,45.56,46.12,55.82,69.77,641.94,784.38,872.29,1069.28,1185.25,1416.29,53.66,62.68,-13.95,-142.44,-196.99,-231.04,-9.02,8.7,91.11
"Alex Steen","19-20","STL","L",55,607.07,57.7,53.05,50.55,50.85,52.6,28.17,20.65,288.68,255.44,381.43,373.18,519.58,502.25,23.06,20.78,7.52,33.24,8.25,17.33,2.28,9.76,91.92
"Alex Texier","19-20","CBJ","C",36,431.65,56.52,52.69,51.55,50.32,53.03,17.86,13.74,234.54,210.6,304.48,286.2,395.43,390.45,15.73,13.93,4.12,23.94,18.28,4.98,1.8,7.61,93.48
"Alex Texier","20-21","CBJ","C",49,659.3,39.88,45.14,45.98,46.01,42.08,20.95,31.58,302.59,367.78,415.86,488.64,553.13,648.94,22.02,30.31,-10.63,-65.19,-72.78,-95.81,-8.29,6.92,91.41
"Alex Texier","21-22","CBJ","C",36,450.98,42.52,43.16,44.29,45.2,42.86,19.85,26.83,205.03,270.07,282.05,354.73,374.98,454.69,16.67,22.22,-6.98,-65.04,-72.68,-79.71,-5.55,9.68,90.07
"Alex True","19-20","S.J","C",12,115.52,55.56,52.25,54.24,53.81,56.99,6.2,4.96,65.73,60.08,94.34,79.6,119.48,102.58,5.79,4.37,1.24,5.65,14.74,16.9,1.42,9.43,91.74
"Alex True","20-21","S.J","C",7,65.17,66.67,48.29,44.11,41.16,49.78,1.98,0.99,31.82,34.08,36.45,46.19,48.33,69.09,2.31,2.33,0.99,-2.26,-9.74,-20.76,-0.02,6.22,97.1
"Alex True","21-22","SEA","C",8,65.83,25.24,42.51,34.82,40.48,39.63,1.06,3.14,18.41,24.9,22.17,41.5,34.74,51.08,1.28,1.95,-2.08,-6.49,-19.33,-16.34,-0.67,5.76,87.39
"Alex Tuch","19-20","VGK","R",42,521.32,38.31,51.37,51.68,52.23,48.46,15.82,25.47,246.9,233.72,347.65,325.01,474.33,433.89,18.24,19.4,-9.65,13.18,22.64,40.44,-1.16,6.41,89.1
"Alex Tuch","20-21","VGK","R",55,756.53,61.57,55.16,56.54,55.63,57.66,38.48,24.02,399.26,324.51,567.51,436.23,772.5,616.02,38.28,28.11,14.46,74.75,131.28,156.48,10.17,9.64,92.6
"Alex Tuch","21-22","BUF","R",50,678.3,51.36,53.47,51.68,51.47,51.65,42.03,39.81,396.94,345.44,510.95,477.78,646.29,609.34,33.23,31.11,2.22,51.5,33.17,36.95,2.12,10.59,88.48
"Alex Turcotte","21-22","L.A","C",8,86.78,48.13,56.45,55.02,53.51,51.24,1.93,2.08,39.49,30.46,57.23,46.78,74.99,65.14,3.1,2.95,-0.15,9.03,10.45,9.85,0.15,4.89,93.17
"Alex Vlasic","21-22","CHI","D",15,207.93,47.06,42.62,43.36,43.27,54.02,8.97,10.09,86.98,117.08,113.66,148.47,149.05,195.44,7.87,6.7,-1.12,-30.1,-34.81,-46.39,1.17,10.31,91.38
"Alex Volkov","19-20","T.B","R",9,91.77,12.02,44.38,45.87,50.73,42.44,0.94,6.88,34.41,43.13,50.53,59.63,75.16,73,1.88,2.55,-5.94,-8.72,-9.1,2.16,-0.67,2.73,84.05
"Alex Volkov","20-21","ANA/T.B","R",37,394.68,51.96,43.86,43.34,43.77,45.25,17.36,16.05,155.24,198.67,216.36,282.83,287.12,368.91,13.86,16.77,1.31,-43.43,-66.47,-81.79,-2.91,11.18,91.92
"Alex Wennberg","19-20","CBJ","C",57,735.43,47.85,52.8,51.3,49.66,51.37,24.26,26.44,394.98,353.07,512.05,486.01,646.46,655.38,28.74,27.21,-2.18,41.91,26.04,-8.92,1.53,6.14,92.51
"Alex Wennberg","20-21","FLA","C",56,745.57,53.74,53.54,53.98,53.65,50.54,41.89,36.06,411.46,357.02,536.61,457.57,687.82,594.15,29.19,28.57,5.83,54.44,79.04,93.67,0.62,10.18,89.9
"Alex Wennberg","21-22","SEA","C",80,1156.05,43.07,50.06,49.75,50.1,47.04,41.55,54.93,545.91,544.67,740.83,748.19,990.99,987.01,39.14,44.07,-13.38,1.24,-7.36,3.98,-4.93,7.61,89.91
"Alexei Toropchenko","21-22","STL","R",28,295.1,27.94,46.1,44.73,43.21,49.25,6.15,15.86,128.43,150.15,179.15,221.4,223.85,294.16,11.76,12.12,-9.71,-21.72,-42.25,-70.31,-0.36,4.79,89.44
"Alexis Lafrenière","20-21","NYR","L",56,692.55,49.52,47.14,47.94,46.65,48.35,30.13,30.72,335.9,376.72,461.86,501.55,584.96,668.93,27.91,29.81,-0.59,-40.82,-39.69,-83.97,-1.9,8.97,91.85
"Alexis Lafrenière","21-22","NYR","L",79,989.9,50.33,47.14,46.77,47.66,49.2,39.82,39.3,445.59,499.59,608.32,692.32,819.25,899.59,39.45,40.73,0.52,-54,-84,-80.34,-1.28,8.94,92.13
"Aliaksei Protas","21-22","WSH","C",33,355.1,55.45,54.45,54.64,54.31,53.25,16.13,12.96,169.07,141.43,247.83,205.77,338.75,284.97,14.42,12.66,3.17,27.64,42.06,53.78,1.76,9.54,90.84
"Anders Bjork","19-20","BOS","L",58,695.3,56.4,52.2,51.28,50.79,53.9,27.15,20.99,338.81,310.31,465.2,441.97,601.93,583.12,23.41,20.02,6.16,28.5,23.23,18.81,3.39,8.01,93.24
"Anders Bjork","20-21","BOS/BUF","L",45,540.18,32.91,47.36,47.82,46.87,48.24,15.71,32.03,250.43,278.38,345.85,377.35,444.74,504.08,18.11,19.43,-16.32,-27.95,-31.5,-59.34,-1.32,6.27,88.49
"Anders Bjork","21-22","BUF","L",58,655.72,34.78,40.68,40.79,42.41,39.59,15.9,29.82,249.6,363.97,336.69,488.68,462.43,627.91,17.41,26.57,-13.92,-114.37,-151.99,-165.48,-9.16,6.37,91.81
"Anders Lee","19-20","NYI","C",68,1046.63,54.29,52.75,51.84,51.04,53.5,49.46,41.64,583.44,522.59,807.06,749.63,1089.02,1044.52,52.4,45.54,7.82,60.85,57.43,44.5,6.86,8.48,92.03
"Anders Lee","20-21","NYI","C",27,391.12,63.54,59.23,57.5,56.58,59.59,23.96,13.75,246.2,169.44,325.38,240.47,422.58,324.23,21.74,14.74,10.21,76.76,84.91,98.35,7,9.73,91.89
"Anders Lee","21-22","NYI","C/L",76,1033.25,49.16,46.11,45.61,47.16,46.75,52.12,53.91,518.73,606.36,705.9,841.87,965.62,1082.06,46.41,52.87,-1.79,-87.63,-135.97,-116.44,-6.46,10.05,91.11
"Andre Burakovsky","19-20","COL","L",58,724.5,60.81,51.31,52.39,53.59,49.61,43.51,28.04,430.97,408.9,578.43,525.62,790.38,684.54,30.4,30.88,15.47,22.07,52.81,105.84,-0.48,10.1,93.14
"Andre Burakovsky","20-21","COL","L",53,675.22,54.84,57.91,58.35,60.1,60.19,37.19,30.62,410.3,298.17,560.87,400.3,782.26,519.31,31.11,20.58,6.57,112.13,160.57,262.95,10.53,9.06,89.73
"Andre Burakovsky","21-22","COL","L",80,1125.07,54.96,54.13,54.6,56.1,52.49,70.61,57.87,716.2,606.94,969.98,806.43,1328.49,1039.42,53.11,48.07,12.74,109.26,163.55,289.07,5.04,9.86,90.47
"Andreas Athanasiou","19-20","DET/EDM","C",55,728.52,25.21,44.03,44.73,43.45,43.69,17.93,53.19,315.17,400.56,443.14,547.66,549.55,715.3,26.77,34.5,-35.26,-85.39,-104.52,-165.75,-7.73,5.69,86.72
"Andreas Athanasiou","20-21","L.A","C",47,597.92,47.99,48.22,46.52,45.73,44.61,26.91,29.17,283.54,304.42,373.82,429.79,488.27,579.37,23.51,29.19,-2.26,-20.88,-55.97,-91.1,-5.68,9.49,90.42
"Andreas Athanasiou","21-22","L.A","C",28,370.58,62.83,52.14,52.44,50.55,53.52,19.42,11.49,189.63,174.04,278.8,252.9,349.36,341.74,18.91,16.42,7.93,15.59,25.9,7.62,2.49,10.24,93.4
"Andreas Borgman","20-21","T.B","D",7,81,45.73,48.39,51.01,53.98,52.89,4.02,4.77,40.94,43.67,58.57,56.24,79.16,67.49,3.57,3.18,-0.75,-2.73,2.33,11.67,0.39,9.82,89.08
"Andreas Englund","19-20","OTT","D",24,234.85,23.07,43.93,44.45,44.39,44.35,3.88,12.94,93.59,119.45,128.97,161.18,176.55,221.13,8.36,10.49,-9.06,-25.86,-32.21,-44.58,-2.13,4.15,89.17
"Andreas Johnsson","19-20","TOR","L",43,567.72,52.74,53.01,51.12,52.85,51.94,25.66,22.99,334.08,296.19,434.49,415.47,600.85,536.06,25.74,23.82,2.67,37.89,19.02,64.79,1.92,7.68,92.24
"Andreas Johnsson","20-21","N.J","L",50,595,49.08,51.78,51.88,52.43,53.07,21.08,21.87,305.11,284.12,413.51,383.49,541.54,491.29,24.05,21.27,-0.79,20.99,30.02,50.25,2.78,6.91,92.3
"Andreas Johnsson","21-22","N.J","L",71,921.15,53.15,49.93,48.57,49.18,51.03,52.67,46.43,498.74,500.14,674.21,713.95,895.86,925.7,45.18,43.35,6.24,-1.4,-39.74,-29.84,1.83,10.56,90.72
"Andrei Svechnikov","19-20","CAR","R",68,906.4,56.48,56.11,56.32,56.89,57.61,58.58,45.14,570.69,446.41,781.03,605.84,1013.1,767.75,53.6,39.44,13.44,124.28,175.19,245.35,14.16,10.26,89.89
"Andrei Svechnikov","20-21","CAR","R",55,776.17,56.37,54.51,54.93,55.71,55.22,37.31,28.88,448.26,374.14,614.63,504.21,824.06,655.11,41.23,33.43,8.43,74.12,110.42,168.95,7.8,8.32,92.28
"Andrei Svechnikov","21-22","CAR","R",78,1073.07,56.89,54.57,54.99,55.83,54.35,56.44,42.77,641.08,533.64,915.24,749.05,1190.56,941.83,59.36,49.86,13.67,107.44,166.19,248.73,9.5,8.8,91.99
"Andrej Sekera","19-20","DAL","D",57,878.93,61.82,49.96,49.01,48.18,52.22,22.34,13.8,419.44,420.18,571.36,594.44,764.01,821.61,33.75,30.88,8.54,-0.74,-23.08,-57.6,2.87,5.33,96.72
"Andrej Sekera","20-21","DAL","D",46,591.83,60.66,51.24,50.46,51.1,51.61,27.03,17.53,262.26,249.59,349.8,343.4,488.7,467.63,19.26,18.06,9.5,12.67,6.4,21.07,1.2,10.31,92.98
"Andrej Sekera","21-22","DAL","D",32,409.17,44.41,45.91,45.98,44.72,47.46,12.19,15.26,175.13,206.33,255.44,300.08,337.56,417.34,14.08,15.59,-3.07,-31.2,-44.64,-79.78,-1.51,6.96,92.6
"Andrej Sustr","21-22","ANA/T.B","D",38,515.22,44.92,45.12,43.04,43.93,45.07,14.16,17.36,224.95,273.64,299.65,396.52,402.34,513.46,18.46,22.5,-3.2,-48.69,-96.87,-111.12,-4.04,6.29,93.66
"Andrew Agozzino","19-20","ANA/PIT","L",22,149.15,63.1,48.74,52.32,52.78,50.35,6.89,4.03,58.36,61.38,87.87,80.07,122.13,109.27,4.33,4.27,2.86,-3.02,7.8,12.86,0.06,11.81,93.43
"Andrew Cogliano","19-20","DAL","C",68,727.47,50.16,51.44,50.11,50.34,51.11,19.17,19.05,344.17,324.92,449.31,447.41,617.63,609.26,25.36,24.26,0.12,19.25,1.9,8.37,1.1,5.57,94.14
"Andrew Cogliano","20-21","DAL","C",54,658.68,38.06,55.25,52.86,52.55,53.46,15.07,24.53,333.69,270.3,438.83,391.33,591.53,534.13,22.5,19.59,-9.46,63.39,47.5,57.4,2.91,4.52,90.92
"Andrew Cogliano","21-22","COL/S.J","C",74,787.16,32.77,45.33,45.82,44.14,43.38,21.93,44.99,318.23,383.77,468.48,553.88,599.24,758.39,24.44,31.9,-23.06,-65.54,-85.4,-159.15,-7.46,6.89,88.28
"Andrew Copp","19-20","WPG","C",63,875.72,45.09,51.2,50.32,51.87,45.57,27.81,33.86,455.86,434.41,610.09,602.33,830.91,771.14,31.02,37.05,-6.05,21.45,7.76,59.77,-6.03,6.1,92.21
"Andrew Copp","20-21","WPG","C",55,745.25,51.84,49.38,48.68,48.56,48,31.26,29.04,371.93,381.29,496.7,523.71,651.57,690.34,30.31,32.83,2.22,-9.36,-27.01,-38.77,-2.52,8.4,92.38
"Andrew Copp","21-22","NYR/WPG","C",72,1022.96,56.81,53.52,54.14,54.12,51.41,49.48,37.61,583.1,506.46,813.53,689.13,1050,890.28,47.91,45.29,11.87,76.64,124.4,159.72,2.62,8.49,92.57
