"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Colton Sissons","21-22","NSH","C",78,34.73,100,95.51,96.53,97.15,99.19,8.52,0,70.59,3.32,92.74,3.33,112.36,3.3,8.45,0.07,8.52,67.27,89.4,109.06,8.38,12.07,100
"Connor Brown","19-20","OTT","R",70,116.45,61.49,78.96,84.28,87.31,87.21,3.53,2.21,43.89,11.7,68.54,12.78,98.85,14.36,7.13,1.05,1.32,32.19,55.75,84.48,6.09,8.04,81.1
"Connor Brown","20-21","OTT","R",56,75.42,100,80.23,79.46,82.64,89.92,3.93,0,43.74,10.78,55.23,14.28,72.82,15.3,4.47,0.5,3.93,32.96,40.95,57.52,3.97,8.99,100
"Connor Brown","21-22","OTT","R",63,132.12,79.44,82.61,84.15,86.08,86.96,4.79,1.24,50.08,10.54,69.8,13.15,91.92,14.86,7.69,1.15,3.55,39.54,56.65,77.06,6.54,9.57,88.24
"Connor McDavid","19-20","EDM","C",64,245.08,89.15,83.67,86.55,87.8,90.87,12.41,1.51,59.11,11.53,81.71,12.69,110.53,15.35,9.06,0.91,10.9,47.58,69.01,95.17,8.15,21,86.9
"Connor McDavid","20-21","EDM","C",54,230.85,91.63,86.05,87.95,89.01,92.51,12.24,1.12,64.94,10.52,86.52,11.85,111.72,13.79,9.28,0.75,11.12,54.42,74.67,97.93,8.53,18.85,89.38
"Connor McDavid","21-22","EDM","C",79,296.3,92.86,88.28,88.76,89.93,92.36,10.85,0.83,69.99,9.29,93.33,11.82,116.23,13.01,10.69,0.88,10.02,60.69,81.51,103.21,9.81,15.51,91.02
"Conor Garland","19-20","ARI","R",66,142.75,85.34,79.49,82.11,85.42,84.6,7.17,1.23,46.99,12.12,64.47,14.05,84.55,14.43,5.77,1.05,5.93,34.87,50.42,70.12,4.72,15.25,89.84
"Conor Garland","20-21","ARI","R",48,138.22,87.35,85.49,86.6,89.63,92.59,6.23,0.9,47.21,8.01,63.74,9.86,89.08,10.31,5.64,0.45,5.33,39.19,53.88,78.77,5.19,13.2,88.73
"Conor Garland","21-22","VAN","R",76,116.6,75.85,82.94,84.43,86.57,86.13,3.22,1.02,51.28,10.54,65.95,12.16,85.38,13.25,5.75,0.93,2.19,40.73,53.78,72.13,4.83,6.27,90.29
"Conor Sheary","19-20","BUF","L",54,67.28,74.72,75.85,78.29,83.38,83.2,4.74,1.61,42.16,13.42,55,15.25,76.87,15.32,4.73,0.95,3.14,28.74,39.75,61.55,3.77,11.25,88.04
"Conor Sheary","20-21","WSH","L",52,53.23,69.33,81.04,82.21,82.7,88.14,8.23,3.64,43.51,10.18,57.67,12.48,69.86,14.62,4.86,0.65,4.59,33.33,45.19,55.24,4.2,18.91,64.23
"Conor Sheary","21-22","WSH","L",69,121.4,100,83.99,85.53,86.85,94.69,6.64,0,58.37,11.13,75.11,12.71,101.54,15.37,7.06,0.4,6.64,47.24,62.4,86.17,6.66,11.37,100
"Corey Perry","19-20","DAL","R",53,119.83,100,87.32,89.83,91.48,97.81,6.87,0,58.66,8.52,80.04,9.06,113.02,10.52,7.39,0.17,6.87,50.14,70.98,102.5,7.22,11.71,100
"Corey Perry","20-21","MTL","R",48,104.83,92.06,81.74,86.06,86.53,89.49,7.17,0.62,37.7,8.42,55.66,9.01,74.42,11.59,4.92,0.58,6.55,29.28,46.64,62.83,4.34,19.02,92.66
"Corey Perry","21-22","T.B","R",82,141.33,100,85.13,84.03,83.97,90.44,7.01,0,49.44,8.64,69.61,13.23,82.85,15.82,7.39,0.78,7.01,40.81,56.37,67.03,6.61,14.19,100
"Craig Smith","19-20","NSH","C",68,155.55,87.71,86.25,86.99,88.24,91.82,6.22,0.87,57.84,9.22,77.38,11.57,101.28,13.5,7.92,0.71,5.35,48.62,65.81,87.78,7.22,10.76,90.55
"Craig Smith","20-21","BOS","C",53,80.78,100,72.53,74.25,78.02,76.91,5.81,0,34.81,13.18,50.55,17.53,67.95,19.14,4.33,1.3,5.81,21.63,33.02,48.81,3.03,16.68,100
"Craig Smith","21-22","BOS","C",73,115.5,83.25,79.58,79.83,83.81,87.32,5.48,1.1,57.52,14.76,73.97,18.7,104.47,20.19,6.26,0.91,4.37,42.76,55.28,84.28,5.35,9.52,92.54
"Damon Severson","19-20","N.J","D",68,136.28,84.28,83.13,85.04,86.62,87.16,6.63,1.24,57.46,11.66,78.47,13.8,98.58,15.23,7.74,1.14,5.39,45.8,64.67,83.35,6.6,11.54,89.39
"Damon Severson","20-21","N.J","D",56,101.38,69.12,75.01,76.7,80.41,82.73,2.89,1.29,33.73,11.24,50.62,15.38,63.31,15.42,4.02,0.84,1.6,22.5,35.24,47.89,3.18,8.56,88.52
"Damon Severson","21-22","N.J","D",80,183.55,84.22,78.66,81.63,84.33,85.57,6.38,1.2,43.1,11.69,62.59,14.09,83.17,15.46,5.52,0.93,5.19,31.41,48.5,67.71,4.59,14.81,89.77
"Daniel Sprong","20-21","WSH","R",42,25.63,100,83.01,78.35,77.59,86.14,2.53,0,61.78,12.64,72.43,20.02,86.41,24.96,5.38,0.87,2.53,49.14,52.42,61.45,4.52,4.09,100
"Daniel Sprong","21-22","SEA","R",16,26.93,100,87.48,85.25,87.88,93.19,6.57,0,63.03,9.02,80.5,13.92,100.82,13.9,9.76,0.71,6.57,54.01,66.57,86.91,9.05,10.43,100
"Daniel Sprong","21-22","WSH","R",45,47.53,50,80.6,76.38,80.96,81.61,1.27,1.27,39.07,9.4,47.68,14.74,73.31,17.24,3.98,0.9,0,29.67,32.93,56.06,3.08,3.26,86.44
"Dante Fabbro","19-20","NSH","D",63,22.52,57.56,77.66,78.75,81.39,85.06,3.14,2.32,35.65,10.26,46.41,12.52,54.64,12.5,3.49,0.61,0.83,25.39,33.89,42.15,2.88,8.82,77.4
"Danton Heinen","19-20","BOS","L",58,128.25,93.54,79.38,81.44,82.91,85,7.31,0.51,65.16,16.93,88.18,20.09,109.59,22.59,8.06,1.42,6.81,48.23,68.09,87,6.64,11.22,97.02
"Danton Heinen","20-21","ANA","L",43,39.37,100,76.95,83.76,86.74,87.79,1.54,0,41.25,12.36,70.21,13.61,89.32,13.66,5.26,0.73,1.54,28.9,56.6,75.67,4.53,3.73,100
"Danton Heinen","21-22","PIT","L",74,87.57,100,73.6,77.46,81.59,82.79,2.87,0,38.94,13.96,53.39,15.54,74.9,16.9,4.71,0.98,2.87,24.97,37.85,57.99,3.73,7.37,100
"Darnell Nurse","19-20","EDM","D",70,76.57,89.01,79.09,83.66,85.01,87.12,6.41,0.79,40.12,10.61,54.44,10.63,74.74,13.18,5.88,0.87,5.62,29.51,43.8,61.56,5.02,15.98,92.54
"Darnell Nurse","20-21","EDM","D",54,77.22,100,86.55,87.57,88.99,96.2,9.47,0,48.85,7.59,63.91,9.08,86.14,10.66,6.3,0.25,9.47,41.26,54.83,75.48,6.05,19.39,100
"Darnell Nurse","21-22","EDM","D",70,82.1,91.99,93.52,92.05,92.83,90.74,9.9,0.86,62.88,4.36,86.77,7.49,105.93,8.18,9.38,0.96,9.04,58.52,79.28,97.75,8.43,15.75,80.2
"David Krejci","19-20","BOS","C",61,114.93,93.03,81.96,83.52,85.65,88.49,7.52,0.56,55.34,12.18,74.11,14.63,98.72,16.53,6.94,0.9,6.96,43.16,59.48,82.18,6.04,13.59,95.37
"David Krejci","20-21","BOS","C",50,125.52,96.18,80,82.83,84.4,87.45,11.91,0.47,52.55,13.14,78.68,16.31,98.96,18.29,7.26,1.04,11.43,39.41,62.37,80.67,6.22,22.66,96.4
"David Pastrnak","19-20","BOS","R",70,264.35,88.07,81.73,83.96,85.85,87.85,10.66,1.44,64.76,14.47,90.32,17.26,113.12,18.65,8.67,1.2,9.22,50.28,73.06,94.47,7.47,16.46,90.03
"David Pastrnak","20-21","BOS","R",47,163.52,76.66,81.11,86.03,88.13,86.2,6.07,1.85,50.04,11.66,75.81,12.31,105.11,14.16,6.67,1.07,4.22,38.38,63.5,90.95,5.6,12.14,84.14
"David Pastrnak","21-22","BOS","R",71,256.45,86.23,80.95,83.79,85.57,85.74,9.36,1.5,67.26,15.83,93.51,18.09,118.98,20.06,9.03,1.5,7.87,51.43,75.42,98.92,7.53,13.92,90.55
"David Perron","19-20","STL","L",70,212.4,91.58,81.55,84.09,87.05,84.23,9.59,0.88,61.33,13.88,83.41,15.78,108.23,16.1,8.03,1.5,8.71,47.45,67.63,92.14,6.53,15.63,93.65
"David Perron","20-21","STL","L",55,150.58,96.28,89.89,87.47,88.65,90.64,10.2,0.39,66.35,7.46,84.79,12.15,114.53,14.66,7.91,0.82,9.8,58.89,72.65,99.87,7.1,15.37,94.71
"David Perron","21-22","STL","L",67,180.02,97.26,86.18,87.42,88.22,91.44,11.71,0.33,66.18,10.61,87.22,12.55,109.13,14.58,8.83,0.83,11.38,55.57,74.67,94.56,8,17.69,96.89
"Dawson Mercer","21-22","N.J","C",82,152.55,73.02,71.64,72.55,77.6,75.25,4.24,1.57,37.11,14.69,51.83,19.61,75.18,21.7,4.83,1.59,2.67,22.41,32.22,53.47,3.24,11.42,89.34
"Dean Kukan","19-20","CBJ","D",33,27.77,100,86.85,90.03,89.47,84.35,1.88,0,44.81,6.78,61.64,6.83,74.71,8.79,4.77,0.89,1.88,38.03,54.81,65.92,3.89,4.19,100
"Denis Gurianov","19-20","DAL","R",60,120.3,100,88.16,90.72,92.69,95.68,7.92,0,54.56,7.33,76.86,7.86,112.31,8.86,7.18,0.32,7.92,47.23,69,103.46,6.85,14.51,100
"Denis Gurianov","20-21","DAL","R",53,118.05,94.3,83.51,84.05,84.92,90.99,8.33,0.5,48.27,9.53,67.3,12.77,86.01,15.28,5.49,0.54,7.83,38.74,54.54,70.73,4.95,17.26,94.72
"Denis Gurianov","21-22","DAL","R",71,142.93,85.15,80.11,83.13,85.97,93.47,5.01,0.87,52.89,13.14,69.11,14.02,88.29,14.4,7.21,0.5,4.13,39.75,55.09,73.88,6.71,9.47,93.35
"Denis Malgin","19-20","FLA","C",36,35.27,100,85.71,87.77,86.2,98.72,5.02,0,50.8,8.47,60.56,8.44,74.36,11.91,5.26,0.07,5.02,42.32,52.12,62.45,5.19,9.88,100
"Dennis Cholowski","19-20","DET","D",34,90.25,64.75,81.02,84.34,87.48,77.64,4.93,2.69,45.97,10.77,62.18,11.55,81.16,11.61,5.29,1.52,2.25,35.2,50.63,69.55,3.76,10.73,75.06
"Dennis Cholowski","20-21","DET","D",16,24.93,0,46.98,51.53,56.86,52.16,0,0,23.18,26.16,30.3,28.5,37.62,28.54,2.91,2.67,0,-2.98,1.81,9.07,0.24,0,100
"Derek Grant","19-20","ANA","C",48,31.62,83.07,82.65,82.78,82.16,83.29,10.99,2.24,51.08,10.72,69.89,14.54,95.35,20.7,6.15,1.23,8.75,40.36,55.35,74.65,4.91,21.51,79.12
"Derek Grant","21-22","ANA","C",70,34.55,100,73.22,79.34,79.06,82.21,5.11,0,40.97,14.99,57.64,15,78.79,20.87,5.7,1.23,5.11,25.98,42.63,57.92,4.46,12.46,100
"Derek Ryan","19-20","CGY","C",66,55.53,100,87.34,90.96,92.26,97.23,6.67,0,47.02,6.82,68.7,6.83,81.56,6.84,6.82,0.19,6.67,40.21,61.87,74.72,6.62,14.18,100
"Derek Stepan","19-20","ARI","C",68,116.1,85.48,81,81.74,83.66,88.16,6.63,1.13,54.59,12.81,66.26,14.81,85.71,16.73,6.47,0.87,5.5,41.79,51.46,68.97,5.6,12.15,91.2
"Derek Stepan","20-21","OTT","C",20,42.67,74.35,87.35,87.47,90.01,92.36,4.04,1.39,49.9,7.23,60.48,8.66,78.65,8.73,5.61,0.46,2.64,42.68,51.82,69.91,5.15,8.09,80.74
"Derick Brassard","19-20","NYI","C",63,114.5,86.85,82.49,83.71,85.56,87.43,6.71,1.02,53.29,11.31,69.31,13.48,93.39,15.76,6.78,0.97,5.7,41.98,55.82,77.63,5.81,12.6,91.01
"Derick Brassard","20-21","ARI","C",52,124.6,88.91,86.53,85.91,88.36,90.44,7.72,0.96,46.52,7.24,60.37,9.9,82.93,10.92,5.01,0.53,6.76,39.28,50.47,72.01,4.48,16.59,86.7
"Derick Brassard","21-22","PHI","C",31,67.6,100,84.29,85.85,88.01,91.12,2.49,0,50.24,9.36,67.87,11.18,88.86,12.11,6.74,0.66,2.49,40.87,56.69,76.75,6.08,4.96,100
"Devin Shore","19-20","ANA","C",38,21.22,100,76.14,81.3,84.73,84.25,5.49,0,55.59,17.42,75.21,17.3,97.13,17.5,6.96,1.3,5.49,38.17,57.91,79.62,5.66,9.87,100
"Devon Toews","19-20","NYI","D",65,152.98,83.3,90.81,91.42,91.59,92.23,4.42,0.89,53.19,5.38,69.5,6.52,99.02,9.09,6.75,0.57,3.53,47.81,62.98,89.93,6.18,8.31,83.53
"Devon Toews","20-21","COL","D",53,90.97,87.1,92.29,92.67,92.87,97.06,5.26,0.78,42.55,3.56,61.73,4.88,88.91,6.83,5.22,0.16,4.48,38.99,56.85,82.08,5.07,12.35,78.11
"Devon Toews","21-22","COL","D",65,114.4,89.05,78.32,81.54,84.2,90.78,9.34,1.15,44.76,12.39,61.35,13.89,84.48,15.85,6.3,0.64,8.19,32.37,47.46,68.62,5.66,20.87,90.73
"Dillon Dube","19-20","CGY","C",44,23.33,69.85,72.92,71.46,75.45,81.48,11.08,4.78,44.88,16.67,55.71,22.25,68.54,22.3,7.36,1.67,6.3,28.21,33.46,46.24,5.68,24.7,71.3
"Dillon Dube","20-21","CGY","C",50,60.52,65.4,75.15,79.45,83.84,71.32,3.77,1.99,41.98,13.88,64.25,16.62,86.5,16.68,4.76,1.91,1.77,28.1,47.64,69.82,2.85,8.97,85.64
"Dillon Dube","21-22","CGY","C",75,67.22,100,81.06,84.42,85.53,88.93,7.53,0,51.61,12.06,79.14,14.6,95.73,16.19,6.81,0.85,7.53,39.55,64.53,79.54,5.96,14.6,100
"Dmitry Orlov","19-20","WSH","D",68,96.27,70.34,72,77.01,80.68,75.42,5.81,2.45,43.2,16.8,60.43,18.04,77.99,18.67,5.3,1.73,3.36,26.4,42.39,59.31,3.57,13.45,85.42
"Dmitry Orlov","20-21","WSH","D",50,35.23,100,86.24,86.62,86.76,93.92,5.43,0,54.31,8.67,69.47,10.73,84.47,12.89,5.26,0.34,5.43,45.64,58.74,71.58,4.92,10,100
"Dmitry Orlov","21-22","WSH","D",74,73.03,66.46,75.59,74.74,79.02,85.19,3.57,1.8,42.14,13.61,54.54,18.44,76.13,20.21,4.72,0.82,1.77,28.53,36.1,55.92,3.9,8.46,86.78
"Dominik Kahun","19-20","PIT","C",49,56.13,100,81.88,80.53,83.46,82.37,4.33,0,43.66,9.66,63.58,15.37,90.64,17.96,5.64,1.21,4.33,33.99,48.21,72.68,4.44,9.92,100
"Dominik Kubalik","19-20","CHI","L",67,132.07,92.07,82.98,85.59,88.31,92.47,5.22,0.45,51.62,10.59,68.96,11.61,91.73,12.14,5.97,0.49,4.77,41.03,57.35,79.59,5.48,10.12,95.75
"Dominik Kubalik","20-21","CHI","L",56,137.07,89.68,83.76,85.74,86.98,88.71,7.38,0.85,53.05,10.29,67.78,11.27,94.11,14.09,6.78,0.86,6.53,42.76,56.51,80.02,5.91,13.9,91.74
"Dominik Kubalik","21-22","CHI","L",78,124.03,80.64,77.98,79.11,82.99,89.25,6.12,1.47,48.31,13.64,61.43,16.22,86.35,17.7,6.42,0.77,4.65,34.67,45.21,68.66,5.65,12.68,89.22
"Dominik Simon","19-20","PIT","C",63,31.03,100,70.75,75.45,75.72,79.18,1.95,0,34.84,14.41,50.33,16.38,76.03,24.38,5.22,1.37,1.95,20.44,33.95,51.65,3.85,5.6,100
"Dominik Simon","21-22","PIT","C",53,24.3,100,79.41,80.62,83.75,79.9,2.49,0,37.43,9.7,49.8,11.98,61.33,11.9,4.02,1.01,2.49,27.73,37.83,49.43,3.01,6.66,100
"Dougie Hamilton","19-20","CAR","D",47,144.82,95.63,90.99,90.82,91.87,96.84,9.8,0.45,70.57,6.99,91.28,9.23,118.65,10.5,9.91,0.32,9.36,63.59,82.05,108.15,9.58,13.89,93.59
"Dougie Hamilton","20-21","CAR","D",55,165.75,90.94,86.82,87.36,89.37,86.31,10.72,1.07,59.94,9.1,86.94,12.58,124.63,14.82,8.83,1.4,9.65,50.85,74.36,109.81,7.43,17.89,88.26
"Dougie Hamilton","21-22","N.J","D",62,151.17,51.57,76.46,79.95,83.91,78.36,3.97,3.72,44.5,13.7,65.98,16.55,91.36,17.52,5.58,1.54,0.24,30.8,49.43,73.84,4.04,8.91,72.83
"Drake Batherson","19-20","OTT","C",23,51.08,86.7,76.78,82.29,83.8,89.81,9.03,1.39,50.99,15.42,77.76,16.74,99.88,19.31,7.25,0.82,7.65,35.57,61.02,80.57,6.43,17.71,91.01
"Drake Batherson","20-21","OTT","C",56,178.4,81.99,81.99,81.79,83.65,87.56,5.43,1.19,51.99,11.42,67.75,15.09,82.17,16.06,6.96,0.99,4.24,40.57,52.66,66.11,5.97,10.45,89.54
"Drake Batherson","21-22","OTT","C/R",46,150.45,96.49,85.28,86.58,86.59,91.71,10.2,0.37,59.79,10.32,83.87,13,105.36,16.32,9.75,0.88,9.83,49.48,70.87,89.04,8.87,17.05,96.41
"Drew Doughty","19-20","L.A","D",65,208.68,100,84.25,86.19,88.26,90.25,6.49,0,58.35,10.91,81.02,12.98,103.9,13.82,7.16,0.77,6.49,47.44,68.04,90.09,6.39,11.12,100
"Drew Doughty","20-21","L.A","D",56,181.75,96.41,81.55,85.6,88.84,90.3,8.78,0.33,56.87,12.87,80.06,13.47,109.85,13.79,7.71,0.83,8.46,44,66.59,96.05,6.89,15.45,97.46
"Drew Doughty","21-22","L.A","D",39,122.2,83.07,86.97,89.73,91.23,91.2,7.09,1.44,56.08,8.4,81.78,9.36,107.99,10.37,7.33,0.71,5.64,47.68,72.42,97.61,6.62,12.63,82.82
"Duncan Keith","19-20","CHI","D",60,137.97,94.61,81.02,83.46,86.54,91.3,6.64,0.38,50.84,11.91,66.25,13.13,90.28,14.04,5.89,0.56,6.27,38.93,53.12,76.24,5.33,13.07,96.82
"Duncan Keith","20-21","CHI","D",54,133.23,93.82,78.95,80.46,82.93,85.47,6.36,0.42,48.45,12.92,59.37,14.42,79.69,16.41,5.49,0.93,5.94,35.53,44.94,63.29,4.55,13.13,96.76
"Duncan Keith","21-22","EDM","D",63,39.48,100,82.16,84.31,84.09,80.27,4.15,0,53.07,11.52,70.4,13.1,86.17,16.31,6.31,1.55,4.15,41.55,57.29,69.86,4.76,7.82,100
"Dustin Brown","19-20","L.A","L",64,163.7,100,81.66,84.45,87.45,87.19,6.45,0,58.76,13.2,81.37,14.98,104.44,14.98,6.86,1.01,6.45,45.56,66.39,89.46,5.85,10.98,100
"Dustin Brown","20-21","L.A","L",49,144.4,92.99,82.53,86.18,89.34,89.88,11.03,0.83,61.69,13.06,86.21,13.83,116.15,13.86,8.37,0.94,10.2,48.63,72.38,102.29,7.43,17.88,93.63
"Dustin Brown","21-22","L.A","L/R",64,134.18,82.25,89.54,89.31,90.35,90.13,6.22,1.34,61.31,7.16,79.46,9.51,105.69,11.29,8.04,0.88,4.87,54.16,69.95,94.4,7.16,10.14,81.26
"Dylan Coghlan","21-22","VGK","D",57,61.07,78.21,74.85,79.6,80.57,82.15,6.1,1.7,53.21,17.88,72.97,18.7,96.97,23.38,6.92,1.5,4.4,35.33,54.27,73.59,5.41,11.47,90.49
"Dylan Cozens","20-21","BUF","C",40,68.07,100,78.15,79.95,82.47,80.23,4.18,0,43.8,12.24,52.37,13.13,67.31,14.31,4.33,1.07,4.18,31.56,39.23,53,3.26,9.54,100
"Dylan Cozens","21-22","BUF","C",78,148.93,90.96,85.07,85.8,86.58,87.17,9.17,0.91,50.59,8.88,64.29,10.64,80.11,12.41,4.85,0.71,8.25,41.71,53.65,67.7,4.13,18.12,89.75
"Dylan Demelo","19-20","OTT","D",48,41.55,75.43,76.29,80.61,83.57,87.08,4.39,1.43,48.46,15.06,68.79,16.55,97.66,19.21,6.04,0.9,2.96,33.4,52.25,78.45,5.14,9.06,90.51
"Dylan Gambrell","19-20","S.J","C",49,32.55,73.46,77.99,81.57,86.51,92.53,5.05,1.82,34.23,9.66,52.77,11.93,76.72,11.96,4.11,0.33,3.23,24.57,40.85,64.76,3.78,14.75,81.11
"Dylan Larkin","19-20","DET","C",68,219.05,70.62,76.27,79.86,82.16,79.51,5.5,2.29,43.75,13.61,61.99,15.63,81.08,17.61,5.9,1.52,3.21,30.14,46.36,63.47,4.38,12.57,83.2
"Dylan Larkin","20-21","DET","C",43,118.73,90.21,79.66,82.31,86.85,85.03,5.03,0.55,44.59,11.39,60.29,12.96,89.39,13.54,5.74,1.01,4.48,33.21,47.33,75.85,4.73,11.28,95.21
"Dylan Larkin","21-22","DET","C",69,200.07,84.31,80.67,84.03,85.87,89.18,7.31,1.36,53.19,12.74,72.17,13.72,93.33,15.35,7.66,0.93,5.95,40.45,58.46,77.97,6.73,13.75,89.32
"Dylan Strome","19-20","CHI","C",57,149.12,72.54,76.25,79.08,82.87,83.71,5.45,2.06,47.06,14.65,62.96,16.66,86.87,17.96,5.85,1.14,3.39,32.4,46.3,68.91,4.71,11.59,85.91
"Dylan Strome","20-21","CHI","C",40,122.67,86.91,75.98,79.63,83.21,87.71,6.75,1.02,47.52,15.02,60.71,15.53,86.71,17.49,6.74,0.94,5.74,32.5,45.17,69.22,5.79,14.22,93.23
"Dylan Strome","21-22","CHI","C",69,185.42,89.34,84.63,85.55,86.54,89.13,8.08,0.96,55.18,10.02,70.45,11.9,93.15,14.48,6.69,0.82,7.12,45.16,58.55,78.67,5.87,14.64,90.37
"Eeli Tolvanen","20-21","NSH","R",38,93.55,94.86,80.65,80.57,85.18,85.92,10.29,0.56,54.18,13,71.96,17.35,103.09,17.93,5.79,0.95,9.74,41.18,54.61,85.15,4.84,19,95.71
"Eeli Tolvanen","21-22","NSH","R",74,135.07,89.85,88.31,89.4,90.31,92.79,7.59,0.86,62.04,8.21,79.89,9.48,102.28,10.98,7.04,0.55,6.73,53.83,70.42,91.31,6.49,12.24,89.56
"Elias Lindholm","19-20","CGY","C",68,191.7,86.84,84.31,85.99,86.45,89.45,7.95,1.21,56.67,10.55,78.84,12.85,99.82,15.65,7.41,0.87,6.74,46.12,65.99,84.18,6.53,14.03,88.58
"Elias Lindholm","20-21","CGY","C",55,173.27,92.84,82.62,82.96,83.77,88.02,8.35,0.64,58.1,12.22,78.54,16.13,97.69,18.93,7.15,0.97,7.71,45.87,62.41,78.76,6.18,14.38,94.73
"Elias Lindholm","21-22","CGY","C",78,235.25,97.4,87.63,88.59,89.59,93.56,9.46,0.25,72.71,10.26,98.69,12.72,128.67,14.94,9.93,0.68,9.21,62.45,85.97,113.72,9.25,13.01,97.54
"Elias Pettersson","19-20","VAN","C",67,263.25,93.17,87.07,89.4,90.33,89.34,8.74,0.64,56.99,8.46,79.87,9.47,106.25,11.38,7.07,0.84,8.1,48.53,70.4,94.87,6.23,15.34,92.43
"Elias Pettersson","20-21","VAN","C",26,111.22,91.55,85.51,88.96,90.88,87.9,6.31,0.58,48.02,8.14,79.64,9.88,110.52,11.09,6.47,0.89,5.73,39.89,69.75,99.43,5.58,13.14,92.84
"Elias Pettersson","21-22","VAN","C",79,250.75,89.92,83.82,86.8,89.36,91.67,10.88,1.22,62.67,12.1,87.77,13.34,118.51,14.11,9.06,0.82,9.66,50.57,74.43,104.41,8.23,17.36,89.91
"Emil Bemstrom","19-20","CBJ","C",56,75.48,90.89,86.89,87.98,86.89,84.95,8.56,0.86,55.89,8.43,68.92,9.41,83.16,12.54,5.83,1.03,7.7,47.46,59.51,70.61,4.8,15.32,89.82
"Emil Bemstrom","21-22","CBJ","C",41,44.77,100,87.44,85.77,87.88,84.97,1.35,0,47.23,6.78,64.86,10.76,87.37,12.05,5.23,0.92,1.35,40.45,54.1,75.32,4.3,2.87,100
"Eric Staal","19-20","MIN","C",64,176.55,87.04,83.9,86.27,87.63,91,7.62,1.14,52.07,9.99,69.56,11.07,90.61,12.79,5.84,0.58,6.49,42.08,58.48,77.82,5.26,14.64,88.64
"Eric Staal","20-21","BUF","C",31,40.27,100,87.34,89.85,87.73,87.66,7.08,0,44,6.38,56.44,6.38,69.04,9.65,5.19,0.73,7.08,37.62,50.06,59.39,4.45,16.09,100
"Eric Staal","20-21","MTL","C",21,31.52,100,81.89,85.26,87.33,88.8,1.88,0,42.18,9.33,54.18,9.37,75.69,10.98,6.49,0.82,1.88,32.86,44.81,64.7,5.67,4.47,100
"Erik Brannstrom","19-20","OTT","D",30,45.55,58.4,77.39,80.24,82.74,84.68,4.03,2.87,39.04,11.41,57.51,14.16,86.13,17.97,5.68,1.03,1.16,27.64,43.35,68.17,4.65,10.32,74.83
"Erik Brannstrom","20-21","OTT","D",30,53.95,100,87.31,86.68,89.48,92.02,4.5,0,54.08,7.86,65.88,10.12,86.28,10.14,6.54,0.57,4.5,46.22,55.76,76.14,5.97,8.33,100
"Erik Brannstrom","21-22","OTT","D",52,112.55,92.91,81.1,84.87,85.92,92.29,6.92,0.53,55.08,12.84,74.94,13.36,95.45,15.65,9.63,0.8,6.39,42.25,61.58,79.8,8.83,12.56,95.89
"Erik Gustafsson (D)","19-20","CHI","D",58,163.78,70.04,82.17,84.61,87.14,86.46,5.13,2.19,56.42,12.24,77.75,14.14,101.68,15,7.91,1.24,2.93,44.18,63.61,86.68,6.67,9.09,82.07
"Erik Gustafsson (D)","20-21","PHI","D",24,57.38,78.71,70.47,77.9,83.67,71.4,3.83,1.04,35.49,14.87,55.98,15.88,86.39,16.86,4.52,1.81,2.79,20.62,40.1,69.54,2.71,10.78,93.04
"Erik Gustafsson (D)","21-22","CHI","D",59,114.88,74.19,77.65,79.07,82.38,85.17,4.56,1.59,51.87,14.93,68.93,18.24,89.86,19.22,6.21,1.08,2.98,36.95,50.69,70.64,5.13,8.8,89.36
"Erik Haula","19-20","CAR","L",41,102.18,100,92.53,92.82,94.54,98.88,9.31,0,60.11,4.85,80.33,6.22,107.59,6.22,9.35,0.11,9.31,55.26,74.12,101.37,9.24,15.48,100
"Erik Haula","20-21","NSH","L",49,74.02,71.57,83.95,85.92,86.23,91.68,1.78,0.71,44.51,8.51,60.88,9.98,79.49,12.69,5.63,0.51,1.07,36,50.9,66.79,5.11,3.99,91.71
"Erik Haula","21-22","BOS","L",77,74.78,100,77.16,80.78,84.6,91.67,5,0,53.27,15.77,72.6,17.27,102.98,18.74,5.74,0.52,5,37.5,55.33,84.24,5.22,9.38,100
"Erik Johnson","19-20","COL","D",59,23.65,0,81.49,77.86,78.41,88.83,0,0,41.23,9.36,57.11,16.24,67.92,18.7,4.64,0.58,0,31.86,40.87,49.22,4.06,0,100
"Erik Karlsson","19-20","S.J","D",55,161.32,83.36,81.62,84.44,87.26,87.37,6.26,1.25,58.37,13.14,78.05,14.39,108.93,15.9,7.28,1.05,5.01,45.22,63.66,93.03,6.23,10.72,90.49
"Erik Karlsson","20-21","S.J","D",50,150.38,92.35,81.68,83.44,84.86,89.12,4.87,0.4,54.9,12.32,73.82,14.65,99.96,17.84,6.7,0.82,4.46,42.58,59.16,82.12,5.88,8.87,96.73
"Erik Karlsson","21-22","S.J","D",48,139.68,79.28,75.92,80.97,84.08,85.75,6.87,1.8,50.93,16.15,76.24,17.91,102.23,19.36,7.13,1.19,5.07,34.78,58.32,82.88,5.95,13.49,88.88
