"Player","Season","Team","Position","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Taro Hirose","21-22","DET","L",15,159.9,1,2,1,4,10,14,19,1.15,10,7.14,8.21,2,4,3,9,13,2,2,0,0,0,1,1,0
"Taylor Fedun","19-20","DAL","D",27,371.3,2,5,2,9,40,57,82,1.62,5,3.51,2.84,19,12,2,16,24,4,2,0,0,-2,0,0,0
"Taylor Hall","19-20","ARI/N.J","L",65,1246.22,16,28,8,52,232,310,387,22.17,6.9,5.16,7.15,29,52,41,47,110,18,23,0,0,5,20,31,-11
"Taylor Hall","20-21","BOS/BUF","L",53,946.55,10,12,11,33,136,185,236,13.22,7.35,5.41,7.15,15,31,19,34,71,8,19,0,0,11,7,10,-3
"Taylor Hall","21-22","BOS","L",81,1329.42,20,27,14,61,217,261,322,20.53,9.22,7.66,7.87,36,48,33,55,166,21,19,0,0,-2,18,21,-3
"Taylor Raddysh","21-22","CHI/T.B","R",74,912.97,11,9,2,22,104,142,163,14.14,10.58,7.75,9.96,21,15,23,103,63,5,11,0,0,6,6,10,-4
"Teddy Blueger","19-20","PIT","C",69,1091,9,8,5,22,102,126,157,8.71,8.82,7.14,6.91,35,22,29,83,107,5,4,1,1,-1,402,488,-86
"Teddy Blueger","20-21","PIT","C",43,638.38,7,13,2,22,49,64,77,5.23,14.29,10.94,8.17,25,12,11,53,60,3,6,2,2,3,201,212,-11
"Teddy Blueger","21-22","PIT","C",65,976.17,9,8,11,28,93,114,134,9.21,9.68,7.89,8.08,32,22,37,87,80,5,9,0,0,4,356,316,40
"Teuvo Teravainen","19-20","CAR","L",68,1304.77,15,32,16,63,182,249,317,20.6,8.24,6.02,8.27,30,44,44,18,39,4,5,0,0,1,26,27,-1
"Teuvo Teravainen","20-21","CAR","L",21,345.27,5,6,4,15,49,61,84,5.68,10.2,8.2,9.31,9,12,10,8,15,3,2,0,0,-1,13,7,6
"Teuvo Teravainen","21-22","CAR","L",77,1362.87,22,26,17,65,202,264,326,20.69,10.89,8.33,7.84,30,52,34,15,54,12,10,0,0,-2,24,20,4
"Thomas Bordeleau","21-22","S.J","C",8,124.72,0,3,1,4,13,21,25,1.44,0,0,6.86,4,8,9,3,8,0,1,0,0,1,40,49,-9
"Thomas Chabot","19-20","OTT","D",71,1845.03,6,17,16,39,186,264,418,8.7,3.23,2.27,3.3,85,87,42,79,132,21,11,0,0,-10,0,0,0
"Thomas Chabot","20-21","OTT","D",49,1286.98,6,17,8,31,120,162,241,5.42,5,3.7,3.35,72,82,18,68,116,18,11,0,0,-7,0,0,0
"Thomas Chabot","21-22","OTT","D",59,1545.33,7,14,17,38,173,227,330,9.2,4.05,3.08,4.05,93,68,29,73,108,13,18,0,0,5,0,0,0
"Thomas Harley","21-22","DAL","D",34,465.45,1,2,1,4,36,60,85,2.12,2.78,1.67,3.53,30,18,9,30,45,3,2,0,0,-1,0,0,0
"Thomas Hickey","20-21","NYI","D",5,81.3,0,1,1,2,2,4,6,0.09,0,0,2.25,3,1,0,10,11,0,0,0,0,0,0,0,0
"Thomas Novak","21-22","NSH","C",27,318.43,1,2,4,7,25,37,47,1.95,4,2.7,5.27,6,5,14,4,28,1,3,0,0,2,62,79,-17
"Tim Heed","19-20","S.J","D",38,494.1,1,1,3,5,44,64,94,1.34,2.27,1.56,2.09,30,17,10,16,31,1,2,0,0,1,0,1,-1
"Tim Schaller","19-20","L.A/VAN","C",53,612.85,5,0,1,6,49,68,86,5.08,10.2,7.35,7.47,28,9,14,51,39,7,7,0,0,0,7,11,-4
"Tim Stützle","20-21","OTT","L",53,833.87,12,9,8,29,111,144,187,10.54,10.81,8.33,7.32,15,44,20,50,80,7,24,0,0,17,8,19,-11
"Tim Stützle","21-22","OTT","L",79,1454.5,22,22,14,58,177,241,314,22.98,12.43,9.13,9.54,52,51,38,125,130,16,44,1,1,28,180,293,-113
"Timo Meier","19-20","S.J","R",70,1209.28,22,15,12,49,199,271,341,22.02,11.06,8.12,8.13,38,31,39,155,106,16,18,0,0,2,12,25,-13
"Timo Meier","20-21","S.J","R",54,866.33,12,10,9,31,155,219,298,14.39,7.74,5.48,6.57,24,25,22,75,63,11,16,0,0,5,8,20,-12
"Timo Meier","21-22","S.J","R",77,1475.32,35,22,19,76,326,448,573,30.74,10.74,7.81,6.86,61,53,49,162,118,27,28,0,0,1,18,19,-1
"Timothy Gettinger","21-22","NYR","L",8,75.7,0,0,0,0,3,5,6,0.21,0,0,4.2,5,1,0,15,5,0,0,0,0,0,2,2,0
"Timothy Liljegren","19-20","TOR","D",11,113.23,0,0,1,1,2,4,9,0.06,0,0,1.5,10,6,0,8,22,1,0,0,0,-1,0,0,0
"Timothy Liljegren","21-22","TOR","D",61,1000.58,5,6,12,23,79,110,162,3.27,6.33,4.55,2.97,60,43,19,87,147,7,5,0,0,-2,0,0,0
"Tj Brodie","19-20","CGY","D",64,1309.32,4,4,11,19,65,97,165,2.87,6.15,4.12,2.96,87,52,34,20,88,18,9,0,0,-9,0,0,0
"Tj Brodie","20-21","TOR","D",56,1207.22,1,4,9,14,48,72,110,1.88,2.08,1.39,2.61,84,51,22,34,108,6,7,0,0,1,0,0,0
"Tj Brodie","21-22","TOR","D",82,1746.03,4,11,13,28,68,97,158,3.09,5.88,4.12,3.19,106,62,30,53,148,17,9,0,0,-8,0,0,0
"Tj Tynan","19-20","COL","C",16,135.58,0,1,0,1,7,10,13,0.5,0,0,5,3,0,5,7,14,1,0,0,1,0,3,15,-12
"Tobias Bjornfot","20-21","L.A","D",33,555.33,1,2,3,6,30,42,55,0.98,3.33,2.38,2.33,34,13,5,28,59,7,1,0,1,-5,0,0,0
"Tobias Bjornfot","21-22","L.A","D",70,1173.4,0,3,5,8,53,75,110,2.5,0,0,3.33,58,30,10,61,129,3,9,0,0,6,0,0,0
"Tobias Rieder","19-20","CGY","C",55,609.6,4,5,1,10,77,109,129,10.54,5.19,3.67,9.67,26,8,17,30,41,3,11,0,0,8,11,42,-31
"Tobias Rieder","20-21","BUF","C",44,538.97,5,1,1,7,63,77,87,5.18,7.94,6.49,6.73,34,2,18,21,33,1,6,0,0,5,1,7,-6
"Tom Kuhnhackl","19-20","NYI","R",28,316.37,3,2,1,6,28,36,46,2.31,10.71,8.33,6.42,22,11,4,31,21,1,5,0,0,4,0,0,0
"Tom Wilson","19-20","WSH","R",68,1241.18,21,12,11,44,154,204,255,20.7,13.64,10.29,10.15,58,40,25,253,90,29,24,5,5,-5,18,39,-21
"Tom Wilson","20-21","WSH","R",47,777.3,13,14,6,33,83,105,138,9.89,15.66,12.38,9.42,25,16,20,105,80,18,18,4,4,0,11,15,-4
"Tom Wilson","21-22","WSH","R",78,1449.42,24,14,14,52,151,226,279,21.59,15.89,10.62,9.55,55,44,36,240,142,24,27,6,6,3,22,30,-8
"Tomas Hertl","19-20","S.J","C",48,883.22,16,12,8,36,117,156,198,17.64,13.68,10.26,11.31,25,18,25,29,46,8,10,0,0,2,433,357,76
"Tomas Hertl","20-21","S.J","C",50,955,19,13,11,43,112,154,190,17.2,16.96,12.34,11.17,39,24,35,39,37,11,11,1,1,0,486,394,92
"Tomas Hertl","21-22","S.J","C",82,1636.17,30,21,13,64,205,281,364,28.06,14.63,10.68,9.99,57,31,65,105,103,15,17,0,0,2,770,696,74
"Tomas Jurco","19-20","EDM","R",12,119.72,0,2,0,2,7,16,20,0.94,0,0,5.88,3,2,6,4,20,2,1,0,0,-1,2,2,0
"Tomas Jurco","20-21","VGK","R",8,71.67,0,1,0,1,11,14,18,0.66,0,0,4.71,2,1,0,4,7,0,0,0,0,0,0,1,-1
"Tomas Nosek","19-20","VGK","L",67,777.58,8,2,5,15,93,121,154,11.47,8.6,6.61,9.48,38,16,22,91,108,10,9,0,0,-1,217,216,1
"Tomas Nosek","20-21","VGK","L",38,494,8,3,7,18,59,79,90,7.28,13.56,10.13,9.22,18,12,8,51,50,5,3,0,0,-2,200,187,13
"Tomas Nosek","21-22","BOS","L",75,1001.42,3,8,6,17,84,128,156,9.89,3.57,2.34,7.73,34,22,27,85,90,16,11,0,0,-5,358,307,51
"Tomas Tatar","19-20","MTL","L",68,1107.77,22,18,21,61,162,210,264,16.72,13.58,10.48,7.96,24,29,31,79,62,18,7,0,0,-11,9,16,-7
"Tomas Tatar","20-21","MTL","L",50,748.77,10,12,8,30,82,105,141,9.65,12.2,9.52,9.19,20,14,16,63,52,4,6,0,0,2,12,15,-3
"Tomas Tatar","21-22","N.J","L",76,1127.07,15,8,7,30,132,191,244,15.95,11.36,7.85,8.35,28,25,27,75,84,11,15,0,0,4,19,31,-12
"Tony Deangelo","19-20","NYR","D",68,1309.37,15,18,20,53,149,198,266,8.35,10.07,7.58,4.22,57,65,16,48,71,16,8,1,1,-8,0,0,0
"Tony Deangelo","20-21","NYR","D",6,110.85,0,0,1,1,13,18,22,0.38,0,0,2.11,6,3,1,3,11,2,0,0,0,-2,0,0,0
"Tony Deangelo","21-22","CAR","D",64,1266.48,10,21,20,51,151,191,264,7.33,6.62,5.24,3.84,59,39,27,41,70,14,11,2,2,-3,0,0,0
"Torey Krug","19-20","BOS","D",61,1249.73,9,22,18,49,144,187,273,7.35,6.25,4.81,3.93,48,48,22,36,70,14,14,1,1,0,0,0,0
"Torey Krug","20-21","STL","D",51,1149.17,2,14,16,32,110,148,208,5.57,1.82,1.35,3.76,57,25,7,51,46,10,8,1,1,-2,0,0,0
"Torey Krug","21-22","STL","D",64,1315.43,9,14,20,43,118,172,244,6.35,7.63,5.23,3.69,70,32,16,53,48,24,7,0,0,-17,0,0,0
"Travis Boyd","19-20","WSH","C",24,282.07,3,5,2,10,26,34,36,2.47,11.54,8.82,7.26,9,6,7,14,26,1,2,0,0,1,50,69,-19
"Travis Boyd","20-21","TOR/VAN","C",39,418.37,5,2,3,10,23,38,49,3.27,21.74,13.16,8.61,15,6,8,18,51,1,8,0,0,7,75,85,-10
"Travis Boyd","21-22","ARI","C",74,1221.92,17,11,7,35,88,131,155,13.25,19.32,12.98,10.11,55,28,20,71,126,17,11,0,0,-6,421,506,-85
"Travis Dermott","19-20","TOR","D",56,969.28,4,1,6,11,65,86,121,2.61,6.15,4.65,3.03,58,44,23,76,112,12,8,1,1,-4,0,0,0
"Travis Dermott","20-21","TOR","D",51,674.43,2,1,3,6,36,53,81,1.35,5.56,3.77,2.55,35,27,4,44,80,7,3,1,1,-4,0,0,0
"Travis Dermott","21-22","TOR/VAN","D",60,920.07,2,2,3,7,46,68,100,2.48,4.35,2.94,3.65,46,26,7,55,76,7,7,0,0,0,0,0,0
"Travis Hamonic","19-20","CGY","D",50,1059.27,3,5,4,12,83,119,168,3.17,3.61,2.52,2.66,110,36,21,39,79,11,6,1,1,-5,0,0,0
"Travis Hamonic","20-21","VAN","D",38,735.95,3,3,4,10,79,101,151,2.18,3.8,2.97,2.16,81,19,10,48,66,7,1,3,3,-6,0,1,-1
"Travis Hamonic","21-22","OTT/VAN","D",43,809.37,4,2,4,10,82,109,171,3.17,4.88,3.67,2.91,93,31,6,73,63,7,5,0,0,-2,0,0,0
"Travis Konecny","19-20","PHI","C",66,1109.05,24,19,18,61,141,195,240,15.92,17.02,12.31,8.16,30,47,29,63,100,14,24,0,0,10,24,25,-1
"Travis Konecny","20-21","PHI","C",50,794.8,11,12,11,34,100,146,191,10.4,11,7.53,7.12,16,15,16,55,65,13,13,0,0,0,6,12,-6
"Travis Konecny","21-22","PHI","C/R",79,1391.48,16,27,9,52,220,297,382,22.91,7.27,5.39,7.71,34,28,22,80,120,21,29,1,1,8,13,18,-5
"Travis Sanheim","19-20","PHI","D",69,1390.63,8,8,9,25,110,145,226,6.5,7.27,5.52,4.48,79,53,22,41,97,16,13,0,0,-3,0,0,0
"Travis Sanheim","20-21","PHI","D",55,1203.75,3,5,7,15,100,136,196,5.36,3,2.21,3.94,73,40,17,48,80,9,10,1,1,1,0,0,0
"Travis Sanheim","21-22","PHI","D",80,1837.32,7,11,13,31,123,174,249,6.87,5.69,4.02,3.95,142,55,23,64,154,17,15,0,0,-2,0,0,0
"Travis Zajac","19-20","N.J","C",69,1178.18,9,7,9,25,73,105,124,10.02,12.33,8.57,9.54,39,17,36,58,41,14,5,0,0,-9,576,514,62
"Travis Zajac","20-21","N.J/NYI","C",46,754.9,8,5,7,20,50,70,93,5.38,16,11.43,7.69,22,14,25,51,36,3,6,0,0,3,310,293,17
"Trent Frederic","20-21","BOS","C",42,472.03,4,1,0,5,44,63,75,3.69,9.09,6.35,5.86,15,7,9,61,54,5,11,3,3,6,37,33,4
"Trent Frederic","21-22","BOS","C",60,699.37,8,9,1,18,100,126,157,9.48,8,6.35,7.52,22,12,23,119,81,16,7,5,5,-9,35,54,-19
"Trevor Daley","19-20","DET","D",43,671.57,0,3,4,7,37,55,76,1.55,0,0,2.82,44,21,5,9,24,10,2,0,0,-8,0,0,0
"Trevor Lewis","19-20","L.A","C",56,666.2,6,4,2,12,92,127,150,8.11,6.52,4.72,6.39,22,14,11,68,72,8,11,0,0,3,45,71,-26
"Trevor Lewis","20-21","WPG","C",56,550,5,2,3,10,68,93,112,5.16,7.35,5.38,5.55,22,8,8,71,73,1,5,0,0,4,11,8,3
"Trevor Lewis","21-22","CGY","C",80,1026.08,6,3,7,16,108,153,180,9.81,5.56,3.92,6.41,40,9,11,176,111,6,13,0,0,7,76,105,-29
"Trevor Moore","19-20","L.A/TOR","C",42,541.72,6,3,1,10,60,83,100,7.84,10,7.23,9.45,17,20,21,60,56,3,9,0,0,6,4,10,-6
"Trevor Moore","20-21","L.A","C",56,814.03,10,10,3,23,88,136,164,10.98,11.36,7.35,8.07,10,17,14,38,73,9,7,0,0,-2,3,6,-3
"Trevor Moore","21-22","L.A","C",81,1270.68,17,19,13,49,202,285,341,26.1,8.42,5.96,9.16,32,17,30,69,132,10,19,0,0,9,28,39,-11
"Trevor Van Riemsdyk","19-20","CAR","D",49,726.67,1,2,5,8,58,78,113,1.41,1.72,1.28,1.81,37,17,13,21,33,5,4,0,0,-1,0,0,0
"Trevor Van Riemsdyk","20-21","WSH","D",20,340.78,1,0,2,3,23,36,49,0.64,4.35,2.78,1.78,27,7,2,13,18,1,1,0,0,0,0,0,0
"Trevor Van Riemsdyk","21-22","WSH","D",72,1257.7,1,6,10,17,75,102,147,2.93,1.33,0.98,2.87,129,19,30,25,100,10,16,2,2,6,0,0,0
"Trevor Zegras","20-21","ANA","C",24,369.53,3,8,2,13,53,75,101,4.61,5.66,4,6.15,4,12,6,7,20,6,6,0,0,0,42,54,-12
"Trevor Zegras","21-22","ANA","C",75,1342.9,23,21,17,61,181,251,333,17.46,12.71,9.16,6.96,27,71,40,56,100,20,27,0,1,8,217,328,-111
"Troy Brouwer","19-20","STL","R",13,123.08,1,0,0,1,12,18,21,1.18,8.33,5.56,6.56,6,2,1,24,8,1,0,1,1,-1,1,1,0
"Troy Stecher","19-20","VAN","D",69,1058.93,5,3,9,17,86,120,177,2.56,5.81,4.17,2.13,70,25,16,69,118,11,13,0,0,2,0,0,0
"Troy Stecher","20-21","DET","D",44,761.9,3,2,6,11,55,82,129,1.94,5.45,3.66,2.37,46,29,9,33,70,6,4,0,0,-2,0,0,0
"Troy Stecher","21-22","DET/L.A","D",29,483.39,1,1,1,3,50,68,87,1.59,2,1.47,2.34,38,19,7,33,56,4,0,1,1,-4,0,0,0
"Troy Terry","19-20","ANA","C",47,681.55,4,9,2,15,73,105,140,7.35,5.48,3.81,7,9,19,31,3,53,3,14,0,0,11,3,5,-2
"Troy Terry","20-21","ANA","C",48,705.55,7,10,3,20,69,103,129,7.56,10.14,6.8,7.34,13,23,19,5,66,9,13,0,0,4,2,2,0
"Troy Terry","21-22","ANA","C/R",75,1367.68,37,15,15,67,192,264,327,26.21,19.27,14.02,9.93,27,46,35,6,109,13,32,0,1,20,1,8,-7
"Tucker Poolman","19-20","WPG","D",57,994.43,4,4,8,16,64,104,149,3.04,6.25,3.85,2.92,59,46,14,58,79,7,6,0,0,-1,0,0,0
"Tucker Poolman","20-21","WPG","D",39,713.97,0,1,0,1,50,70,97,1.7,0,0,2.43,49,34,8,69,61,1,6,0,0,5,0,0,0
"Tucker Poolman","21-22","VAN","D",40,680.05,1,1,1,3,47,61,104,1.72,2.13,1.64,2.82,73,15,7,33,40,1,5,0,0,4,0,0,0
"Ty Dellandrea","20-21","DAL","C",26,324.63,3,2,0,5,31,42,59,3.03,9.68,7.14,7.21,10,6,4,47,39,9,5,1,1,-4,45,55,-10
"Ty Smith","20-21","N.J","D",48,965.9,2,14,7,23,69,101,177,2.93,2.9,1.98,2.9,35,30,8,32,35,11,7,0,0,-4,0,0,0
"Ty Smith","21-22","N.J","D",66,1155.27,5,5,10,20,77,115,187,3.76,6.49,4.35,3.27,73,40,13,45,72,11,9,0,0,-2,0,0,0
"Tyce Thompson","20-21","N.J","R",7,61.05,0,1,0,1,4,5,6,0.34,0,0,6.8,2,0,2,5,10,0,0,0,0,0,0,9,-9
"Tyler Benson","19-20","EDM","L",7,72.05,0,1,0,1,5,7,13,0.57,0,0,8.14,1,3,2,3,3,0,0,0,0,0,1,0,1
"Tyler Benson","21-22","EDM","L",29,247.78,1,1,0,2,18,25,35,1.07,5.56,4,4.28,3,6,3,45,34,4,4,0,0,0,0,1,-1
"Tyler Bertuzzi","19-20","DET","L",71,1369.15,21,18,9,48,129,184,222,19.95,16.28,11.41,10.84,30,57,25,71,80,10,18,0,1,9,4,2,2
"Tyler Bertuzzi","20-21","DET","L",9,176.23,5,1,1,7,20,27,34,3.28,25,18.52,12.15,3,8,6,13,9,2,1,0,0,-1,1,1,0
"Tyler Bertuzzi","21-22","DET","L",68,1351.2,30,18,14,62,180,246,306,28.52,16.67,12.2,11.59,41,57,42,65,77,16,29,1,1,13,6,17,-11
"Tyler Bozak","19-20","STL","C",67,1026.15,13,9,7,29,109,131,158,10.84,11.93,9.92,8.27,33,20,29,32,43,5,7,0,0,2,363,297,66
"Tyler Bozak","20-21","STL","C",31,462.3,5,8,4,17,35,45,56,3.4,14.29,11.11,7.56,20,10,12,17,21,5,3,0,0,-2,217,165,52
"Tyler Bozak","21-22","STL","C",50,608.17,3,4,5,12,46,56,73,3.59,6.52,5.36,6.41,21,13,20,20,28,7,4,0,0,-3,175,212,-37
"Tyler Ennis","19-20","EDM/OTT","C",70,1029.35,16,15,6,37,159,227,272,19.45,10.06,7.05,8.57,26,19,26,96,110,10,16,0,0,6,7,8,-1
"Tyler Ennis","20-21","EDM","C",30,363.38,3,3,3,9,38,52,59,4.19,7.89,5.77,8.06,6,9,10,43,42,3,4,0,0,1,6,3,3
"Tyler Ennis","21-22","OTT","C/R",57,714.93,8,11,5,24,89,124,157,8.19,8.99,6.45,6.6,24,23,19,70,64,8,13,0,0,5,20,9,11
"Tyler Graovac","19-20","VAN","C",8,50.1,2,0,0,2,5,6,9,0.73,40,33.33,12.17,3,2,1,6,5,1,0,0,0,-1,8,14,-6
"Tyler Graovac","20-21","VAN","C",14,136.15,3,1,0,4,17,22,26,2.33,17.65,13.64,10.59,5,3,6,13,8,3,4,0,0,1,42,50,-8
"Tyler Johnson","19-20","T.B","C",65,944.72,14,10,7,31,113,152,190,12.21,12.39,9.21,8.03,22,20,14,62,43,9,6,0,0,-3,173,180,-7
"Tyler Johnson","20-21","T.B","C",55,751.5,8,10,4,22,77,103,123,8.34,10.39,7.77,8.1,15,7,4,63,33,8,7,0,0,-1,170,140,30
"Tyler Johnson","21-22","CHI","C",26,337.1,3,2,2,7,30,41,52,3.23,10,7.32,7.88,7,3,5,37,19,6,5,0,0,-1,31,20,11
"Tyler Lewington","19-20","WSH","D",6,60.95,0,0,0,0,2,2,6,0.03,0,0,1.5,7,3,1,13,6,1,1,1,1,0,0,0,0
"Tyler Motte","19-20","VAN","C",34,446.03,4,3,1,8,38,58,76,2.81,10.53,6.9,4.84,37,9,16,118,37,5,7,0,0,2,8,11,-3
"Tyler Motte","20-21","VAN","C",24,383.97,6,3,0,9,40,55,73,4.42,15,10.91,8.04,28,5,13,100,32,7,5,0,0,-2,12,21,-9
"Tyler Motte","21-22","NYR/VAN","C",58,810.97,7,5,3,15,101,144,178,9.73,6.93,4.86,6.76,58,18,29,117,76,11,12,0,0,1,11,8,3
"Tyler Myers","19-20","VAN","D",68,1462.27,6,12,3,21,134,185,263,6.07,4.48,3.24,3.28,108,41,42,99,79,22,11,1,1,-11,0,0,0
"Tyler Myers","20-21","VAN","D",55,1213.97,6,10,5,21,109,131,188,3.88,5.5,4.58,2.96,74,46,22,61,51,20,7,1,1,-13,0,0,0
"Tyler Myers","21-22","VAN","D",82,1800.7,1,8,9,18,128,173,257,5.79,0.78,0.58,3.35,148,56,32,145,128,24,11,2,2,-13,0,0,0
"Tyler Pitlick","19-20","PHI","C",63,759.12,8,10,2,20,76,102,127,7.77,10.53,7.84,7.62,42,15,28,132,110,6,11,0,0,5,5,13,-8
"Tyler Pitlick","20-21","ARI","C",38,620.85,6,4,1,11,56,94,126,7.19,10.71,6.38,7.65,41,5,15,81,57,8,6,0,0,-2,6,9,-3
"Tyler Pitlick","21-22","CGY/MTL","C",39,426.66,1,2,2,5,36,54,77,3.97,2.78,1.85,7.35,26,9,14,70,46,3,7,0,0,4,4,6,-2
"Tyler Seguin","19-20","DAL","C",69,1320.87,17,20,13,50,245,305,395,23.11,6.94,5.57,7.58,31,52,34,90,31,11,13,0,0,2,538,387,151
"Tyler Seguin","20-21","DAL","C",3,50.82,2,0,0,2,8,8,12,0.77,25,25,9.62,1,1,1,8,1,0,0,0,0,0,19,16,3
"Tyler Seguin","21-22","DAL","C",81,1442.87,24,17,8,49,218,280,345,21.72,11.01,8.57,7.76,33,48,26,96,42,15,14,0,1,0,464,364,100
"Tyler Toffoli","19-20","L.A/VAN","C",68,1145.38,24,11,9,44,203,268,351,21.98,11.82,8.96,8.2,16,34,35,48,65,10,10,0,0,0,4,10,-6
"Tyler Toffoli","20-21","MTL","C",52,910.42,28,9,7,44,158,209,265,19.8,17.72,13.4,9.47,12,31,25,75,51,12,8,0,0,-4,21,33,-12
"Tyler Toffoli","21-22","CGY/MTL","C/R",74,1206.47,20,17,12,49,195,258,329,22.35,10.26,7.75,8.66,24,35,27,81,48,7,12,0,0,5,18,16,2
"Tyson Barrie","19-20","TOR","D",70,1531.42,5,16,18,39,169,234,373,7.07,2.96,2.14,3.02,76,62,16,47,118,9,5,0,0,-4,0,0,0
"Tyson Barrie","20-21","EDM","D",56,1198.08,8,13,27,48,146,192,291,7.02,5.48,4.17,3.66,59,43,16,26,79,5,11,0,0,6,0,0,0
"Tyson Barrie","21-22","EDM","D",73,1384.03,7,17,17,41,149,200,297,6.33,4.7,3.5,3.16,73,43,14,27,96,9,5,0,0,-4,0,0,0
"Tyson Jost","19-20","COL","C",67,854.45,8,8,7,23,115,143,189,11.56,6.96,5.59,8.08,18,12,17,58,123,11,24,0,0,13,85,170,-85
"Tyson Jost","20-21","COL","C",54,762.05,7,8,2,17,92,121,154,8.11,7.61,5.79,6.7,19,11,24,45,92,12,14,0,0,2,162,184,-22
"Tyson Jost","21-22","COL/MIN","C",80,1025.68,8,8,4,20,97,118,157,8.13,8.25,6.78,6.89,37,10,38,55,149,17,29,0,0,12,172,254,-82
"Urho Vaakanainen","19-20","BOS","D",5,84.27,0,0,0,0,2,4,9,0.11,0,0,2.75,3,3,1,8,10,0,0,0,0,0,0,0,0
"Urho Vaakanainen","20-21","BOS","D",9,170.25,0,0,2,2,15,19,26,0.47,0,0,2.47,19,4,1,3,16,1,1,0,0,0,0,0,0
"Urho Vaakanainen","21-22","ANA/BOS","D",29,560.24,0,4,2,6,27,37,54,0.93,0,0,2.51,28,8,7,27,41,5,4,0,0,-1,0,0,0
"Valentin Zykov","19-20","VGK","L",15,182.83,1,1,2,4,19,24,31,1.59,5.26,4.17,6.62,3,12,5,20,24,3,1,0,0,-2,0,1,-1
"Valeri Nichushkin","19-20","COL","R",65,914.3,13,6,8,27,113,149,180,11.95,11.5,8.72,8.02,22,18,38,84,55,2,10,2,2,8,2,3,-1
"Valeri Nichushkin","20-21","COL","R",55,773.88,10,4,7,21,98,132,172,9.75,10.2,7.58,7.39,28,5,23,65,62,2,9,0,0,7,1,2,-1
"Valeri Nichushkin","21-22","COL","R",62,1179.48,25,14,13,52,180,227,264,22.51,13.89,11.01,9.92,27,24,38,89,73,7,13,0,0,6,0,5,-5
"Valtteri Filppula","19-20","DET","C",70,1162.6,6,8,7,21,63,86,104,8.66,9.52,6.98,10.07,31,43,17,28,42,12,12,0,0,0,324,398,-74
"Valtteri Filppula","20-21","DET","C",38,592.63,6,4,5,15,25,34,41,3.39,24,17.65,9.97,15,10,7,9,16,6,5,0,0,-1,109,133,-24
"Vasily Podkolzin","21-22","VAN","R",79,1010.55,14,9,3,26,115,157,191,10.82,12.17,8.92,6.89,33,18,32,84,79,13,9,0,0,-4,8,11,-3
"Victor Hedman","19-20","T.B","D",66,1587.18,11,27,17,55,155,222,306,9.45,7.1,4.95,4.26,98,40,47,73,73,13,9,1,1,-4,0,0,0
"Victor Hedman","20-21","T.B","D",54,1352.3,9,22,14,45,136,207,316,7.83,6.62,4.35,3.78,73,28,12,51,69,14,10,0,0,-4,0,0,0
"Victor Hedman","21-22","T.B","D",82,2056.4,20,34,31,85,218,330,461,13.23,9.17,6.06,4.01,129,56,52,94,95,18,13,0,0,-5,0,0,0
"Victor Mete","19-20","MTL","D",51,815.6,4,6,1,11,57,78,121,2.86,7.02,5.13,3.67,60,35,8,20,79,10,6,0,0,-4,0,0,0
"Victor Mete","20-21","MTL/OTT","D",28,442.37,1,1,3,5,20,28,42,1.02,5,3.57,3.64,35,10,7,19,38,4,0,0,0,-4,0,0,0
"Victor Mete","21-22","OTT","D",37,541.1,0,6,1,7,27,42,55,1.52,0,0,3.62,38,18,7,13,57,2,4,0,0,2,0,0,0
"Victor Olofsson","19-20","BUF","R",54,990.73,20,10,12,42,127,184,228,12.85,15.75,10.87,6.98,16,26,12,10,45,3,5,0,0,2,1,1,0
"Victor Olofsson","20-21","BUF","R",56,973.98,13,13,6,32,129,178,228,10.52,10.08,7.3,5.91,12,25,23,17,28,3,4,0,0,1,1,1,0
"Victor Olofsson","21-22","BUF","L/R",72,1104.67,20,18,11,49,164,223,293,15.36,12.2,8.97,6.89,15,17,18,10,46,4,4,0,0,0,0,1,-1
"Victor Rask","19-20","MIN","C",43,450.68,5,3,5,13,38,51,63,3.12,13.16,9.8,6.12,8,5,13,26,22,3,7,0,0,4,120,152,-32
"Victor Rask","20-21","MIN","C",54,780.23,10,7,6,23,53,69,103,5.2,18.87,14.49,7.54,10,24,20,21,37,1,6,0,0,5,218,262,-44
"Victor Rask","21-22","MIN/SEA","C",47,573.18,9,6,6,21,58,79,95,5.2,15.52,11.39,6.58,5,14,14,15,32,1,1,0,0,0,89,87,2
"Victor Soderstrom","20-21","ARI","D",4,65.23,1,0,1,2,6,6,14,0.19,16.67,16.67,3.17,0,1,1,4,2,0,0,0,0,0,0,0,0
"Victor Soderstrom","21-22","ARI","D",16,261.13,0,0,0,0,14,19,31,0.58,0,0,3.05,23,6,1,14,34,3,2,0,0,-1,0,0,0
"Viktor Arvidsson","19-20","NSH","L",57,923.1,15,7,6,28,127,198,263,14.06,11.81,7.58,7.1,24,24,15,27,88,13,18,0,0,5,11,8,3
"Viktor Arvidsson","20-21","NSH","L",50,828.23,10,13,2,25,151,213,264,13.4,6.62,4.69,6.29,33,23,18,15,72,8,14,1,1,6,9,18,-9
