"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Cody Eakin","21-22","BUF","C",67,88.08,6.76,18.48,14.87,12.76,6.87,0.99,13.65,20.82,91.83,22.62,129.53,23.74,162.38,0.83,11.26,-12.66,-71.01,-106.91,-138.64,-10.43,4.76,85.14
"Cody Goloubef","19-20","OTT","D",23,35.78,0,14.98,13.2,9.56,13.65,0,8.49,5.42,30.77,7.3,48.02,7.29,68.95,0.8,5.06,-8.49,-25.35,-40.72,-61.66,-4.26,0,72.41
"Cole Sillinger","21-22","CBJ","C",78,33.22,0,14.05,12.82,9.47,8.51,0,5.82,5.87,35.9,6.69,45.5,6.72,64.26,0.41,4.41,-5.82,-30.03,-38.81,-57.54,-4,0,83.79
"Colin Blackwell","20-21","NYR","C",46,32.9,0,20.92,20.05,20.19,13.01,0,3.74,8.3,31.37,10.32,41.15,12.39,48.98,0.51,3.41,-3.74,-23.07,-30.83,-36.59,-2.9,0,88.08
"Colin Blackwell","21-22","SEA","C",38,43.47,35.52,23.72,18.22,17.17,22.11,3.95,7.17,13.13,42.23,13.13,58.95,15.04,72.53,1.59,5.6,-3.22,-29.1,-45.82,-57.49,-4.01,30.08,83.02
"Colin Miller","20-21","BUF","D",47,41.43,19.45,16.53,13.05,11.14,14.31,0.99,4.1,8.33,42.06,8.33,55.52,9.3,74.19,0.71,4.25,-3.11,-33.73,-47.19,-64.89,-3.54,11.88,90.25
"Colin Miller","21-22","BUF","D",36,42.07,39.06,8,10.18,8.62,11.86,2.07,3.23,4.02,46.26,7.05,62.19,7.08,75.06,0.72,5.35,-1.16,-42.24,-55.14,-67.98,-4.63,51.49,93.02
"Colton Parayko","19-20","STL","D",61,121.05,5.39,16.72,12.87,12.28,7.23,1.01,17.73,19.52,97.26,20.49,138.72,24.55,175.39,0.96,12.31,-16.72,-77.74,-118.23,-150.84,-11.35,5.17,81.77
"Colton Parayko","20-21","STL","D",32,66.57,9.51,9.84,8.7,6.86,2.59,0.99,9.42,7.24,66.34,9.1,95.48,9.15,124.14,0.26,9.79,-8.43,-59.1,-86.38,-114.99,-9.53,13.67,85.8
"Colton Parayko","21-22","STL","D",77,160.15,23.63,24.1,22.04,19.59,16.63,5.02,16.22,43.9,138.24,51.71,182.96,56.85,233.33,3.64,18.25,-11.2,-94.34,-131.25,-176.48,-14.61,11.44,88.27
"Colton Sceviour","19-20","FLA","C",67,169.02,0,19.41,17.12,13.95,10.47,0,27.02,42.74,177.48,49.55,239.85,52.92,326.37,2.64,22.57,-27.02,-134.74,-190.3,-273.45,-19.93,0,84.78
"Colton Sceviour","20-21","PIT","C",45,58.23,12.24,21.14,15.11,13.26,6.41,0.99,7.1,10.88,40.58,10.87,61.05,12.12,79.29,0.37,5.4,-6.11,-29.7,-50.18,-67.17,-5.03,9.1,82.5
"Colton Sceviour","21-22","EDM","C",35,53.92,8.45,18.72,16.57,13.65,7.68,0.99,10.72,13.56,58.87,16.38,82.5,17.32,109.6,0.73,8.77,-9.73,-45.31,-66.12,-92.28,-8.04,7.3,81.79
"Colton Sissons","19-20","NSH","C",56,134.25,4.98,15.64,14.21,11.78,11.34,0.99,18.9,22.56,121.64,29.17,176.13,31.3,234.48,1.92,15.01,-17.91,-99.08,-146.96,-203.18,-13.09,4.39,84.46
"Colton Sissons","20-21","NSH","C",53,125.2,7.12,10.04,10.08,9.29,9.43,1.01,13.17,11.77,105.5,15.81,141.05,19.4,189.32,1.3,12.49,-12.16,-93.73,-125.24,-169.92,-11.19,8.58,87.52
"Colton Sissons","21-22","NSH","C",78,229.43,2.72,10.23,9.18,8.13,5.43,0.87,31.06,25.94,227.7,32.77,324.36,38.08,430.34,1.85,32.21,-30.19,-201.76,-291.59,-392.26,-30.36,3.35,86.36
"Connor Brown","19-20","OTT","R",69,179.2,13.87,14.44,15.26,13.1,15.13,4.67,29.01,31.29,185.4,46.76,259.75,49.9,330.98,4.25,23.84,-24.34,-154.11,-212.99,-281.08,-19.59,14.92,84.35
"Connor Brown","20-21","OTT","R",55,162.67,19.01,16.74,14.45,13.1,15.6,4.95,21.09,32.27,160.55,36.14,214.03,40.06,265.68,3.79,20.51,-16.14,-128.28,-177.89,-225.62,-16.72,15.34,86.86
"Connor Brown","21-22","OTT","R",62,164.93,20.37,20.01,19.36,18.68,18.42,4.96,19.39,43.87,175.36,55.33,230.45,63.93,278.24,5.05,22.37,-14.43,-131.49,-175.12,-214.31,-17.32,11.31,88.94
"Connor Clifton","20-21","BOS","D",44,57.42,35.76,24.95,22.37,19.86,17.15,2.26,4.06,16.05,48.29,18.32,63.58,20.67,83.41,0.94,4.54,-1.8,-32.24,-45.26,-62.74,-3.6,14.08,91.59
"Connor Clifton","21-22","BOS","D",60,73.35,0,12.62,14.24,13.73,11.04,0,7.86,8.21,56.84,11.3,68.06,14.38,90.37,0.66,5.32,-7.86,-48.63,-56.76,-75.99,-4.66,0,86.17
"Connor Dewar","21-22","MIN","C",35,25.75,0,16.24,23.01,21.75,17.26,0,0.93,5.16,26.61,9.34,31.25,12.18,43.81,0.58,2.78,-0.93,-21.45,-21.91,-31.63,-2.2,0,96.51
"Connor Murphy","19-20","CHI","D",56,160.98,25.57,14.04,11.29,9.84,9.86,4.16,12.11,27.15,166.19,28.2,221.5,31.45,288.2,2.23,20.38,-7.95,-139.04,-193.3,-256.75,-18.15,15.32,92.71
"Connor Murphy","20-21","CHI","D",47,134.83,4.26,15.82,15.17,13.99,13.28,0.93,20.9,25.14,133.73,30.23,169,35.64,219.03,2.31,15.09,-19.97,-108.59,-138.77,-183.39,-12.78,3.7,84.37
"Connor Murphy","21-22","CHI","D",55,150.65,0,13.81,11.86,9.34,8.25,0,16.07,26.25,163.86,29.13,216.41,30.03,291.62,1.75,19.46,-16.07,-137.61,-187.28,-261.59,-17.71,0,90.19
"Conor Sheary","21-22","WSH","L",69,27.72,0,21.73,15.54,12.74,10.56,0,0.93,5.7,20.53,5.71,31.04,6.92,47.39,0.3,2.54,-0.93,-14.83,-25.33,-40.47,-2.24,0,95.47
"Corey Schueneman","21-22","MTL","D",24,21.8,0,22.07,18.08,20.94,17.35,0,1.87,6.05,21.36,6.05,27.41,10.08,38.06,0.55,2.62,-1.87,-15.31,-21.36,-27.98,-2.07,0,91.25
"Curtis Lazar","19-20","BUF","C",37,66.58,12.6,19.51,13.62,12.37,11.68,0.99,6.87,16.13,66.53,17.01,107.85,19.14,135.53,1.23,9.3,-5.88,-50.4,-90.84,-116.39,-8.07,6.14,89.67
"Curtis Lazar","20-21","BOS","C",17,22.42,0,28.67,23.61,19.18,14.89,0,1.08,7.6,18.91,7.59,24.56,7.63,32.16,0.28,1.6,-1.08,-11.31,-16.97,-24.53,-1.32,0,94.29
"Curtis Lazar","20-21","BUF","C",32,78.4,0,10.79,9.86,9.32,4.89,0,12.07,10.61,87.74,12.79,116.95,15.56,151.42,0.55,10.69,-12.07,-77.13,-104.16,-135.86,-10.14,0,86.24
"Curtis Lazar","21-22","BOS","C",70,113.1,7.41,15.9,14.2,11,11.07,0.99,12.37,18.79,99.35,22.84,137.95,23.9,193.33,1.61,12.94,-11.38,-80.56,-115.11,-169.43,-11.33,5.27,87.55
"Dakota Mermis","19-20","N.J","D",9,20.17,0,9.48,16.94,16.22,12.11,0,1.01,2.07,19.77,4.93,24.18,5.77,29.8,0.27,1.96,-1.01,-17.7,-19.25,-24.03,-1.69,0,94.89
"Damon Severson","19-20","N.J","D",67,167.77,23.85,25.13,21.8,20.24,24.12,5.56,17.75,46.42,138.28,53.58,192.18,60.92,240.06,5.2,16.36,-12.19,-91.86,-138.6,-179.14,-11.16,11.98,87.16
"Damon Severson","20-21","N.J","D",54,114.72,9.06,13.76,13.76,12.61,8.61,2.19,21.97,17.66,110.64,24.57,153.93,27.43,190.01,1.48,15.71,-19.78,-92.98,-129.36,-162.58,-14.23,12.4,80.14
"Damon Severson","21-22","N.J","D",76,199.45,11.85,18.74,16.31,15.3,9.35,2.95,21.95,37.21,161.34,44.11,226.29,49.71,275.28,2.38,23.07,-19,-124.13,-182.18,-225.57,-20.69,7.93,86.4
"Dan Hamhuis","19-20","NSH","D",59,143.22,19.87,14.93,13.79,10.95,11.61,4.84,19.52,24.98,142.38,30.92,193.38,30.97,251.82,2.18,16.59,-14.68,-117.4,-162.46,-220.85,-14.41,19.38,86.29
"Danny Dekeyser","19-20","DET","D",8,27.08,0,15.93,17.8,13.63,14.84,0,3.86,6.45,34.05,8.49,39.22,8.47,53.69,0.76,4.36,-3.86,-27.6,-30.73,-45.22,-3.6,0,88.66
"Danny Dekeyser","20-21","DET","D",46,79.7,0,20.29,18.33,14.06,6.18,0,8.88,15.62,61.37,18.7,83.31,19.61,119.85,0.5,7.59,-8.88,-45.75,-64.61,-100.24,-7.09,0,85.53
"Danny Dekeyser","21-22","DET","D",58,130.28,11.53,19.21,17.04,14.32,10.72,2.07,15.88,26.51,111.48,32.19,156.71,36.88,220.73,1.95,16.24,-13.81,-84.97,-124.52,-183.85,-14.29,7.81,85.76
"Dante Fabbro","19-20","NSH","D",63,32.45,0,15.75,13.09,11.96,6.4,0,2.66,3.53,18.88,4.5,29.87,5.57,41.02,0.16,2.34,-2.66,-15.35,-25.37,-35.45,-2.18,0,85.91
"Dante Fabbro","20-21","NSH","D",39,56.58,10.08,7.95,9.47,10.19,16.99,0.93,8.3,4.25,49.21,6.3,60.25,9.56,84.3,1.05,5.13,-7.37,-44.96,-53.95,-74.74,-4.08,21.88,83.13
"Dante Fabbro","21-22","NSH","D",65,62.82,7.44,17.5,15.33,12.2,14.44,1.01,12.57,13.22,62.31,16.37,90.4,16.46,118.45,1.58,9.36,-11.56,-49.09,-74.03,-101.99,-7.78,7.64,79.83
"Danton Heinen","20-21","ANA","L",42,54.83,0,21.19,17.07,14.13,12.5,0,3.25,10.22,38.01,11.91,57.86,11.88,72.22,0.69,4.83,-3.25,-27.79,-45.95,-60.34,-4.14,0,91.45
"Darnell Nurse","19-20","EDM","D",69,142.13,0,16.14,12.41,11.24,5.26,0,12.13,25.68,133.41,27.89,196.93,33.15,261.7,1.05,18.9,-12.13,-107.73,-169.04,-228.55,-17.85,0,90.91
"Darnell Nurse","20-21","EDM","D",56,134.07,9.78,13.32,13.33,11.23,9.4,1.94,17.9,22.96,149.46,29.5,191.73,32.21,254.72,2.06,19.86,-15.96,-126.5,-162.23,-222.51,-17.8,8.45,88.02
"Darnell Nurse","21-22","EDM","D",70,194.38,20.84,18.44,15.87,13.98,9.58,7.32,27.81,45.7,202.09,52.37,277.66,56.24,346.01,3.01,28.42,-20.49,-156.39,-225.29,-289.77,-25.41,16.02,86.24
"Darren Helm","19-20","DET","C",66,111.62,10.59,19.02,15.54,13.56,11.43,2.01,16.97,24.31,103.49,24.31,132.16,26.37,168.05,1.65,12.79,-14.96,-79.18,-107.85,-141.68,-11.14,8.27,83.6
"Darren Helm","20-21","DET","C",46,84.23,0,16.96,14.69,11.81,6.49,0,11.16,15.91,77.91,17.93,104.12,18.86,140.84,0.65,9.36,-11.16,-62,-86.19,-121.98,-8.71,0,85.68
"Darren Helm","21-22","COL","C",67,126.32,24.33,19.97,14.8,14.21,12.92,4,12.44,28.56,114.47,29.67,170.74,36.23,218.76,2.35,15.84,-8.44,-85.91,-141.07,-182.53,-13.49,14.01,89.13
"David Backes","20-21","ANA","R",14,22.17,0,14.69,12.93,14.19,1.15,0,2.37,3.84,22.3,4.66,31.38,6.61,39.97,0.04,3.43,-2.37,-18.46,-26.72,-33.36,-3.39,0,89.37
"David Kampf","19-20","CHI","C",68,151.85,0,16.55,14.52,12.19,13.25,0,15.27,28.39,143.1,32.14,189.15,35.39,255.03,2.84,18.59,-15.27,-114.71,-157.01,-219.64,-15.75,0,89.33
"David Kampf","20-21","CHI","C",53,127.3,0,14.85,12.52,10.28,10.37,0,16.84,23.32,133.7,24.4,170.44,25.38,221.55,1.88,16.25,-16.84,-110.38,-146.04,-196.17,-14.37,0,87.4
"David Kampf","21-22","TOR","C",82,201.15,21.78,19.98,19.08,17.16,15.18,6.45,23.17,40.45,162.05,51,216.27,57.23,276.29,3.47,19.39,-16.72,-121.6,-165.27,-219.06,-15.92,15.95,85.7
"David Savard","19-20","CBJ","D",63,123.25,0,16.31,14.57,13.06,10.46,0,12.68,20.78,106.64,24.5,143.62,29.25,194.8,1.54,13.18,-12.68,-85.86,-119.12,-165.55,-11.64,0,88.11
"David Savard","20-21","CBJ","D",40,69.22,19.19,23.77,19.95,16.45,14.06,2.94,12.38,19.23,61.66,20.32,81.53,21.29,108.13,1.17,7.15,-9.44,-42.43,-61.21,-86.84,-5.98,15.29,79.92
"David Savard","20-21","T.B","D",14,31.15,0,31.34,29.34,20.71,22.51,0,3.18,9.14,20.02,10.15,24.44,10.07,38.55,0.79,2.72,-3.18,-10.88,-14.29,-28.48,-1.93,0,84.12
"David Savard","21-22","MTL","D",62,171.58,2.84,15.88,12.5,11.65,7.98,0.87,29.79,33.01,174.87,35.86,251.04,43.29,328.21,2.09,24.11,-28.92,-141.86,-215.18,-284.92,-22.02,2.64,82.96
"Dawson Mercer","21-22","N.J","C",78,23.3,32.69,9.31,8.58,6.26,2.05,1.01,2.08,2.04,19.87,2.05,21.85,2.04,30.57,0.05,2.39,-1.07,-17.83,-19.8,-28.53,-2.34,49.51,89.53
"Dean Kukan","21-22","CBJ","D",41,28.2,0,25.56,19.59,18.81,14.01,0,2.95,7.37,21.46,7.37,30.25,8.47,36.55,0.58,3.56,-2.95,-14.09,-22.88,-28.08,-2.98,0,86.25
"Dennis Gilbert","19-20","CHI","D",21,25.72,0,4.87,3.79,2.56,6.16,0,2.79,1.08,21.09,1.09,27.65,1.08,41.04,0.21,3.2,-2.79,-20.01,-26.56,-39.96,-2.99,0,86.77
"Derek Forbort","20-21","WPG","D",56,146.78,21.47,13.83,12.89,11.23,8.43,3.3,12.07,20.62,128.45,25.78,174.15,31.11,245.92,1.47,15.96,-8.77,-107.83,-148.37,-214.81,-14.49,16,90.6
"Derek Forbort","21-22","BOS","D",76,230.73,7.5,16.47,14.63,12.66,10.19,2.26,27.89,38.59,195.77,48.2,281.15,55.1,380.27,2.92,25.73,-25.63,-157.18,-232.95,-325.17,-22.81,5.86,85.75
"Derek Grant","19-20","ANA","C",48,123,25.06,26.5,23.87,21.24,21.98,4.37,13.07,33.22,92.12,37.78,120.47,41.97,155.62,3.24,11.5,-8.7,-58.9,-82.69,-113.65,-8.26,13.15,85.81
"Derek Grant","20-21","ANA","C",45,122.42,0,16.26,16.01,12.58,9.74,0,12.45,22.46,115.68,27.65,145.06,28.65,199.01,1.47,13.63,-12.45,-93.22,-117.41,-170.36,-12.16,0,89.24
"Derek Grant","21-22","ANA","C",68,170.27,8.31,12.51,10.77,9.79,5.57,1.99,21.96,28.88,201.96,33.5,277.64,35.68,328.91,1.57,26.61,-19.97,-173.08,-244.14,-293.23,-25.04,6.89,89.13
"Derek Ryan","19-20","CGY","C",67,113.93,7.57,17.75,14.9,13.58,13.99,0.93,11.36,21.38,99.05,24.3,138.83,28.18,179.37,1.94,11.93,-10.43,-77.67,-114.53,-151.19,-9.99,4.35,88.53
"Derek Ryan","20-21","CGY","C",43,77.17,0,17.38,12.62,12.21,6.11,0,7.46,11.35,53.94,11.34,78.53,15.3,110.01,0.51,7.84,-7.46,-42.59,-67.19,-94.71,-7.33,0,86.17
"Derek Ryan","21-22","EDM","C",74,129.1,0,16.26,15.03,12.25,6.62,0,23.91,26.24,135.1,31.94,180.59,34.04,243.74,1.27,17.9,-23.91,-108.86,-148.65,-209.7,-16.63,0,82.3
"Derek Stepan","19-20","ARI","C",69,134.98,5.82,26.64,22.8,19.55,16.98,1.01,16.34,47.84,131.76,53.02,179.54,56.29,231.68,3.41,16.67,-15.33,-83.92,-126.52,-175.39,-13.26,2.11,87.6
"Derek Stepan","20-21","OTT","C",20,24.02,0,15.14,17.09,14.79,7.5,0,4.94,5.09,28.53,7.17,34.78,8.43,48.57,0.24,2.96,-4.94,-23.44,-27.61,-40.14,-2.72,0,82.68
"Derek Stepan","21-22","CAR","C",58,57.05,0,26.36,19.48,18.11,13.78,0,1.87,10.43,29.14,11.47,47.4,13.79,62.34,0.82,5.13,-1.87,-18.71,-35.93,-48.55,-4.31,0,93.58
"Deryk Engelland","19-20","VGK","D",47,162.12,19.15,16.41,15.97,13.71,11.4,4.35,18.37,28.93,147.4,40.91,215.21,46.72,294.04,2.46,19.12,-14.02,-118.47,-174.3,-247.32,-16.66,15.04,87.54
"Devin Shore","20-21","EDM","C",38,44.63,17.9,11.88,11.55,9.54,10.23,0.87,3.99,5.91,43.85,7.02,53.78,7.83,74.28,0.57,5,-3.12,-37.94,-46.76,-66.45,-4.43,14.72,90.9
"Devin Shore","21-22","EDM","C",48,56.02,7.24,14.98,13.67,14.51,8.37,0.99,12.68,10.48,59.47,13.2,83.33,16.2,95.44,0.65,7.12,-11.69,-48.99,-70.13,-79.24,-6.47,9.45,78.68
"Devon Toews","20-21","COL","D",53,162.55,6.96,17.91,16.09,14.45,12.23,0.99,13.24,30.24,138.62,36.56,190.62,44.2,261.6,2.17,15.57,-12.25,-108.38,-154.06,-217.4,-13.4,3.27,90.45
"Devon Toews","21-22","COL","D",66,176.32,11.72,21.75,18.06,16.71,10.41,3.06,23.05,43.45,156.36,47.89,217.25,54.68,272.51,2.6,22.37,-19.99,-112.91,-169.36,-217.83,-19.77,7.04,85.26
"Dillon Dube","21-22","CGY","C",78,64.77,24.22,21.37,23.62,19.39,27.65,2.18,6.82,13.56,49.89,18.79,60.76,19.91,82.78,2.19,5.73,-4.64,-36.33,-41.97,-62.87,-3.54,16.08,86.33
"Dmitry Kulikov","19-20","WPG","D",50,70.12,0,13.06,12.44,11.24,10.82,0,11.23,11.38,75.75,13.57,95.54,15.55,122.78,1.06,8.74,-11.23,-64.37,-81.97,-107.23,-7.68,0,85.17
"Dmitry Kulikov","20-21","N.J","D",38,93.6,7.26,7.65,7.09,6.1,3.81,1.18,15.07,7.52,90.84,9.38,122.96,9.4,144.61,0.49,12.38,-13.89,-83.32,-113.58,-135.21,-11.89,15.69,83.41
"Dmitry Kulikov","21-22","MIN","D",79,153.53,0,12.67,12.07,11.28,5.86,0,20.03,24.69,170.25,31.08,226.46,35.84,282,1.29,20.74,-20.03,-145.56,-195.38,-246.16,-19.45,0,88.23
"Dmitry Orlov","19-20","WSH","D",68,60.98,0,20.51,22.92,20.48,13.43,0,6.46,11.45,44.38,15.78,53.08,17.81,69.14,0.74,4.77,-6.46,-32.93,-37.3,-51.33,-4.03,0,85.44
"Dmitry Orlov","20-21","WSH","D",51,30.9,0,24.25,20.22,22.18,11.74,0,1.94,6.56,20.49,7.42,29.27,9.49,33.29,0.35,2.63,-1.94,-13.93,-21.85,-23.8,-2.28,0,90.53
"Dmitry Orlov","21-22","WSH","D",74,55.87,36.61,25.22,21.25,20.01,21.33,2.79,4.83,9.81,29.09,11.93,44.21,14.9,59.57,1.09,4.02,-2.04,-19.28,-32.28,-44.67,-2.93,28.44,83.4
"Dominic Toninato","19-20","FLA","C",46,20.15,0,13.72,10.34,7.9,1.28,0,4.04,4.23,26.6,4.25,36.87,4.24,49.44,0.05,3.87,-4.04,-22.37,-32.62,-45.2,-3.82,0,84.81
"Dominic Toninato","21-22","WPG","C",74,112.93,20.95,14.09,12.11,11.25,13.64,4.71,17.77,20.16,122.87,21.12,153.21,25.33,199.84,2.62,16.59,-13.06,-102.71,-132.09,-174.51,-13.97,23.36,85.54
"Dougie Hamilton","19-20","CAR","D",47,106.55,11.74,24.11,21.08,17.25,19.04,1.99,14.96,22.78,71.7,26.71,99.98,29.03,139.26,2.33,9.91,-12.97,-48.92,-73.27,-110.23,-7.58,8.74,79.14
"Dougie Hamilton","20-21","CAR","D",54,77.35,12.65,27.45,26.95,23.73,20.54,1.08,7.46,21.85,57.76,28.5,77.27,29.54,94.95,1.91,7.39,-6.38,-35.91,-48.77,-65.41,-5.48,4.94,87.08
"Dougie Hamilton","21-22","N.J","D",59,29.42,0,29.53,19.99,24.39,10.63,0,3.08,5.97,14.25,6.95,27.81,11.69,36.24,0.32,2.69,-3.08,-8.28,-20.86,-24.55,-2.37,0,78.39
"Drake Caggiula","19-20","CHI","C",38,24.52,18,15.51,13.01,12.37,21.28,1.08,4.92,4.1,22.34,4.09,27.35,5.17,36.63,0.7,2.59,-3.84,-18.24,-23.26,-31.46,-1.89,26.34,77.98
"Drake Caggiula","20-21","ARI","C",27,26.18,34.29,30.58,18.86,20.91,15.08,1.08,2.07,4.22,9.58,4.24,18.24,6.13,23.18,0.3,1.69,-0.99,-5.36,-14,-17.05,-1.39,25.59,78.39
"Drake Caggiula","21-22","BUF","C",18,29.22,0,10.4,7.4,6.02,5.45,0,4.81,2.93,25.24,2.93,36.66,2.94,45.91,0.21,3.64,-4.81,-22.31,-33.73,-42.97,-3.43,0,80.94
"Drew Doughty","19-20","L.A","D",67,138.4,4.25,17.73,13.57,11.34,4.68,0.99,22.3,28.4,131.78,30.21,192.38,32.55,254.54,0.77,15.67,-21.31,-103.38,-162.17,-221.99,-14.9,3.49,83.08
"Drew Doughty","20-21","L.A","D",56,116.95,7.2,8.65,7,6.12,2.46,1.08,13.92,11.21,118.45,12.19,161.85,13.96,213.96,0.37,14.68,-12.84,-107.24,-149.66,-200,-14.31,9.63,88.25
"Drew Doughty","21-22","L.A","D",39,77.63,5.41,15.18,12.24,10.24,9.51,0.93,16.26,14.34,80.1,15.37,110.16,16.62,145.65,1.25,11.9,-15.33,-65.76,-94.79,-129.03,-10.65,6.49,79.7
"Duncan Keith","19-20","CHI","D",59,165.9,12.62,14.01,11.86,9.79,10.29,2.01,13.92,28.46,174.72,30.53,226.96,32.77,301.96,2.48,21.62,-11.91,-146.26,-196.43,-269.19,-19.14,7.06,92.03
"Duncan Keith","20-21","CHI","D",52,140.27,3.7,16.13,13.97,11.74,11.73,0.93,24.23,28.22,146.68,30.25,186.31,31.39,235.94,2.31,17.39,-23.3,-118.46,-156.06,-204.55,-15.08,3.3,83.48
"Duncan Keith","21-22","EDM","D",63,106.43,17.22,16.92,15.12,12.99,9.99,2.98,14.33,23.73,116.52,26.57,149.11,27.59,184.76,1.6,14.42,-11.35,-92.79,-122.54,-157.17,-12.82,12.56,87.7
"Dustin Brown","19-20","L.A","L",66,42.9,8.53,18.69,16.94,15.09,7.84,0.99,10.61,9.79,42.59,10.84,53.16,12.88,72.49,0.42,4.94,-9.62,-32.8,-42.32,-59.61,-4.52,10.11,75.09
"Dylan Cozens","21-22","BUF","C",77,37.98,13.4,24.95,21.9,18.9,16.7,0.93,6.01,11.81,35.52,11.84,42.22,12.88,55.28,0.73,3.64,-5.08,-23.71,-30.38,-42.4,-2.91,7.87,83.08
"Dylan Demelo","19-20","OTT","D",47,110.7,23.9,19.44,16.35,14.36,16.33,3.81,12.13,23.68,98.12,28.67,146.64,33.47,199.53,2.58,13.22,-8.32,-74.44,-117.97,-166.06,-10.64,16.09,87.64
"Dylan Demelo","20-21","WPG","D",52,131.42,22.96,14.24,11.65,11.37,8.34,3.3,11.07,19.49,117.41,21.35,161.98,28.26,220.32,1.38,15.17,-7.77,-97.92,-140.63,-192.06,-13.79,16.93,90.57
"Dylan Demelo","21-22","WPG","D",73,196.52,8.99,13.38,11.99,11.48,8.94,2.92,29.55,33.49,216.88,40.49,297.34,47.65,367.5,3.14,31.98,-26.63,-183.39,-256.85,-319.85,-28.84,8.72,86.37
"Dylan Gambrell","19-20","S.J","C",50,48.85,0,12.3,9.14,9.35,6.94,0,5.01,6.36,45.34,6.38,63.4,8.25,79.99,0.43,5.77,-5.01,-38.98,-57.02,-71.74,-5.34,0,88.95
"Dylan Gambrell","20-21","S.J","C",48,110.17,6.23,14.07,13.61,11.79,6.79,0.99,14.89,16.79,102.55,24.31,154.26,27.05,202.44,1.01,13.86,-13.9,-85.76,-129.95,-175.39,-12.85,5.9,85.48
"Dylan Gambrell","21-22","OTT","C",61,88.03,12.8,15.66,13.92,12.41,15.36,2.07,14.1,18.38,98.97,22.64,139.97,25.08,177.06,2.62,14.44,-12.03,-80.59,-117.33,-151.98,-11.82,11.26,85.75
"Dylan Larkin","19-20","DET","C",69,51.9,0,13.71,12.78,10.7,13.13,0,8.4,10.46,65.83,12.14,82.83,13.08,109.21,1.1,7.28,-8.4,-55.37,-70.69,-96.13,-6.18,0,87.24
"Dylan Larkin","21-22","DET","C",68,34.98,21.56,9.51,6.78,8.1,3.46,1.08,3.93,3.93,37.41,3.94,54.16,6.08,69,0.2,5.58,-2.85,-33.48,-50.22,-62.92,-5.38,27.48,89.49
"Dylan McIlrath","19-20","DET","D",16,42.8,14.93,12.29,9.22,8.07,5.82,0.93,5.3,7.39,52.76,7.36,72.47,7.38,84.06,0.41,6.63,-4.37,-45.37,-65.11,-76.68,-6.22,12.58,89.95
"Dysin Mayo","21-22","ARI","D",65,196.1,5.83,9.45,8.83,7.67,6.51,1.94,31.31,23.17,222,29.84,307.95,33.64,405.22,1.78,25.55,-29.37,-198.83,-278.11,-371.58,-23.77,8.37,85.9
"Eetu Luostarinen","20-21","FLA","C",42,91.33,0,14.96,12.59,13,5.56,0,8.96,15.08,85.72,17.17,119.2,21.2,141.84,0.64,10.87,-8.96,-70.64,-102.03,-120.64,-10.23,0,89.55
"Eetu Luostarinen","21-22","FLA","C",78,145.17,20.64,15.76,14.84,14.7,18.59,3.6,13.84,26.46,141.4,31.41,180.3,38.62,224.12,3.86,16.9,-10.24,-114.94,-148.89,-185.5,-13.04,13.61,90.21
"Elias Lindholm","19-20","CGY","C",69,147.9,9.54,17.29,13.66,12.65,9,2.05,19.43,30.33,145.1,34.18,216.01,41.22,284.71,2.01,20.32,-17.38,-114.77,-181.83,-243.49,-18.31,6.76,86.61
"Elias Lindholm","20-21","CGY","C",56,127.67,4.28,16.31,14.17,12.14,8.81,0.87,19.46,19.57,100.39,23.55,142.65,28.48,206.12,1.35,13.98,-18.59,-80.82,-119.1,-177.64,-12.63,4.45,80.62
"Elias Lindholm","21-22","CGY","C",81,170.82,10.78,24.6,20.64,18.07,11.7,2.18,18.04,43.5,133.31,49.43,190.01,55.69,252.54,2.41,18.19,-15.86,-89.81,-140.58,-196.85,-15.78,5.01,86.47
"Elias Pettersson","21-22","VAN","C",77,50.15,24.44,30.9,25.85,24.9,20.65,0.99,3.06,12.46,27.86,16.01,45.93,17.09,51.55,1.21,4.65,-2.07,-15.4,-29.92,-34.46,-3.44,7.95,89.02
"Eric Robinson","20-21","CBJ","L",56,53.83,12.92,24.48,23,22.77,19.55,0.93,6.27,14.54,44.85,16.41,54.95,20.22,68.58,1.22,5.02,-5.34,-30.31,-38.54,-48.36,-3.8,6.4,86.02
"Eric Robinson","21-22","CBJ","L",66,154.07,10.17,21.7,18.99,17.27,12.95,2.12,18.72,38.37,138.42,45.53,194.28,51.4,246.15,2.77,18.62,-16.6,-100.05,-148.75,-194.75,-15.85,5.53,86.48
"Erik Brannstrom","21-22","OTT","D",51,41.08,34.74,26.19,25.13,23.31,30.43,0.99,1.86,13.69,38.58,16.93,50.45,20.27,66.68,2.34,5.35,-0.87,-24.89,-33.52,-46.41,-3.01,7.23,95.18
"Erik Cernak","19-20","T.B","D",67,197.82,12.22,16.31,13.79,10.79,8.31,3.06,21.99,31.32,160.74,36.54,228.48,40.53,335.03,1.84,20.3,-18.93,-129.42,-191.94,-294.5,-18.46,9.77,86.32
