"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Kevin Hayes","21-22","PHI","C/R",47,42.87,13.16,14.5,12.37,10.06,9.35,0.87,5.74,7.65,45.12,8.75,61.97,8.71,77.89,0.58,5.62,-4.87,-37.47,-53.22,-69.18,-5.04,11.37,87.28
"Kevin Rooney","19-20","N.J","C",47,101.85,24.15,24.59,22.21,17.13,19.4,3.12,9.8,26.84,82.33,32.5,113.8,33.46,161.85,2.4,9.97,-6.68,-55.49,-81.3,-128.39,-7.57,11.62,88.1
"Kevin Rooney","20-21","NYR","C",53,100.38,6.08,13.47,12.87,10.76,12.63,0.87,13.43,13.1,84.17,18.3,123.89,19.58,162.33,1.71,11.83,-12.56,-71.07,-105.59,-142.75,-10.12,6.64,84.04
"Kevin Rooney","21-22","NYR","C",61,127.17,0,14.49,13.36,11.25,8.41,0,10.29,19.68,116.18,25.68,166.55,28.97,228.51,1.41,15.35,-10.29,-96.5,-140.87,-199.54,-13.94,0,91.14
"Kevin Shattenkirk","19-20","T.B","D",70,23.15,0,30.75,28.45,25.25,20.15,0,4.46,7.81,17.59,8.91,22.41,10.68,31.62,0.54,2.14,-4.46,-9.78,-13.5,-20.94,-1.6,0,74.64
"Kevin Shattenkirk","20-21","ANA","D",54,37.23,0,20.87,18.13,13.79,20.16,0,3.19,7.78,29.49,8.89,40.14,8.85,55.33,0.78,3.09,-3.19,-21.71,-31.25,-46.48,-2.31,0,89.18
"Kevin Shattenkirk","21-22","ANA","D",79,178.95,10.57,14.03,12.81,11.35,8.45,2,16.92,27.95,171.24,34.54,235.04,39.2,306.2,2.02,21.89,-14.92,-143.29,-200.5,-267,-19.87,7.16,90.12
"Kirby Dach","20-21","CHI","C",16,23.25,0,22.04,22.6,17.05,23.13,0,4.37,5.93,20.98,6.77,23.18,6.78,32.99,0.62,2.06,-4.37,-15.05,-16.41,-26.21,-1.44,0,79.17
"Kirby Dach","21-22","CHI","C",68,78.5,5.96,20.89,18.75,15.64,17.01,1.01,15.94,16.73,63.35,19.5,84.51,21.6,116.48,1.56,7.61,-14.93,-46.62,-65.01,-94.88,-6.05,6.04,74.84
"Korbinian Holzer","19-20","ANA","D",45,77.08,26.26,17.18,19.56,18.73,16.94,3.19,8.96,13.2,63.65,20.72,85.19,25.29,109.76,1.67,8.19,-5.77,-50.45,-64.47,-84.47,-6.52,24.17,85.92
"Kris Letang","19-20","PIT","D",59,131.95,7.61,16.55,16.28,13.75,13.8,1.18,14.33,22.45,113.17,29.82,153.32,30.69,192.43,2.25,14.06,-13.15,-90.72,-123.5,-161.74,-11.81,5.26,87.34
"Kris Letang","20-21","PIT","D",54,80.45,5.91,17.17,13.81,13.87,11.59,0.99,15.77,13.63,65.77,13.62,85,15.83,98.29,0.99,7.55,-14.78,-52.14,-71.38,-82.46,-6.56,7.26,76.02
"Kris Letang","21-22","PIT","D",75,107.83,10.94,21.62,19.89,16.05,16.09,1.18,9.61,23.31,84.5,29.33,118.15,30.3,158.45,2.06,10.74,-8.43,-61.19,-88.82,-128.15,-8.68,5.06,88.63
"Kris Russell","19-20","EDM","D",54,123.78,6.66,15.67,12.58,10.64,6.13,0.93,13.04,20.31,109.33,21.28,147.82,23.32,195.75,0.87,13.32,-12.11,-89.02,-126.54,-172.43,-12.45,4.58,88.07
"Kris Russell","20-21","EDM","D",35,68.53,0,9.49,9.67,8.46,8.17,0,5.88,6.61,63.06,9.72,90.8,10.96,118.56,0.69,7.76,-5.88,-56.45,-81.08,-107.6,-7.07,0,90.68
"Kris Russell","21-22","EDM","D",31,52.57,13.49,23.93,22.49,20.76,14.59,0.99,6.35,15.5,49.26,21.34,73.56,26.34,100.52,1.17,6.85,-5.36,-33.76,-52.22,-74.18,-5.68,6.39,87.11
"Kurtis MacDermid","19-20","L.A","D",45,50.87,33.9,26,20.87,19.59,11.05,3,5.85,12.49,35.55,13.51,51.23,17.74,72.83,0.59,4.75,-2.85,-23.06,-37.72,-55.09,-4.16,24.02,83.54
"Kurtis MacDermid","20-21","L.A","D",28,36.03,29.1,20.78,20.18,15.23,24.48,0.87,2.12,8.52,32.49,10.99,43.47,10.97,61.07,1.3,4.01,-1.25,-23.97,-32.48,-50.1,-2.71,10.21,93.47
"Kyle Burroughs","21-22","VAN","D",40,23.32,0,5.2,4.11,2.97,0.33,0,4.72,1.08,19.67,1.09,25.42,1.08,35.33,0.01,3.02,-4.72,-18.59,-24.33,-34.25,-3.01,0,76
"Kyle Clifford","20-21","STL","L",49,23.17,26.17,15.27,11.57,9.06,15.31,1.01,2.85,2.76,15.32,3.81,29.13,3.8,38.15,0.6,3.32,-1.84,-12.56,-25.32,-34.35,-2.72,36.59,81.4
"Kyle Connor","19-20","WPG","L",69,74.85,15.59,15.1,13.51,12.75,14.73,2.94,15.92,13.87,77.98,15.89,101.71,17.91,122.51,1.81,10.48,-12.98,-64.11,-85.82,-104.6,-8.67,21.2,79.58
"Kyle Connor","21-22","WPG","L",76,109.72,22.36,24.35,22.39,20.57,20.47,3.17,11.01,34.6,107.5,40.68,140.98,44.98,173.74,3.86,15,-7.84,-72.9,-100.3,-128.76,-11.14,9.16,89.76
"Kyle Okposo","20-21","BUF","R",35,37.87,30.49,22.91,18.38,14.63,15.88,1.86,4.24,9.03,30.39,9.95,44.19,9.97,58.17,0.67,3.55,-2.38,-21.36,-34.24,-48.2,-2.88,20.6,86.05
"Kyle Okposo","21-22","BUF","R",72,104.28,12.79,20.5,15.15,14.43,9.15,2.07,14.12,22.85,88.61,24.7,138.31,29.12,172.65,1.25,12.41,-12.05,-65.76,-113.61,-143.53,-11.16,9.06,84.07
"Kyle Palmieri","20-21","N.J","C",33,25.27,19.9,14.82,19.41,17.7,16.03,1.18,4.75,4.28,24.6,7.9,32.81,7.93,36.88,0.67,3.51,-3.57,-20.32,-24.91,-28.95,-2.84,27.57,80.69
"Kyle Turris","19-20","NSH","C",61,39.93,23.39,12.64,9.51,7.17,8.11,0.87,2.85,6.55,45.25,6.54,62.2,6.54,84.63,0.49,5.55,-1.98,-38.7,-55.66,-78.09,-5.06,13.28,93.7
"Kyle Turris","20-21","EDM","C",27,22.63,0,13.75,10.61,8.81,7.08,0,4.82,4.1,25.71,4.12,34.71,4.09,42.31,0.26,3.41,-4.82,-21.61,-30.59,-38.22,-3.15,0,81.25
"Lars Eller","19-20","WSH","C",68,164.9,9.7,22.81,18.3,14.75,10.6,2.19,20.39,37.36,126.41,40.76,181.96,45.93,265.48,2.18,18.39,-18.2,-89.05,-141.2,-219.55,-16.21,5.86,83.87
"Lars Eller","20-21","WSH","C",44,86.48,0,20.08,15.95,14.3,11.57,0,7.49,11.95,47.55,14.96,78.86,17.12,102.6,0.92,7.03,-7.49,-35.6,-63.9,-85.48,-6.11,0,84.25
"Lars Eller","21-22","WSH","C",70,117.07,4.99,20.55,19.58,19.2,18.55,0.87,16.56,22.85,88.35,30.65,125.92,39.71,167.15,2.92,12.82,-15.69,-65.5,-95.27,-127.44,-9.9,3.81,81.26
"Laurent Dauphin","21-22","MTL","C",38,42.88,0,21.63,17.99,13.75,10.2,0,4.99,10.22,37.03,12.06,54.96,12.94,81.19,0.61,5.37,-4.99,-26.81,-42.9,-68.25,-4.76,0,86.52
"Lawson Crouse","19-20","ARI","L",65,92.82,11.61,28.38,22.33,17.65,11.42,0.99,7.54,30.35,76.6,30.37,105.61,31.33,146.17,1.25,9.7,-6.55,-46.25,-75.24,-114.84,-8.45,3.26,90.16
"Lawson Crouse","20-21","ARI","L",51,101.83,0,11.66,10.46,11.37,6.51,0,13.84,12.74,96.48,15.54,132.97,21.41,166.85,0.92,13.21,-13.84,-83.74,-117.43,-145.44,-12.29,0,85.66
"Lawson Crouse","21-22","ARI","L",63,113.23,4.82,10.54,9.68,9.26,7.25,1.08,21.32,18.15,153.97,21.88,204.14,25.21,247.09,1.37,17.53,-20.24,-135.82,-182.26,-221.88,-16.16,5.95,86.15
"Leo Komarov","19-20","NYI","C",43,63.8,15.45,19.56,14.72,11.12,12.6,0.93,5.09,10.7,44.01,12.87,74.59,13.79,110.23,0.94,6.52,-4.16,-33.31,-61.72,-96.44,-5.58,8.69,88.43
"Leo Komarov","20-21","NYI","C",32,38.67,39.8,30.21,22.82,20.23,20.88,1.99,3.01,12.17,28.12,12.13,41.02,13.16,51.9,1,3.79,-1.02,-15.95,-28.89,-38.74,-2.79,16.35,89.3
"Leon Draisaitl","19-20","EDM","C",69,57.82,0,7.9,5.65,5.82,5.02,0,2.91,5.44,63.38,5.46,91.22,6.32,102.3,0.49,9.27,-2.91,-57.94,-85.76,-95.98,-8.78,0,95.41
"Leon Draisaitl","20-21","EDM","C",56,35.65,17.28,12.54,9.2,8.46,9.53,1.08,5.17,5.79,40.37,5.78,57.05,6.64,71.87,0.63,5.98,-4.09,-34.58,-51.27,-65.23,-5.35,18.65,87.19
"Leon Draisaitl","21-22","EDM","C",79,71.27,18.08,23.91,18.2,18.32,10,2.18,9.88,27.13,86.35,27.14,122.01,31.26,139.4,1.43,12.87,-7.7,-59.22,-94.87,-108.14,-11.44,8.04,88.56
"Lias Andersson","19-20","NYR","C",17,33.87,23.37,20.08,15.02,11.98,5.52,1.18,3.87,8.07,32.12,8.09,45.77,8.07,59.28,0.27,4.62,-2.69,-24.05,-37.68,-51.21,-4.35,14.62,87.95
"Libor Hajek","19-20","NYR","D",28,25.95,0,6.74,6.27,5.01,1.02,0,2.8,2.09,28.93,3.04,45.43,3.06,58.07,0.04,3.88,-2.8,-26.84,-42.39,-55.01,-3.84,0,90.32
"Libor Hajek","20-21","NYR","D",44,29.35,0,19.05,15.97,12.76,15.49,0,2.85,5.78,24.56,6.81,35.83,6.83,46.69,0.68,3.71,-2.85,-18.78,-29.02,-39.86,-3.03,0,88.4
"Logan Couture","19-20","S.J","C",52,87.68,30.87,14.58,13.3,13.67,12.55,3.17,7.1,13.91,81.49,16.57,108.04,20.34,128.5,1.59,11.08,-3.93,-67.58,-91.47,-108.16,-9.49,22.79,91.29
"Logan Couture","20-21","S.J","C",52,101.98,18.03,22.37,20.35,19.59,15.54,2.01,9.14,27.01,93.72,30.96,121.18,37.44,153.71,2.06,11.2,-7.13,-66.71,-90.22,-116.27,-9.14,7.44,90.25
"Logan Couture","21-22","S.J","C",75,145.97,19.57,25.97,20.13,17.26,9.97,2.66,10.93,49.84,142.06,49.88,197.91,52.84,253.33,2.3,20.76,-8.27,-92.22,-148.03,-200.49,-18.46,5.34,92.31
"Logan O'Connor","20-21","COL","R",22,38.03,0,41.54,37.53,32.87,34.25,0,4.1,14.31,20.14,17.3,28.8,20.55,41.97,1.12,2.15,-4.1,-5.83,-11.5,-21.42,-1.03,0,79.64
"Logan O'Connor","21-22","COL","R",80,164.18,15.81,23.42,18.4,16.51,13.74,4.07,21.68,41.33,135.16,44.42,196.96,50.09,253.26,3.36,21.09,-17.61,-93.83,-152.54,-203.17,-17.73,9.85,83.96
"Logan Stanley","21-22","WPG","D",57,140.17,12.98,11.52,12.19,11.91,8.49,3.78,25.34,20.52,157.54,27.58,198.71,33.66,248.88,2.03,21.88,-21.56,-137.02,-171.13,-215.22,-19.85,18.42,83.92
"Loui Eriksson","19-20","VAN","L",49,68.9,0,13.25,11.47,9.24,3.22,0,8.17,8.99,58.84,10.06,77.67,10.1,99.15,0.26,7.81,-8.17,-49.85,-67.61,-89.05,-7.55,0,86.11
"Loui Eriksson","21-22","ARI","L",71,93.03,6.14,10.68,11.04,9.23,5.65,0.93,14.21,11.52,96.38,17.01,137.1,17.97,176.66,0.7,11.68,-13.28,-84.86,-120.09,-158.69,-10.98,8.07,85.26
"Luca Sbisa","19-20","WPG","D",42,86.07,13.15,17.04,15.76,14.29,18.96,2.01,13.28,17.96,87.45,22.46,120.04,26.46,158.69,2.89,12.35,-11.27,-69.49,-97.58,-132.23,-9.46,11.19,84.81
"Lucas Wallmark","19-20","CAR","C",60,61.05,20.45,14.32,11.96,9.61,8.9,1.01,3.93,11.09,66.33,11.1,81.69,12.02,113.03,0.87,8.9,-2.92,-55.24,-70.59,-101.01,-8.03,9.11,94.08
"Luke Glendening","19-20","DET","C",58,170.5,11.52,15.81,13.19,11.29,10.5,3.34,25.65,35.41,188.51,36.51,240.33,39.48,310.14,2.71,23.09,-22.31,-153.1,-203.82,-270.66,-20.38,9.43,86.39
"Luke Glendening","20-21","DET","C",53,128.57,0,9.37,8.78,8.12,3.67,0,21.16,14.03,135.68,16.97,176.31,20.76,234.77,0.68,17.83,-21.16,-121.65,-159.34,-214.01,-17.15,0,84.4
"Luke Glendening","21-22","DAL","C",79,179.95,8.58,17.53,15.11,13.1,12.63,1.93,20.57,31.21,146.79,38.54,216.56,43.22,286.7,2.58,17.85,-18.64,-115.58,-178.02,-243.48,-15.27,6.18,85.99
"Luke Kunin","19-20","MIN","C",63,85.75,4.12,8.09,8.55,8.18,4.64,0.87,20.25,8.81,100.08,12.07,129.06,13.98,156.93,0.6,12.33,-19.38,-91.27,-116.99,-142.95,-11.73,9.88,79.77
"Luke Kunin","21-22","NSH","C",81,59.4,0,10.42,13.57,10.6,6.46,0,8.88,6.85,58.89,12.22,77.84,12.26,103.36,0.53,7.68,-8.88,-52.04,-65.62,-91.1,-7.15,0,84.92
"Luke Schenn","19-20","T.B","D",25,40.72,0,14.88,18.53,16.98,10.07,0,8.85,6.84,39.12,11.72,51.52,12.64,61.8,0.68,6.07,-8.85,-32.28,-39.8,-49.16,-5.39,0,77.38
"Luke Schenn","21-22","VAN","D",65,123.42,6.07,13.89,12.6,10.94,8.99,0.99,15.32,20.73,128.47,24.54,170.18,25.85,210.52,1.85,18.72,-14.33,-107.74,-145.64,-184.67,-16.87,4.78,88.08
"Mackenzie Entwistle","21-22","CHI","R",54,35.23,19.8,20.15,15.97,15.76,18.01,1.01,4.09,7.86,31.15,8.84,46.53,11.93,63.77,0.98,4.46,-3.08,-23.29,-37.69,-51.84,-3.48,12.85,86.87
"Mackenzie MacEachern","20-21","STL","L",20,20,36.61,32.73,25.36,22.13,9,1.08,1.87,6.56,13.48,6.58,19.37,6.58,23.16,0.18,1.82,-0.79,-6.92,-12.79,-16.58,-1.64,16.46,86.13
"MacKenzie Weegar","19-20","FLA","D",44,79.23,0,17.38,15.98,12.8,13.34,0,10.85,16.5,78.42,19.44,102.24,20.41,138.99,1.47,9.55,-10.85,-61.92,-82.8,-118.58,-8.08,0,86.16
"MacKenzie Weegar","20-21","FLA","D",52,139.78,19.18,16.61,14.14,12.88,12.47,3.87,16.31,24.95,125.3,27.97,169.84,31.04,210.04,2.15,15.09,-12.44,-100.35,-141.87,-179,-12.94,15.51,86.98
"MacKenzie Weegar","21-22","FLA","D",80,217.02,22.01,18.37,16.79,15.5,17.62,6.87,24.34,47.3,210.2,55.11,273.14,63.51,346.12,5.41,25.29,-17.47,-162.9,-218.03,-282.61,-19.88,14.52,88.42
"Madison Bowey","19-20","DET","D",51,71.32,7.5,11.95,10.46,9.32,3.91,0.93,11.47,10.76,79.26,12.81,109.64,13.88,135.01,0.46,11.31,-10.54,-68.5,-96.83,-121.13,-10.85,8.64,85.53
"Marc-Edouard Vlasic","19-20","S.J","D",70,194.9,16.64,13.2,11.72,9.36,7.74,2.98,14.93,28.81,189.5,33.76,254.39,33.69,326.2,2.05,24.43,-11.95,-160.69,-220.63,-292.51,-22.38,10.34,92.12
"Marc-Edouard Vlasic","20-21","S.J","D",50,116.12,21.84,21.32,18.24,16.35,13.64,4.02,14.39,27.44,101.25,31.41,140.84,35.13,179.67,1.93,12.22,-10.37,-73.81,-109.43,-144.54,-10.29,14.65,85.79
"Marc-Edouard Vlasic","21-22","S.J","D",73,61.88,21.34,24.6,23.05,18.94,9.52,1.08,3.98,14.91,45.7,19.13,63.86,20.07,85.91,0.62,5.89,-2.9,-30.79,-44.73,-65.84,-5.27,7.24,91.29
"Marc Staal","19-20","NYR","D",51,139.95,6.58,15.07,12.46,10.82,6.12,1.18,16.74,25.37,143.03,28.54,200.44,31.41,258.86,1.38,21.17,-15.56,-117.66,-171.9,-227.45,-19.79,4.65,88.3
"Marc Staal","20-21","DET","D",55,111.8,0,10.74,10.69,10.44,6.87,0,19.64,14.71,122.31,18.58,155.29,22.4,192.21,1.16,15.72,-19.64,-107.6,-136.71,-169.81,-14.56,0,83.94
"Marc Staal","21-22","DET","D",68,157.83,8.08,13.66,11.42,10.51,4.36,2,22.76,24.17,152.75,26.11,202.53,30.34,258.46,0.98,21.5,-20.76,-128.58,-176.42,-228.12,-20.52,8.27,85.1
"Marco Scandella","19-20","BUF","D",31,60.13,7.08,17.66,13.8,11.77,8.89,0.87,11.41,14.05,65.52,14.05,87.75,14.1,105.68,0.83,8.51,-10.54,-51.47,-73.7,-91.58,-7.68,6.19,82.59
"Marco Scandella","19-20","MTL","D",20,36.07,0,17.5,16.71,17.32,24.96,0,3.09,8.77,41.34,9.71,48.41,11.9,56.79,1.42,4.27,-3.09,-32.57,-38.7,-44.89,-2.85,0,92.53
"Marco Scandella","19-20","STL","D",10,25.75,0,13.73,12.33,12.97,1.24,0,4.27,3.26,20.48,3.28,23.33,4.35,29.2,0.03,2.38,-4.27,-17.22,-20.05,-24.85,-2.35,0,79.15
"Marco Scandella","20-21","STL","D",48,114.43,22.31,11.86,11.08,9.43,10.59,4.27,14.87,15.7,116.73,20.82,167.09,20.82,200.01,2,16.89,-10.6,-101.03,-146.27,-179.19,-14.89,27.2,87.26
"Marco Scandella","21-22","STL","D",67,151.57,20.22,16.98,14.37,12.87,7.44,2.01,7.93,28.83,140.93,32.74,195.02,37.62,254.7,1.65,20.52,-5.92,-112.1,-162.28,-217.08,-18.87,6.97,94.37
"Marcus Foligno","19-20","MIN","L",59,105.28,0,11.79,12.37,10.35,4.9,0,12.95,12.55,93.88,18.41,130.42,20.2,174.88,0.54,10.47,-12.95,-81.33,-112.01,-154.68,-9.93,0,86.21
"Marcus Foligno","20-21","MIN","L",37,54.4,11.38,14.54,12.26,11.63,4.45,1.18,9.19,8.25,48.5,9.11,65.21,10.15,77.09,0.31,6.66,-8.01,-40.25,-56.1,-66.94,-6.35,14.3,81.05
"Marcus Foligno","21-22","MIN","L",73,137.3,0,8.2,8.78,7.96,3.77,0,23.45,12.28,137.39,18.91,196.38,21.76,251.74,0.67,17.09,-23.45,-125.11,-177.47,-229.98,-16.42,0,82.93
"Marcus Johansson","20-21","MIN","L",33,46.18,0,7.28,8.89,7.32,4.63,0,6.8,3.14,40,5.43,55.63,6.31,79.86,0.23,4.74,-6.8,-36.86,-50.2,-73.55,-4.51,0,83
"Marcus Pettersson","19-20","PIT","D",67,88.37,0,19.3,17.76,14.78,15.47,0,8.07,15.79,66.01,19.06,88.25,20,115.28,1.55,8.47,-8.07,-50.22,-69.19,-95.28,-6.92,0,87.77
"Marcus Pettersson","20-21","PIT","D",46,34.42,0,11.54,11.85,10.79,7.83,0,2.95,4.88,37.42,6.83,50.83,7.83,64.77,0.44,5.18,-2.95,-32.54,-44,-56.94,-4.74,0,92.12
"Marcus Pettersson","21-22","PIT","D",70,21.5,0,8.07,6.14,11.73,7.23,0,2.15,2.13,24.25,2.13,32.58,5.09,38.32,0.29,3.72,-2.15,-22.12,-30.45,-33.23,-3.43,0,91.13
"Marcus Sorensen","19-20","S.J","L",66,98.13,8.56,11.12,10.32,9.37,6.27,0.87,9.29,10.76,85.99,13.68,118.82,14.57,140.89,0.78,11.66,-8.42,-75.23,-105.14,-126.32,-10.88,8.09,89.2
"Marcus Sorensen","20-21","S.J","L",28,42.75,15.49,22.72,25.95,22.09,18.33,1.01,5.51,10.19,34.67,16.16,46.11,17.02,60.03,0.99,4.41,-4.5,-24.48,-29.95,-43.01,-3.42,9.91,84.11
"Mario Ferraro","19-20","S.J","D",61,48.07,70.72,32.33,29.6,24.53,21.21,2.85,1.18,15.98,33.45,18.9,44.95,19.89,61.21,1.16,4.31,1.67,-17.47,-26.05,-41.32,-3.15,17.83,96.47
"Mario Ferraro","20-21","S.J","D",55,157.7,8.31,16.68,17.47,17.08,11.33,2,22.07,30.85,154.06,43.1,203.62,53.57,260.12,2.47,19.33,-20.07,-123.21,-160.52,-206.55,-16.86,6.48,85.67
"Mario Ferraro","21-22","S.J","D",60,165.53,4.7,17.13,13.59,11.48,6.66,0.87,17.64,31.75,153.64,34.38,218.54,38.21,294.63,1.58,22.15,-16.77,-121.89,-184.16,-256.42,-20.57,2.74,88.52
"Mark Barberio","19-20","COL","D",21,21.93,52.21,29.89,22.91,18.13,5.1,1.18,1.08,6.14,14.4,6.12,20.59,7.2,32.51,0.08,1.49,0.1,-8.26,-14.47,-25.31,-1.41,19.22,92.5
"Mark Borowiecki","19-20","OTT","D",52,122.72,32.02,19.73,16.42,14.67,18.22,5.67,12.04,26.68,108.53,31.48,160.19,38.44,223.56,3.32,14.9,-6.37,-81.85,-128.71,-185.12,-11.58,21.25,88.91
"Mark Borowiecki","20-21","NSH","D",21,43.43,0,11.99,10.81,8.25,4.72,0,8.95,5.53,40.61,6.76,55.77,6.76,75.17,0.28,5.65,-8.95,-35.08,-49.01,-68.41,-5.37,0,77.96
"Mark Borowiecki","21-22","NSH","D",56,100.78,0,6.66,8.86,7.48,5.41,0,11.74,7.7,107.91,15.02,154.45,16.13,199.5,0.84,14.7,-11.74,-100.21,-139.43,-183.37,-13.86,0,89.12
"Mark Friedman","21-22","PIT","D",25,23.92,0,23.3,19.64,13.82,2.87,0,3.73,4.07,13.4,5.97,24.42,5.99,37.34,0.07,2.37,-3.73,-9.33,-18.45,-31.35,-2.3,0,72.16
"Mark Giordano","19-20","CGY","D",59,163.22,13.57,13.86,10.02,9.08,8,3.05,19.42,23.26,144.51,25.25,226.84,31.19,312.26,1.77,20.35,-16.37,-121.25,-201.59,-281.07,-18.58,13.11,86.56
"Mark Giordano","20-21","CGY","D",56,165.88,9.44,20.16,17.05,15.4,12.34,2.05,19.67,29.4,116.45,35.27,171.62,44.82,246.13,2.47,17.54,-17.62,-87.05,-136.35,-201.31,-15.07,6.97,83.11
"Mark Giordano","21-22","SEA","D",53,85.72,17.99,18.91,16.13,12.24,12.1,3.09,14.09,17.42,74.68,21.24,110.45,21.2,152.04,1.43,10.39,-11,-57.26,-89.21,-130.84,-8.96,17.74,81.13
"Mark Giordano","21-22","TOR","D",20,31.43,35.56,27.17,27.04,23.88,27.95,2.18,3.95,9.94,26.64,13.07,35.26,13.13,41.85,1.09,2.81,-1.77,-16.7,-22.19,-28.72,-1.72,21.93,85.17
"Mark Jankowski","19-20","CGY","C",56,115.35,0,17.02,14.41,13.56,9.52,0,10.06,22.97,111.95,28.42,168.75,33.49,213.44,1.54,14.64,-10.06,-88.98,-140.33,-179.95,-13.1,0,91.01
"Mark Jankowski","20-21","PIT","C",44,78.32,0,13.46,11.1,12.04,10.34,0,9.82,9.26,59.52,10.23,81.93,14.52,106.07,0.84,7.28,-9.82,-50.26,-71.7,-91.55,-6.44,0,83.5
"Mark Jankowski","21-22","BUF","C",19,37.02,0,8.79,8.66,8.58,4.34,0,7.94,4.76,49.37,6.97,73.51,7.99,85.15,0.35,7.71,-7.94,-44.61,-66.54,-77.16,-7.36,0,83.92
"Mark Pysyk","19-20","FLA","D",56,35.12,0,11.31,12.59,12.44,14.12,0,5.3,4.07,31.91,6.16,42.77,8.15,57.35,0.72,4.38,-5.3,-27.84,-36.61,-49.2,-3.66,0,83.39
"Mark Pysyk","20-21","DAL","D",35,28.98,19.57,30.2,23.77,21.71,12,1.01,4.15,9.51,21.98,9.51,30.5,11.44,41.26,0.42,3.08,-3.14,-12.47,-20.99,-29.82,-2.66,10.62,81.12
"Mark Pysyk","21-22","BUF","D",66,137.98,0,18.2,15.32,13.66,7.43,0,20.36,28.09,126.29,33.05,182.71,36.42,230.27,1.33,16.58,-20.36,-98.2,-149.66,-193.85,-15.25,0,83.88
"Mark Scheifele","19-20","WPG","C",69,20.6,0,10.02,16.75,14,18.51,0,4.98,2.96,26.58,6.08,30.21,6.08,37.34,0.62,2.73,-4.98,-23.62,-24.13,-31.26,-2.11,0,81.26
"Mark Stone","19-20","VGK","R",63,122.05,21.71,18.24,17.2,15.63,15.87,3.36,12.12,26.92,120.68,34.08,164.02,40.02,216.07,2.74,14.53,-8.76,-93.76,-129.94,-176.05,-11.79,12.48,89.96
"Mark Stone","20-21","VGK","R",53,73.43,50,27.75,19.86,16.35,24.57,1.01,1.01,14.94,38.9,16.92,68.27,18,92.08,1.7,5.22,0,-23.96,-51.35,-74.08,-3.52,6.76,97.4
"Mark Stone","21-22","VGK","R",37,25.03,25.95,18.63,17.69,15.48,14.34,2.19,6.25,7.36,32.14,9.28,43.17,9.29,50.72,0.7,4.18,-4.06,-24.78,-33.89,-41.43,-3.48,29.76,80.55
"Markus Granlund","19-20","EDM","C",33,38.8,0,2.48,3.3,2.57,1.06,0,7.07,0.96,37.72,1.81,52.98,1.79,67.8,0.06,5.6,-7.07,-36.76,-51.17,-66.01,-5.54,0,81.26
"Markus Niemelainen","21-22","EDM","D",20,28.5,0,23.21,19.97,18.63,13.39,0,4.52,8.46,27.99,8.48,33.99,9.67,42.24,0.62,4.01,-4.52,-19.53,-25.51,-32.57,-3.39,0,83.85
"Martin Fehervary","21-22","WSH","D",77,139.17,13.82,17.02,15.91,14.71,11.93,2.66,16.59,23.87,116.37,31.81,168.12,38.26,221.78,2.13,15.73,-13.93,-92.5,-136.31,-183.52,-13.6,11.14,85.74
"Martin Marincin","19-20","TOR","D",26,42.43,0,17.82,16.07,16.25,12.15,0,7.02,8.64,39.84,10.66,55.66,13.49,69.53,0.61,4.41,-7.02,-31.2,-45,-56.04,-3.8,0,82.38
"Martin Necas","20-21","CAR","C",52,50.55,35.87,34.55,35.15,28.83,40.35,2.12,3.79,13.86,26.25,19.33,35.67,21.42,52.87,2.3,3.4,-1.67,-12.39,-16.34,-31.45,-1.1,15.3,85.56
"Martin Necas","21-22","CAR","C",78,100.48,12.74,31.72,26.63,24.33,15.47,1.08,7.4,23.94,51.54,27.06,74.57,30.67,95.41,1.34,7.32,-6.32,-27.6,-47.51,-64.74,-5.98,4.51,85.64
"Mason Appleton","19-20","WPG","C",45,42.93,37.5,11.61,7.18,7.06,10.35,1.08,1.8,4.66,35.49,4.65,60.1,5.71,75.22,0.59,5.11,-0.72,-30.83,-55.45,-69.51,-4.52,23.18,94.93
"Mason Appleton","20-21","WPG","C",56,52.23,9.69,8.86,10.54,10.44,10.47,0.93,8.67,4.8,49.39,7.77,65.92,11.38,97.63,0.73,6.24,-7.74,-44.59,-58.15,-86.25,-5.51,19.38,82.45
"Mason Appleton","21-22","WPG","C",18,41.25,0,4.84,3.4,3.86,1.27,0,5.06,2.73,53.65,2.72,77.33,3.66,91.24,0.1,7.76,-5.06,-50.92,-74.61,-87.58,-7.66,0,90.57
"Mathieu Joseph","19-20","T.B","R",37,27.78,35.48,29.69,27.91,24.56,42.6,0.99,1.8,6.6,15.63,9.72,25.11,10.64,32.69,1.18,1.59,-0.81,-9.03,-15.39,-22.05,-0.41,15,88.48
"Mathieu Joseph","20-21","T.B","R",55,30.33,0,27.41,27.14,22.36,16.29,0,2,8.52,22.56,9.52,25.56,10.28,35.69,0.5,2.57,-2,-14.04,-16.04,-25.41,-2.07,0,91.13
"Mathieu Joseph","21-22","T.B","R",58,120.7,20.7,19.57,18.42,16.13,20.33,3.19,12.22,22.08,90.72,27.36,121.18,30.19,157.02,2.85,11.17,-9.03,-68.64,-93.82,-126.83,-8.32,14.45,86.53
