"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Patrice Bergeron","21-22","BOS","C",72,223.13,94.24,82.08,84.99,86.3,87.42,36.99,2.26,241.9,52.83,354.99,62.71,441.68,70.09,33.28,4.79,34.73,189.07,292.28,371.59,28.49,15.29,95.72
"Patrick Kane","19-20","CHI","R",69,256.73,82.29,84.54,86,88.5,88.69,27.84,5.99,254.89,46.62,342.79,55.8,453.29,58.93,34.67,4.42,21.85,208.27,286.99,394.36,30.25,10.92,87.15
"Patrick Kane","20-21","CHI","R",56,219.52,86.96,77.74,79.59,82.2,81.48,26.33,3.95,177.14,50.71,226.78,58.17,305.68,66.21,24.19,5.5,22.38,126.43,168.61,239.47,18.69,14.86,92.21
"Patrick Kane","21-22","CHI","R",78,288.02,88.33,85.1,85.66,86.98,89.72,37.63,4.97,260.91,45.69,332.6,55.7,440.28,65.89,31.61,3.62,32.66,215.22,276.9,374.39,27.99,14.42,89.12
"Patrick Marleau","19-20","PIT/S.J","C",65,95.62,84.93,80.26,81.88,86.14,88.67,5.69,1.01,65.26,16.05,91.12,20.16,137.43,22.12,7.98,1.02,4.68,49.21,70.96,115.31,6.96,8.72,93.71
"Patrick Marleau","20-21","S.J","C",53,59.67,75.62,72.71,79.71,82.33,74.78,5.8,1.87,34.98,13.13,51.69,13.16,66.86,14.35,4.3,1.45,3.93,21.85,38.53,52.51,2.85,16.58,85.76
"Patrick Maroon","19-20","T.B","L",63,97.72,85.38,82.47,82.02,81.83,85.41,11.68,2,98.3,20.89,124.53,27.3,149,33.09,10.95,1.87,9.68,77.41,97.23,115.91,9.08,11.88,90.43
"Patrick Maroon","20-21","T.B","L",54,85.33,90.79,83.02,87.12,87.84,85.23,9.17,0.93,68.31,13.97,94.26,13.94,116.75,16.16,8.48,1.47,8.24,54.34,80.32,100.59,7.01,13.42,93.34
"Patrick Maroon","21-22","T.B","L",81,105.97,100,82.58,80.99,80.36,82.92,8.42,0,76.28,16.09,101.63,23.85,121.68,29.74,9.81,2.02,8.42,60.19,77.78,91.94,7.79,11.04,100
"Patrik Laine","19-20","WPG","R",64,213.05,94.05,83.17,86.32,87.94,90.65,33.52,2.12,227.83,46.09,315.1,49.93,387.75,53.16,28.78,2.97,31.4,181.74,265.17,334.59,25.81,14.71,95.4
"Patrik Laine","20-21","CBJ/WPG","R",41,95.2,91.87,82.65,83,85.36,83.94,11.18,0.99,73.29,15.39,95.46,19.55,121.49,20.83,7.63,1.46,10.19,57.9,75.91,100.66,6.17,15.25,93.57
"Patrik Laine","21-22","CBJ","L/R",54,186.22,83.8,76.52,78.69,80.47,78.02,19.35,3.74,154.13,47.29,222.57,60.26,284.46,69.02,20.06,5.65,15.61,106.84,162.31,215.44,14.41,12.55,92.09
"Paul Stastny","19-20","VGK","C",69,162.77,96.53,90.17,92.31,93.53,91.54,25.88,0.93,186.53,20.34,254.92,21.25,336.59,23.29,23.49,2.17,24.95,166.19,233.67,313.3,21.32,13.87,95.43
"Paul Stastny","20-21","WPG","C",56,164.77,86.94,81.19,83.69,85.18,85.16,19.84,2.98,155.4,36.01,213.35,41.59,281.64,48.99,19.05,3.32,16.86,119.39,171.76,232.65,15.73,12.77,91.72
"Paul Stastny","21-22","WPG","C",67,121.1,100,83.33,85.91,86.52,85.44,15.76,0,115.94,23.19,152.3,24.97,200,31.16,14.38,2.45,15.76,92.75,127.33,168.84,11.93,13.59,100
"Pavel Buchnevich","19-20","NYR","L",67,151.12,85.51,79.25,83.52,86.26,90.16,19.47,3.3,137.36,35.96,187.81,37.05,249.82,39.79,18.24,1.99,16.17,101.4,150.76,210.03,16.25,14.17,90.82
"Pavel Buchnevich","20-21","NYR","L",51,113.97,91.45,85.05,84.1,85.56,93.47,10.59,0.99,89.93,15.81,133.31,25.21,168.76,28.48,11.73,0.82,9.6,74.12,108.1,140.28,10.91,11.78,93.74
"Pavel Buchnevich","21-22","STL","L",73,162.95,89.66,80.38,82.3,85.13,88.58,26.53,3.06,139.35,34.02,181.75,39.08,239.76,41.88,18.62,2.4,23.47,105.33,142.67,197.88,16.22,19.04,91.01
"Pavel Zacha","19-20","N.J","C",64,104.2,84.59,81.34,81.68,83.23,79.36,12.02,2.19,88.92,20.4,112.02,25.13,148.88,30,9.69,2.52,9.83,68.52,86.89,118.88,7.17,13.52,89.26
"Pavel Zacha","20-21","N.J","C",50,131.97,85.34,85.31,88.38,90.49,90.48,11.7,2.01,99.14,17.07,144.22,18.96,190.99,20.08,12.92,1.36,9.69,82.07,125.26,170.91,11.56,11.8,88.22
"Pavel Zacha","21-22","N.J","C",70,150.73,61.46,75.63,79.44,83.87,75.93,11.58,7.26,99.49,32.05,148.16,38.35,208.57,40.12,13.31,4.22,4.32,67.44,109.81,168.45,9.09,11.64,77.35
"Peyton Krebs","21-22","BUF/VGK","C",56,116.34,88.91,81.88,83.09,85.27,87.25,15.96,1.99,105.53,23.35,143.8,29.26,176.15,30.42,12.46,1.82,13.97,82.18,114.54,145.73,10.64,15.12,91.48
"Phil Kessel","19-20","ARI","C",68,216.72,86.74,79.23,79.43,81.83,84.71,20.35,3.11,182.01,47.71,229.91,59.54,293.33,65.15,21.5,3.88,17.24,134.3,170.37,228.18,17.62,11.18,93.48
"Phil Kessel","20-21","ARI","C",55,158.63,94.69,78.44,81.19,84.17,84.48,17.66,0.99,97.99,26.94,143.06,33.14,187.75,35.3,11.7,2.15,16.67,71.05,109.92,152.45,9.55,18.02,96.33
"Phil Kessel","21-22","ARI","C/R",76,217.98,92.53,76.97,79.37,81.31,85.06,23.03,1.86,164.74,49.28,218.51,56.8,279.76,64.31,20.16,3.54,21.17,115.46,161.71,215.45,16.62,13.98,96.23
"Philip Tomasino","21-22","NSH","C",75,101.72,89.91,81.33,84.52,86.45,87.87,8.82,0.99,68.61,15.75,96.98,17.76,126.09,19.76,8.62,1.19,7.83,52.86,79.22,106.33,7.43,12.86,93.71
"Philipp Kurashev","20-21","CHI","C",54,77.2,88.28,87.5,85.54,86.81,89.34,7.61,1.01,63.08,9.01,74.19,12.54,103.81,15.77,6.2,0.74,6.6,54.07,61.65,88.04,5.46,12.06,88.79
"Philipp Kurashev","21-22","CHI","C",67,80.83,73.92,63.66,68.62,72.77,78.43,5.81,2.05,49.84,28.45,71.42,32.66,92.97,34.78,6.4,1.76,3.76,21.39,38.76,58.19,4.64,11.66,92.79
"Phillip Danault","19-20","MTL","L",68,109.08,67.01,73.8,75.51,80.8,76.23,9.04,4.45,75.81,26.91,103.75,33.65,149.36,35.49,8.53,2.66,4.59,48.9,70.1,113.87,5.87,11.92,83.46
"Phillip Danault","21-22","L.A","C/L",79,159.03,94.06,87.15,87.78,89.72,89.49,13.78,0.87,181.32,26.74,229.98,32.02,301.03,34.49,21.97,2.58,12.91,154.58,197.96,266.54,19.39,7.6,96.75
"Pierre Engvall","21-22","TOR","L",77,43.9,100,82.59,87.33,88.82,84.71,5.86,0,38.15,8.04,55,7.98,70.55,8.88,5.04,0.91,5.86,30.11,47.02,61.67,4.13,15.36,100
"Pierre-Luc Dubois","19-20","CBJ","L",70,183.87,83.66,86.32,86.51,88.07,89.75,15.46,3.02,160.64,25.46,207.33,32.32,268.97,36.43,18.47,2.11,12.44,135.18,175.01,232.54,16.36,9.62,88.14
"Pierre-Luc Dubois","20-21","CBJ/WPG","L",46,71.13,100,89.47,91.29,92.12,92.47,14.06,0,94.51,11.12,116.61,11.13,152.4,13.03,10.8,0.88,14.06,83.39,105.48,139.37,9.92,14.88,100
"Pierre-Luc Dubois","21-22","WPG","L",76,244.25,84.56,80.89,83.62,85.27,87.65,37.74,6.89,251.67,59.46,349.01,68.37,436.38,75.36,36.26,5.11,30.85,192.21,280.64,361.02,31.15,15,88.41
"Pius Suter","20-21","CHI","C",55,75.2,84.71,87.43,86.24,88.01,90.39,10.75,1.94,72.3,10.39,85.3,13.61,115.96,15.8,7.43,0.79,8.81,61.91,71.69,100.16,6.64,14.87,81.33
"Pius Suter","21-22","DET","C",80,110,64.66,75.34,81.16,84.34,88.63,3.66,2,67.56,22.11,109.8,25.48,137.53,25.53,10.84,1.39,1.66,45.45,84.32,112,9.45,5.42,90.95
"Quinn Hughes","19-20","VAN","D",67,256.7,94.91,85.95,88.35,89.71,88.31,36.2,1.94,250,40.88,343.64,45.32,458.33,52.59,29.69,3.93,34.26,209.12,298.32,405.74,25.76,14.48,95.25
"Quinn Hughes","20-21","VAN","D",56,203.25,91.09,83.73,87.04,89.67,84.44,21.99,2.15,165.35,32.12,252.2,37.54,353.98,40.79,22.8,4.2,19.84,133.23,214.66,313.19,18.6,13.3,93.31
"Quinn Hughes","21-22","VAN","D",75,256.02,91.19,84.85,87.57,89.98,90.39,43.15,4.17,262.64,46.91,365.76,51.92,504.7,56.18,36.02,3.83,38.98,215.73,313.84,448.52,32.19,16.43,91.11
"Quinton Byfield","21-22","L.A","C",40,22.4,65.26,68.99,74.29,75.87,74.93,1.86,0.99,21.4,9.62,27.89,9.65,30.25,9.62,2.78,0.93,0.87,11.78,18.24,20.63,1.85,8.69,89.71
"Radek Faksa","19-20","DAL","C",62,95.82,100,83.62,86.07,90.04,93.49,9.72,0,78.69,15.41,112.25,18.17,164.12,18.16,9.77,0.68,9.72,63.28,94.08,145.96,9.09,12.35,100
"Radek Faksa","20-21","DAL","C",54,86.6,72.18,77.73,78.63,82.09,86.33,5.37,2.07,53.67,15.38,76.4,20.77,105.42,23,6.19,0.98,3.3,38.29,55.63,82.42,5.21,10.01,86.54
"Rasmus Andersson","19-20","CGY","D",68,100.87,83.66,82.35,85.75,87.52,87.74,11.16,2.18,82.61,17.7,113.94,18.93,139.78,19.93,11.31,1.58,8.98,64.91,95.01,119.85,9.73,13.51,87.68
"Rasmus Andersson","20-21","CGY","D",55,149.37,87.46,77.44,79.23,81.2,88.75,15.21,2.18,119.68,34.86,172.89,45.33,216.46,50.13,15.62,1.98,13.03,84.82,127.56,166.33,13.64,12.71,93.75
"Rasmus Andersson","21-22","CGY","D",78,230.18,95.39,88.23,88.87,89.59,92.96,38.47,1.86,270.74,36.13,372.61,46.68,484.71,56.35,37.63,2.85,36.61,234.61,325.93,428.36,34.78,14.21,94.85
"Rasmus Asplund","21-22","BUF","C",79,84.05,100,74.31,77.55,79.92,82.29,7.8,0,62.66,21.66,81.48,23.59,106.12,26.67,5.81,1.25,7.8,41,57.89,79.45,4.56,12.45,100
"Rasmus Dahlin","19-20","BUF","D",58,192.28,92.74,85.1,86.79,89.06,86.03,25.54,2,173.44,30.37,240.68,36.62,312.92,38.45,20.45,3.32,23.54,143.07,204.06,274.47,17.13,14.73,93.41
"Rasmus Dahlin","20-21","BUF","D",54,166.17,91.11,84.23,85.66,88.05,86.97,20.4,1.99,133.62,25.02,184.56,30.89,235.28,31.93,16.89,2.53,18.41,108.6,153.67,203.35,14.36,15.27,92.05
"Rasmus Dahlin","21-22","BUF","D",79,240.72,79.59,76.6,79.11,82.49,77.63,24.37,6.25,196.52,60.05,270.25,71.36,351.35,74.59,22.97,6.62,18.12,136.47,198.89,276.76,16.35,12.4,89.59
"Rasmus Kupari","21-22","L.A","C",57,30.02,85.1,81.31,83.98,86.31,92.7,4.97,0.87,22.45,5.16,33.55,6.4,40.34,6.4,3.3,0.26,4.1,17.29,27.15,33.94,3.04,22.14,83.14
"Rasmus Ristolainen","19-20","BUF","D",68,155.73,100,82.21,86.04,87.46,88.22,18.16,0,124.37,26.92,178.51,28.97,220.46,31.61,14.15,1.89,18.16,97.45,149.54,188.85,12.26,14.6,100
"Rasmus Ristolainen","20-21","BUF","D",47,87.07,90.77,75.33,77.02,80.16,86.4,11.61,1.18,53.3,17.46,75.5,22.53,100.11,24.77,5.72,0.9,10.43,35.84,52.97,75.34,4.82,21.78,93.24
"Rasmus Ristolainen","21-22","PHI","D",64,44.48,62.18,77.41,82.32,84.36,91.67,1.94,1.18,26.04,7.6,40.37,8.67,52.59,9.75,4.07,0.37,0.76,18.44,31.7,42.84,3.7,7.45,84.47
"Rasmus Sandin","19-20","TOR","D",28,20.83,64.81,66.47,71.93,76.82,55.03,1.86,1.01,12.19,6.15,15.81,6.17,20.35,6.14,1.04,0.85,0.85,6.04,9.64,14.21,0.19,15.26,83.58
"Rasmus Sandin","21-22","TOR","D",50,69.08,100,90.07,92.41,91.55,94.67,9.29,0,52.15,5.75,81.57,6.7,105.53,9.74,7.63,0.43,9.29,46.4,74.87,95.79,7.2,17.81,100
"Reilly Smith","19-20","VGK","R",69,133.22,86.04,88.58,89.58,91.11,92.54,13.93,2.26,136.7,17.62,187.55,21.82,254.46,24.84,17.87,1.44,11.67,119.08,165.73,229.62,16.43,10.19,87.17
"Reilly Smith","20-21","VGK","R",53,123.22,100,87.64,89.03,89.6,93.3,12.29,0,129.63,18.28,187.13,23.05,247.07,28.69,18.11,1.3,12.29,111.35,164.08,218.38,16.81,9.48,100
"Reilly Smith","21-22","VGK","R",54,99.17,87.33,87.61,86.58,87.45,90.91,11.92,1.73,116.45,16.47,150.39,23.31,182.69,26.22,15.51,1.55,10.19,99.98,127.08,156.47,13.96,10.24,89.5
"Rem Pitlick","21-22","MIN/MTL","C",65,90.6,50.12,78.31,80.41,84.37,86.32,4.07,4.05,64.91,17.98,86.84,21.16,118.98,22.05,9.09,1.44,0.02,46.93,65.68,96.93,7.65,6.27,77.47
"Rickard Rakell","19-20","ANA","R",64,149.15,86.33,84.19,86.31,87.36,89.54,12.95,2.05,132.59,24.89,175.64,27.86,233.83,33.82,17.12,2,10.9,107.7,147.78,200.01,15.12,9.77,91.76
"Rickard Rakell","20-21","ANA","R",51,110.08,74.7,86.15,84.23,87.24,87.87,6.14,2.08,96.77,15.56,138.54,25.93,183.19,26.8,12.17,1.68,4.06,81.21,112.61,156.39,10.49,6.34,86.63
"Rickard Rakell","21-22","ANA/PIT","L/R",69,157.82,79.25,74.76,77.53,81.96,80.8,18.87,4.94,120.9,40.81,170.91,49.53,247.57,54.51,15.91,3.78,13.93,80.09,121.38,193.06,12.13,15.61,87.9
"Riley Nash","21-22","ARI/T.B/WPG","C",45,23.67,100,74.45,80.48,81.37,93.31,2.07,0,17.89,6.14,29.6,7.18,36.04,8.25,2.51,0.18,2.07,11.75,22.42,27.79,2.33,11.57,100
"Robby Fabbri","19-20","DET/STL","C",58,146.35,66.95,69.77,73.46,76.74,74.66,12.66,6.25,90.44,39.19,131.08,47.36,172.92,52.4,12.52,4.25,6.41,51.25,83.72,120.52,8.27,14,84.05
"Robby Fabbri","20-21","DET","C",29,69.53,77.48,72.82,78.61,81.63,79.1,3.2,0.93,56.34,21.03,77.4,21.06,106.74,24.02,6.47,1.71,2.27,35.31,56.34,82.72,4.76,5.68,95.58
"Robby Fabbri","21-22","DET","C",55,150.48,88.85,76.47,80.75,84.87,88.48,17.38,2.18,115.83,35.65,168.17,40.09,230.35,41.06,18.21,2.37,15.2,80.18,128.08,189.29,15.84,15,93.88
"Robert Thomas","19-20","STL","C",65,94.35,90.61,81.7,83.37,86.54,88.19,11.39,1.18,71.4,15.99,97.03,19.36,142.98,22.24,9.71,1.3,10.21,55.41,77.67,120.74,8.41,15.95,92.62
"Robert Thomas","20-21","STL","C",32,48.27,100,87.35,89.11,90.8,92.72,2.12,0,29.75,4.31,43.84,5.36,62.36,6.32,3.31,0.26,2.12,25.44,38.48,56.04,3.05,7.13,100
"Robert Thomas","21-22","STL","C",72,145.43,85.3,76.43,78.56,81.53,85.03,23.21,4,119.92,36.98,162.34,44.31,213.37,48.33,16.47,2.9,19.21,82.94,118.03,165.04,13.57,19.35,89.18
"Robin Salo","21-22","NYI","D",21,30.88,100,82.2,81.91,84.9,85.1,2.85,0,26.41,5.72,31.56,6.97,39.2,6.97,3.77,0.66,2.85,20.69,24.59,32.23,3.11,10.79,100
"Roman Josi","19-20","NSH","D",68,222,85.28,87.91,89.12,90.53,94.18,27.74,4.79,242.56,33.35,321.76,39.3,434.03,45.41,31.09,1.92,22.95,209.21,282.46,388.62,29.17,11.44,85.64
"Roman Josi","20-21","NSH","D",46,143.37,91.52,83.67,85.12,87.2,89.1,20.08,1.86,137.81,26.9,176.7,30.89,238.99,35.08,15.21,1.86,18.22,110.91,145.81,203.91,13.35,14.57,93.09
"Roman Josi","21-22","NSH","D",79,269.03,94.09,82.3,85.14,86.63,87.34,52.56,3.3,271.12,58.29,381.44,66.58,502.92,77.6,35.12,5.09,49.26,212.83,314.86,425.32,30.03,19.39,94.34
"Roope Hintz","19-20","DAL","L",56,116.95,100,86.18,89.28,90.45,93.8,15.54,0,109.22,17.51,155,18.62,214.31,22.63,14.07,0.93,15.54,91.71,136.38,191.68,13.14,14.23,100
"Roope Hintz","20-21","DAL","L",40,112.72,96.16,84.16,86.79,88.09,94.95,23.32,0.93,105.84,19.92,159.47,24.27,194.12,26.25,16.16,0.86,22.39,85.92,135.2,167.87,15.3,22.03,95.33
"Roope Hintz","21-22","DAL","C/L",78,200.47,93.58,80.41,82.73,85.6,87.87,32.96,2.26,184.38,44.92,263.56,55.02,357.37,60.14,28.62,3.95,30.7,139.46,208.54,297.23,24.67,17.88,94.97
"Ross Colton","20-21","T.B","C",30,21.17,0,78.91,82.6,81.86,78.85,0,0.99,11.3,3.02,14.24,3,18.59,4.12,1.23,0.33,-0.99,8.28,11.24,14.47,0.9,0,67.22
"Ross Colton","21-22","T.B","C",79,110.9,82.18,83.84,81.82,81.49,81.58,4.98,1.08,79.31,15.29,108.31,24.06,128.24,29.13,9.48,2.14,3.9,64.02,84.25,99.11,7.34,6.28,92.94
"Rudolfs Balcers","19-20","OTT","L",15,25.33,100,85.99,89.31,91.73,96.69,1.87,0,20.37,3.32,27.65,3.31,37.03,3.34,2.34,0.08,1.87,17.05,24.34,33.69,2.26,9.18,100
"Rudolfs Balcers","20-21","S.J","L",38,48.68,76.57,86.46,89.93,90.2,96.14,3.53,1.08,41.57,6.51,58.41,6.54,80.11,8.7,6.22,0.25,2.45,35.06,51.87,71.41,5.97,8.49,83.41
"Ryan Carpenter","20-21","CHI","C",40,39.53,85.07,67.29,71.97,76.97,67.27,5.3,0.93,22.11,10.75,30.65,11.94,40.1,12,2.61,1.27,4.37,11.36,18.71,28.1,1.34,23.97,91.35
"Ryan Carpenter","21-22","CGY/CHI","C",67,24.2,100,90.69,92.42,94.33,98.58,2.07,0,19.28,1.98,23.91,1.96,32.96,1.98,2.09,0.03,2.07,17.3,21.95,30.98,2.06,10.74,100
"Ryan Donato","19-20","MIN","C",61,45.55,100,89.8,92.49,93.88,95.68,4,0,45.62,5.18,63.51,5.16,79.75,5.2,4.65,0.21,4,40.44,58.35,74.55,4.44,8.77,100
"Ryan Donato","20-21","S.J","C",47,85.08,85.9,83.34,86.71,87.74,93.82,12.61,2.07,79.81,15.96,109.78,16.82,144.8,20.23,12.15,0.8,10.54,63.85,92.96,124.57,11.35,15.8,87.03
"Ryan Donato","21-22","SEA","C",71,130.73,67.3,84.27,84.11,85.76,90.18,6.69,3.25,109.84,20.5,146.62,27.69,198.52,32.97,13.32,1.45,3.44,89.34,118.93,165.55,11.87,6.09,84.15
"Ryan Dzingel","19-20","CAR","C",63,139.78,95.32,89.46,89.89,91.5,93.2,22.01,1.08,120.51,14.2,164.94,18.55,221.13,20.55,18.23,1.33,20.93,106.31,146.39,200.58,16.9,18.26,92.39
"Ryan Dzingel","20-21","CAR/OTT","C",40,69.4,100,83.44,83.65,86.14,87.4,5.06,0,53.15,10.55,70.63,13.81,100.08,16.1,5.55,0.8,5.06,42.6,56.82,83.98,4.75,9.52,100
"Ryan Dzingel","21-22","ARI/S.J","C",31,21.07,0,85.85,74.74,77.3,84.07,0,0,14.87,2.45,20.06,6.78,23.12,6.79,1.53,0.29,0,12.42,13.28,16.33,1.24,0,100
"Ryan Ellis","19-20","NSH","D",49,105.68,78.23,84.84,84.61,85.05,87.52,10.78,3,94.95,16.97,121.51,22.11,161.47,28.38,11.85,1.69,7.78,77.98,99.4,133.09,10.16,11.35,82.32
"Ryan Ellis","20-21","NSH","D",34,74.6,100,92.17,91.58,90.85,95.54,4.09,0,58.26,4.95,75.03,6.9,102.38,10.31,7.07,0.33,4.09,53.31,68.13,92.07,6.74,7.02,100
"Ryan Getzlaf","19-20","ANA","C",68,164.8,82.68,82.22,83.95,86.63,86.39,14.51,3.04,151.44,32.74,188.16,35.98,246.47,38.05,16.82,2.65,11.47,118.7,152.18,208.42,14.17,9.58,90.71
"Ryan Getzlaf","20-21","ANA","C",47,88.08,86.55,83.01,83.59,86.93,91.61,6.37,0.99,60.01,12.28,91.72,18.01,125.88,18.93,9.28,0.85,5.38,47.73,73.71,106.95,8.43,10.61,91.94
"Ryan Getzlaf","21-22","ANA","C",55,144.27,100,80.43,83.54,86.93,90.45,15.44,0,103.54,25.19,164.38,32.38,222.29,33.41,15.81,1.67,15.44,78.35,132,188.88,14.14,14.91,100
"Ryan Hartman","20-21","MIN","R",49,56.43,100,74.95,75.16,79.48,83.83,8.72,0,35.46,11.85,54.26,17.93,69.48,17.94,3.63,0.7,8.72,23.61,36.33,51.54,2.93,24.59,100
"Ryan Hartman","21-22","MIN","R",80,189.07,82.34,80.23,83.36,84.13,88.99,18.97,4.07,174.28,42.94,250.28,49.95,325.41,61.38,23.85,2.95,14.9,131.34,200.33,264.03,20.9,10.88,90.52
"Ryan Johansen","19-20","NSH","C",67,181.03,84.69,87.45,88.83,89.43,92.1,21.35,3.86,188.9,27.11,253.68,31.91,341.23,40.31,23.89,2.05,17.49,161.79,221.77,300.92,21.84,11.3,85.76
"Ryan Johansen","20-21","NSH","C",47,131.12,95.32,85.01,85.61,88.17,88.09,20.15,0.99,135.02,23.8,177.98,29.92,245.49,32.95,15.24,2.06,19.16,111.22,148.06,212.54,13.18,14.92,95.84
"Ryan Johansen","21-22","NSH","C",78,238.58,93.62,83.63,85.81,87.2,88.41,48.45,3.3,251.25,49.18,347.35,57.45,460.93,67.64,32.5,4.26,45.15,202.07,289.9,393.29,28.24,19.28,93.29
"Ryan McDonagh","21-22","T.B","D",71,27.33,100,79.97,78.36,77.04,82.78,1.18,0,23.56,5.9,28.86,7.97,34.03,10.14,2.5,0.52,1.18,17.66,20.89,23.89,1.98,5.01,100
"Ryan McLeod","21-22","EDM","C",70,54.95,69.13,83.25,86.23,86.42,84.56,4.59,2.05,47.06,9.47,65.77,10.5,80.3,12.62,6.57,1.2,2.54,37.59,55.27,67.68,5.37,9.75,78.35
"Ryan Merkley","21-22","S.J","D",37,54.02,59.88,70.61,70.32,74.37,75.91,3,2.01,43.29,18.02,47.38,20,61.21,21.1,4.19,1.33,0.99,25.27,27.38,40.11,2.86,6.93,88.85
"Ryan Murray","19-20","CBJ","D",27,23.77,65.93,84.37,87.67,83.45,77.62,1.8,0.93,19.6,3.63,25.74,3.62,27.78,5.51,2.15,0.62,0.87,15.97,22.12,22.27,1.53,9.18,74.38
"Ryan Nugent-Hopkins","19-20","EDM","C",64,241.93,88.73,83.13,85.81,87.31,89.84,47.17,5.99,235.64,47.83,324,53.56,436.44,63.43,35.9,4.06,41.18,187.81,270.44,373.01,31.84,20.02,87.48
"Ryan Nugent-Hopkins","20-21","EDM","C",50,214.63,90.88,86.93,88.67,89.34,92.17,42.83,4.3,234.68,35.27,307.98,39.35,399.85,47.7,32.85,2.79,38.53,199.41,268.63,352.15,30.06,18.25,87.81
"Ryan Nugent-Hopkins","21-22","EDM","C",63,217.2,89.58,88.54,89.33,90.42,92.16,42.92,4.99,256.76,33.23,340.24,40.62,420.44,44.53,38.67,3.29,37.93,223.53,299.62,375.91,35.38,16.72,84.98
"Ryan O'Reilly","19-20","STL","C",70,206.3,94.41,81.92,84.53,87.42,85.73,32.75,1.94,208.99,46.13,284.23,52.01,369.25,53.14,27.03,4.5,30.81,162.86,232.22,316.11,22.53,15.67,95.79
"Ryan O'Reilly","20-21","STL","C",55,146.72,96.41,90.68,88.03,89.23,90.86,26.59,0.99,161.13,16.56,208.43,28.33,278.1,33.56,18.98,1.91,25.6,144.57,180.1,244.54,17.07,16.5,94.02
"Ryan O'Reilly","21-22","STL","C",78,200.05,97.33,84.75,85.42,86.39,90.34,36.15,0.99,221.14,39.78,284.33,48.54,352.96,55.61,28.72,3.07,35.16,181.36,235.79,297.35,25.65,16.35,97.51
"Ryan Poehling","21-22","MTL","C",56,77.37,44.62,68.79,71.2,74.14,74.14,5.1,6.33,52.27,23.71,66.06,26.72,83.45,29.11,6.48,2.26,-1.23,28.56,39.34,54.34,4.22,9.76,73.3
"Ryan Pulock","19-20","NYI","D",65,119.92,88.1,82.37,84.13,85.51,85.91,14.36,1.94,107.51,23.01,138.45,26.11,183.04,31.02,14.14,2.32,12.42,84.5,112.34,152.02,11.82,13.36,91.57
"Ryan Pulock","20-21","NYI","D",56,104.93,100,83.09,85.31,85.29,91.08,5.3,0,79.66,16.21,111.12,19.13,145.91,25.16,10.11,0.99,5.3,63.45,91.99,120.75,9.12,6.65,100
"Ryan Pulock","21-22","NYI","D",55,78.03,92.71,85.54,87.4,87.87,93.16,11.82,0.93,71,12,90.49,13.04,122.64,16.93,9.53,0.7,10.89,59,77.45,105.71,8.83,16.65,92.25
"Ryan Strome","19-20","NYR","C",69,199.13,87.04,83.27,85.55,87.35,88.92,27.26,4.06,183.92,36.96,254.95,43.05,327.06,47.37,25.67,3.2,23.2,146.96,211.9,279.69,22.47,14.82,89.02
"Ryan Strome","20-21","NYR","C",53,173.6,93.65,87.68,89.61,90.69,95.23,29.48,2,176.53,24.8,269.91,31.28,344.42,35.34,27.35,1.37,27.48,151.73,238.63,309.08,25.98,16.7,91.94
"Ryan Strome","21-22","NYR","C",73,204.85,97.86,87.48,88.13,88.62,92.71,42.43,0.93,222.38,31.82,330.35,44.48,410.1,52.66,34.59,2.72,41.5,190.56,285.87,357.44,31.87,19.08,97.08
"Ryan Suter","19-20","MIN","D",67,199.78,87.58,79.54,83.57,85.07,91,30.53,4.33,164.87,42.41,229.37,45.1,296.1,51.95,20.43,2.02,26.2,122.46,184.27,244.15,18.41,18.52,89.79
"Ryan Suter","20-21","MIN","D",54,133.08,100,83.75,85.5,86.56,91.27,11.78,0,97.53,18.93,152.18,25.8,191.34,29.72,12.12,1.16,11.78,78.6,126.38,161.62,10.96,12.08,100
"Ryan Suter","21-22","DAL","D",80,172.18,90.34,80.27,82.28,85.05,93.61,18.8,2.01,158.85,39.05,205.21,44.2,256.97,45.16,22.28,1.52,16.79,119.8,161.01,211.81,20.76,11.84,94.85
"Sam Bennett","19-20","CGY","C",51,39.48,66.1,81.52,85.07,88.59,83.71,1.93,0.99,33.39,7.57,43.13,7.57,59,7.6,4.06,0.79,0.94,25.82,35.56,51.4,3.27,5.78,86.92
"Sam Bennett","20-21","CGY/FLA","C",47,54.42,85.77,73.2,75.98,79.3,81.18,6.09,1.01,46.24,16.93,59.82,18.91,76.39,19.94,4.96,1.15,5.08,29.31,40.91,56.45,3.81,13.17,94.03
"Sam Bennett","21-22","FLA","C",71,155.55,88.38,81.05,82.67,85.84,86.55,14.75,1.94,135.23,31.62,180.06,37.74,253.3,41.8,19.05,2.96,12.81,103.61,142.32,211.5,16.09,10.91,93.86
"Sam Gagner","19-20","DET/EDM","C",42,44.34,79.78,82.48,85.75,88.25,79.86,3.67,0.93,28.76,6.11,42.74,7.1,61.11,8.14,3.33,0.84,2.74,22.65,35.64,52.97,2.49,12.76,84.78
"Sam Gagner","20-21","DET","C",41,85.15,77.36,71.78,77.2,79.33,78.73,6.39,1.87,60.21,23.67,83.38,24.62,109.54,28.54,7.66,2.07,4.52,36.54,58.76,81,5.59,10.61,92.1
