"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Derick Brassard","21-22","EDM/PHI","C",46,68.55,100,84.51,86,88.11,91.21,2.81,0,57.56,10.55,77.43,12.6,101.06,13.64,7.68,0.74,2.81,47.01,64.83,87.42,6.94,4.88,100
"Devin Shore","19-20","ANA/CBJ","C",44,21.45,100,76.14,81.3,84.73,84.25,1.94,0,19.66,6.16,26.6,6.12,34.35,6.19,2.46,0.46,1.94,13.5,20.48,28.16,2,9.87,100
"Devon Toews","19-20","NYI","D",65,152.98,83.3,90.81,91.42,91.59,92.23,11.27,2.26,135.61,13.72,177.21,16.63,252.47,23.17,17.21,1.45,9.01,121.89,160.58,229.3,15.76,8.31,83.53
"Devon Toews","20-21","COL","D",53,90.97,87.1,92.29,92.67,92.87,97.06,7.97,1.18,64.51,5.39,93.6,7.4,134.8,10.35,7.92,0.24,6.79,59.12,86.2,124.45,7.68,12.35,78.11
"Devon Toews","21-22","COL","D",65,114.4,89.05,78.32,81.54,84.2,90.78,17.81,2.19,85.34,23.63,116.97,26.48,161.07,30.23,12.01,1.22,15.62,61.71,90.49,130.84,10.79,20.87,90.73
"Dillon Dube","19-20","CGY","C",44,23.33,69.85,72.92,71.46,75.45,81.48,4.31,1.86,17.45,6.48,21.66,8.65,26.65,8.67,2.86,0.65,2.45,10.97,13.01,17.98,2.21,24.7,71.3
"Dillon Dube","20-21","CGY","C",50,60.52,65.4,75.15,79.45,83.84,71.32,3.8,2.01,42.34,14,64.81,16.76,87.25,16.82,4.8,1.93,1.79,28.34,48.05,70.43,2.87,8.97,85.64
"Dillon Dube","21-22","CGY","C",75,67.22,100,81.06,84.42,85.53,88.93,8.44,0,57.82,13.51,88.66,16.36,107.25,18.14,7.63,0.95,8.44,44.31,72.3,89.11,6.68,14.6,100
"Dmitry Orlov","19-20","WSH","D",68,96.27,70.34,72,77.01,80.68,75.42,9.32,3.93,69.31,26.95,96.96,28.94,125.13,29.96,8.5,2.77,5.39,42.36,68.02,95.17,5.73,13.45,85.42
"Dmitry Orlov","20-21","WSH","D",50,35.23,100,86.24,86.62,86.76,93.92,3.19,0,31.89,5.09,40.79,6.3,49.6,7.57,3.09,0.2,3.19,26.8,34.49,42.03,2.89,10,100
"Dmitry Orlov","21-22","WSH","D",74,73.03,66.46,75.59,74.74,79.02,85.19,4.34,2.19,51.29,16.56,66.38,22.44,92.66,24.6,5.75,1,2.15,34.73,43.94,68.06,4.75,8.46,86.78
"Dominik Kahun","19-20","BUF/PIT","C",55,57.35,100,81.88,80.53,83.61,82.37,4.05,0,40.84,9.04,59.48,14.38,85.71,16.8,5.28,1.13,4.05,31.8,45.1,68.91,4.15,9.92,100
"Dominik Kubalik","19-20","CHI","L",67,132.07,92.07,82.98,85.59,88.31,92.47,11.5,0.99,113.63,23.31,151.8,25.56,201.91,26.72,13.14,1.07,10.51,90.32,126.24,175.19,12.07,10.12,95.75
"Dominik Kubalik","20-21","CHI","L",56,137.07,89.68,83.76,85.74,86.98,88.71,16.85,1.94,121.19,23.5,154.84,25.75,214.99,32.18,15.48,1.97,14.91,97.69,129.09,182.81,13.51,13.9,91.74
"Dominik Kubalik","21-22","CHI","L",78,124.03,80.64,77.98,79.11,82.99,89.25,12.66,3.04,99.86,28.2,126.99,33.53,178.51,36.58,13.28,1.6,9.62,71.66,93.46,141.93,11.68,12.68,89.22
"Dominik Simon","19-20","PIT","C",63,31.03,100,70.75,75.45,75.72,79.18,1.01,0,18.02,7.45,26.03,8.47,39.32,12.61,2.7,0.71,1.01,10.57,17.56,26.71,1.99,5.6,100
"Dominik Simon","21-22","ANA/PIT","C",70,29.13,100,82.4,84.02,87.31,82.63,1.01,0,18.4,3.93,25.5,4.85,33.17,4.82,1.95,0.41,1.01,14.47,20.65,28.35,1.54,5.49,100
"Dougie Hamilton","19-20","CAR","D",47,144.82,95.63,90.99,90.82,91.87,96.84,23.66,1.08,170.34,16.86,220.33,22.28,286.38,25.34,23.91,0.78,22.58,153.48,198.05,261.04,23.13,13.89,93.59
"Dougie Hamilton","20-21","CAR","D",55,165.75,90.94,86.82,87.36,89.37,86.31,29.62,2.95,165.59,25.13,240.16,34.75,344.3,40.94,24.4,3.87,26.67,140.46,205.41,303.36,20.53,17.89,88.26
"Dougie Hamilton","21-22","N.J","D",62,151.17,51.57,76.46,79.95,83.91,78.36,9.99,9.38,112.13,34.52,166.24,41.69,230.18,44.14,14.05,3.88,0.61,77.61,124.55,186.04,10.17,8.91,72.83
"Drake Batherson","19-20","OTT","C",23,51.08,86.7,76.78,82.29,83.8,89.81,7.69,1.18,43.41,13.13,66.2,14.25,85.03,16.44,6.17,0.7,6.51,30.28,51.95,68.59,5.47,17.71,91.01
"Drake Batherson","20-21","OTT","C",56,178.4,81.99,81.99,81.79,83.65,87.56,16.16,3.55,154.58,33.95,201.45,44.86,244.33,47.75,20.69,2.94,12.61,120.63,156.59,196.58,17.75,10.45,89.54
"Drake Batherson","21-22","OTT","C/R",46,150.45,96.49,85.28,86.58,86.59,91.71,25.57,0.93,149.93,25.87,210.3,32.6,264.19,40.92,24.44,2.21,24.64,124.06,177.7,223.27,22.23,17.05,96.41
"Drew Doughty","19-20","L.A","D",65,208.68,100,84.25,86.19,88.26,90.25,22.56,0,202.95,37.95,281.8,45.14,361.38,48.05,24.91,2.69,22.56,165,236.66,313.33,22.22,11.12,100
"Drew Doughty","20-21","L.A","D",56,181.75,96.41,81.55,85.6,88.84,90.3,26.61,0.99,172.27,38.98,242.51,40.81,332.74,41.78,23.37,2.51,25.62,133.29,201.7,290.96,20.86,15.45,97.46
"Drew Doughty","21-22","L.A","D",39,122.2,83.07,86.97,89.73,91.23,91.2,14.43,2.94,114.22,17.11,166.56,19.06,219.93,21.13,14.93,1.44,11.49,97.11,147.5,198.8,13.49,12.63,82.82
"Duncan Keith","19-20","CHI","D",60,137.97,94.61,81.02,83.46,86.54,91.3,15.28,0.87,116.9,27.39,152.35,30.19,207.59,32.28,13.54,1.29,14.41,89.51,122.16,175.31,12.25,13.07,96.82
"Duncan Keith","20-21","CHI","D",54,133.23,93.82,78.95,80.46,82.93,85.47,14.13,0.93,107.58,28.68,131.82,32.02,176.96,36.43,12.18,2.07,13.2,78.9,99.8,140.53,10.11,13.13,96.76
"Duncan Keith","21-22","EDM","D",63,39.48,100,82.16,84.31,84.09,80.27,2.73,0,34.92,7.58,46.32,8.62,56.7,10.73,4.15,1.02,2.73,27.34,37.7,45.97,3.13,7.82,100
"Dustin Brown","19-20","L.A","L",64,163.7,100,81.66,84.45,87.45,87.19,17.6,0,160.33,36.02,222.01,40.88,284.95,40.88,18.72,2.75,17.6,124.31,181.13,244.07,15.97,10.98,100
"Dustin Brown","20-21","L.A","L",49,144.4,92.99,82.53,86.18,89.34,89.88,26.54,2,148.46,31.42,207.47,33.28,279.53,33.36,20.15,2.27,24.54,117.04,174.19,246.17,17.88,17.88,93.63
"Dustin Brown","21-22","L.A","L/R",64,134.18,82.25,89.54,89.31,90.35,90.13,13.9,3,137.12,16.01,177.69,21.26,236.35,25.25,17.98,1.97,10.9,121.11,156.43,211.1,16.01,10.14,81.26
"Dylan Coghlan","21-22","VGK","D",57,61.07,78.21,74.85,79.6,80.57,82.15,6.21,1.73,54.16,18.2,74.27,19.03,98.7,23.8,7.04,1.53,4.48,35.96,55.24,74.9,5.51,11.47,90.49
"Dylan Cozens","20-21","BUF","C",40,68.07,100,78.15,79.95,82.47,80.23,4.74,0,49.69,13.89,59.41,14.9,76.36,16.23,4.91,1.21,4.74,35.8,44.51,60.13,3.7,9.54,100
"Dylan Cozens","21-22","BUF","C",78,148.93,90.96,85.07,85.8,86.58,87.17,22.75,2.26,125.58,22.04,159.59,26.42,198.85,30.81,12.03,1.77,20.49,103.54,133.17,168.04,10.26,18.12,89.75
"Dylan Demelo","19-20","OTT/WPG","D",57,45.57,75.43,72.81,78.15,82.13,87.14,3.04,0.99,33.56,12.53,48.57,13.58,70.77,15.4,4.27,0.63,2.05,21.03,34.99,55.37,3.64,9.06,92.1
"Dylan Gambrell","19-20","S.J","C",49,32.55,73.46,77.99,81.57,86.51,92.53,2.74,0.99,18.57,5.24,28.63,6.47,41.62,6.49,2.23,0.18,1.75,13.33,22.16,35.13,2.05,14.75,81.11
"Dylan Larkin","19-20","DET","C",68,219.05,70.62,76.27,79.86,82.16,79.51,20.07,8.35,159.72,49.69,226.32,57.06,296.01,64.29,21.53,5.55,11.72,110.03,169.26,231.72,15.98,12.57,83.2
"Dylan Larkin","20-21","DET","C",43,118.73,90.21,79.66,82.31,86.85,85.03,9.95,1.08,88.24,22.53,119.3,25.64,176.88,26.79,11.36,2,8.87,65.71,93.66,150.09,9.36,11.28,95.21
"Dylan Larkin","21-22","DET","C",69,200.07,84.31,80.67,84.03,85.87,89.18,24.39,4.54,177.37,42.49,240.66,45.74,311.2,51.2,25.54,3.1,19.85,134.88,194.92,260,22.44,13.75,89.32
"Dylan Strome","19-20","CHI","C",57,149.12,72.54,76.25,79.08,82.87,83.71,13.55,5.13,116.95,36.42,156.48,41.4,215.91,44.64,14.54,2.83,8.42,80.53,115.08,171.27,11.71,11.59,85.91
"Dylan Strome","20-21","CHI","C",40,122.67,86.91,75.98,79.63,83.21,87.71,13.81,2.08,97.15,30.71,124.12,31.76,177.28,35.76,13.77,1.93,11.73,66.44,92.36,141.52,11.84,14.22,93.23
"Dylan Strome","21-22","CHI","C",69,185.42,89.34,84.63,85.55,86.54,89.13,24.97,2.98,170.53,30.96,217.72,36.78,287.88,44.76,20.67,2.52,21.99,139.57,180.94,243.12,18.15,14.64,90.37
"Eeli Tolvanen","20-21","NSH","R",38,93.55,94.86,80.65,80.57,85.18,85.92,16.05,0.87,84.48,20.27,112.2,27.05,160.73,27.96,9.03,1.48,15.18,64.21,85.15,132.77,7.55,19,95.71
"Eeli Tolvanen","21-22","NSH","R",74,135.07,89.85,88.31,89.4,90.31,92.79,17.09,1.93,139.66,18.48,179.85,21.33,230.26,24.71,15.84,1.23,15.16,121.18,158.52,205.55,14.61,12.24,89.56
"Elias Lindholm","19-20","CGY","C",68,191.7,86.84,84.31,85.99,86.45,89.45,25.4,3.85,181.06,33.7,251.89,41.04,318.94,50,23.66,2.79,21.55,147.36,210.85,268.94,20.87,14.03,88.58
"Elias Lindholm","20-21","CGY","C",55,173.27,92.84,82.62,82.96,83.77,88.02,24.12,1.86,167.77,35.3,226.81,46.59,282.12,54.67,20.65,2.81,22.26,132.47,180.22,227.45,17.84,14.38,94.73
"Elias Lindholm","21-22","CGY","C",78,235.25,97.4,87.63,88.59,89.59,93.56,37.09,0.99,285.08,40.23,386.95,49.86,504.48,58.59,38.94,2.68,36.1,244.85,337.09,445.89,36.26,13.01,97.54
"Elias Pettersson","19-20","VAN","C",67,263.25,93.17,87.07,89.4,90.33,89.34,38.36,2.81,250.05,37.12,350.45,41.56,466.16,49.91,31.02,3.7,35.55,212.93,308.89,416.25,27.32,15.34,92.43
"Elias Pettersson","20-21","VAN","C",26,111.22,91.55,85.51,88.96,90.88,87.9,11.7,1.08,89.02,15.08,147.62,18.32,204.87,20.56,11.99,1.65,10.62,73.94,129.3,184.31,10.34,13.14,92.84
"Elias Pettersson","21-22","VAN","C",79,250.75,89.92,83.82,86.8,89.36,91.67,45.48,5.1,261.92,50.56,366.8,55.76,495.28,58.95,37.85,3.44,40.38,211.36,311.04,436.33,34.41,17.36,89.91
"Emil Bemstrom","19-20","CBJ","C",56,75.48,90.89,86.89,87.98,86.89,84.95,10.77,1.08,70.31,10.61,86.7,11.84,104.61,15.78,7.34,1.3,9.69,59.7,74.86,88.83,6.04,15.32,89.82
"Emil Bemstrom","21-22","CBJ","C",41,44.77,100,87.44,85.77,87.88,84.97,1.01,0,35.24,5.06,48.4,8.03,65.19,8.99,3.9,0.69,1.01,30.18,40.37,56.2,3.21,2.87,100
"Eric Staal","19-20","MIN","C",64,176.55,87.04,83.9,86.27,87.63,91,22.43,3.34,153.22,29.4,204.67,32.58,266.61,37.63,17.18,1.7,19.09,123.82,172.09,228.98,15.48,14.64,88.64
"Eric Staal","20-21","BUF/MTL","C",52,71.79,100,84.92,87.82,87.54,88.22,5.74,0,51.69,9.18,66.34,9.2,86.1,12.25,6.89,0.92,5.74,42.51,57.14,73.85,5.97,11.1,100
"Erik Brannstrom","19-20","OTT","D",30,45.55,58.4,77.39,80.24,82.74,84.68,3.06,2.18,29.64,8.66,43.66,10.75,65.39,13.64,4.31,0.78,0.88,20.98,32.91,51.75,3.53,10.32,74.83
"Erik Brannstrom","20-21","OTT","D",30,53.95,100,87.31,86.68,89.48,92.02,4.05,0,48.63,7.07,59.24,9.1,77.58,9.12,5.88,0.51,4.05,41.56,50.14,68.46,5.37,8.33,100
"Erik Brannstrom","21-22","OTT","D",52,112.55,92.91,81.1,84.87,85.92,92.29,12.98,0.99,103.33,24.08,140.58,25.07,179.05,29.35,18.07,1.51,11.99,79.25,115.51,149.7,16.56,12.56,95.89
"Erik Gustafsson (D)","19-20","CGY/CHI","D",64,175.63,72.82,82.63,84.36,87.05,86.49,16.05,5.99,168.33,35.39,228.59,42.37,300.69,44.73,23.23,3.63,10.06,132.94,186.22,255.96,19.6,9.53,83.07
"Erik Gustafsson (D)","20-21","MTL/PHI","D",29,66.18,84.82,71.8,77.53,83.08,72.84,5.53,0.99,38.88,15.27,59.59,17.27,89.48,18.22,4.88,1.82,4.54,23.61,42.32,71.26,3.06,14.22,93.52
"Erik Gustafsson (D)","21-22","CHI","D",59,114.88,74.19,77.65,79.07,82.38,85.17,8.74,3.04,99.32,28.58,131.98,34.93,172.05,36.8,11.89,2.07,5.7,70.74,97.05,135.25,9.82,8.8,89.36
"Erik Haula","19-20","CAR/FLA","L",48,107.95,100,92.92,92.4,94.17,98.92,15.85,0,108.45,8.26,143.72,11.82,191.06,11.82,16.48,0.18,15.85,100.19,131.9,179.24,16.3,14.62,100
"Erik Haula","20-21","NSH","L",49,74.02,71.57,83.95,85.92,86.23,91.68,2.19,0.87,54.91,10.5,75.1,12.31,98.06,15.66,6.94,0.63,1.32,44.41,62.79,82.4,6.31,3.99,91.71
"Erik Haula","21-22","BOS","L",77,74.78,100,77.16,80.78,84.6,91.67,6.23,0,66.39,19.65,90.49,21.53,128.35,23.36,7.15,0.65,6.23,46.74,68.96,104.99,6.5,9.38,100
"Erik Johnson","19-20","COL","D",59,23.65,0,81.49,77.86,78.41,88.83,0,0,16.25,3.69,22.51,6.4,26.77,7.37,1.83,0.23,0,12.56,16.11,19.4,1.6,0,100
"Erik Karlsson","19-20","S.J","D",55,161.32,83.36,81.62,84.44,87.26,87.37,16.83,3.36,156.93,35.34,209.84,38.68,292.88,42.75,19.57,2.83,13.47,121.59,171.16,250.13,16.74,10.72,90.49
"Erik Karlsson","20-21","S.J","D",50,150.38,92.35,81.68,83.44,84.86,89.12,12.2,1.01,137.59,30.87,185.01,36.73,250.54,44.71,16.79,2.05,11.19,106.72,148.28,205.83,14.74,8.87,96.73
"Erik Karlsson","21-22","S.J","D",48,139.68,79.28,75.92,80.97,84.08,85.75,15.99,4.18,118.57,37.6,177.48,41.7,238,45.06,16.61,2.76,11.81,80.97,135.78,192.94,13.85,13.49,88.88
"Esa Lindell","19-20","DAL","D",65,76.12,100,84.42,85.08,86.89,95.37,11.88,0,63.76,11.77,89.77,15.74,117.93,17.8,8.23,0.4,11.88,51.99,74.03,100.13,7.83,18.63,100
"Esa Lindell","20-21","DAL","D",54,65.75,80.89,81.79,81.3,82.63,89.74,4.19,0.99,48.78,10.86,62.48,14.37,83.79,17.61,5.51,0.63,3.2,37.92,48.11,66.18,4.88,8.59,90.88
"Esa Lindell","21-22","DAL","D",74,34.12,100,77.47,83.02,85.19,94.38,3.94,0,30.91,8.99,43.82,8.96,51.83,9.01,4.87,0.29,3.94,21.92,34.86,42.82,4.58,12.75,100
"Ethan Bear","19-20","EDM","D",70,53.38,82.97,77.53,80.25,84.35,86.81,4.92,1.01,28.5,8.26,37.55,9.24,60.63,11.25,3.16,0.48,3.91,20.24,28.31,49.38,2.68,17.26,87.77
"Ethan Bear","20-21","EDM","D",41,23.17,100,82.16,84.81,85.79,94.47,0.93,0,15.2,3.3,18.43,3.3,27.41,4.54,1.88,0.11,0.93,11.9,15.13,22.87,1.77,6.12,100
"Ethan Bear","21-22","CAR","D",57,32.95,100,79.85,81.26,81.64,83.51,4.8,0,30.23,7.63,41.98,9.68,43.09,9.69,3.9,0.77,4.8,22.6,32.3,33.4,3.13,15.88,100
"Evan Bouchard","21-22","EDM","D",80,107.62,92.29,89.7,90,90.83,91.44,11.85,0.99,114.74,13.18,154.61,17.18,191.14,19.3,16.78,1.57,10.86,101.56,137.43,171.84,15.21,10.33,92.49
"Evan Rodrigues","19-20","BUF/PIT","C",44,21.53,100,90.19,88.74,90.93,95.31,1.18,0,18.75,2.04,23.71,3.01,29.97,2.99,1.83,0.09,1.18,16.71,20.7,26.98,1.74,6.29,100
"Evan Rodrigues","20-21","PIT","C",34,37.73,80.08,80.66,83.99,82.35,80.98,3.98,0.99,26.11,6.26,32.85,6.26,43.73,9.37,2.64,0.62,2.99,19.85,26.59,34.36,2.02,15.24,84.19
"Evan Rodrigues","21-22","PIT","C",80,155.73,94.91,81.54,83.38,85.55,86.98,17.33,0.93,151.78,34.37,204.02,40.68,263.98,44.58,20.38,3.05,16.4,117.41,163.34,219.4,17.33,11.42,97.29
"Evander Kane","19-20","S.J","L",63,169.37,96.2,86.54,87.27,88.95,88.35,25.08,0.99,183.04,28.46,251.03,36.62,328.35,40.8,24.64,3.25,24.09,154.58,214.41,287.55,21.39,13.7,96.52
"Evander Kane","20-21","S.J","L",53,152.68,87.14,79.62,82.73,84.1,86.91,13.14,1.94,141.5,36.22,186.78,38.98,248.3,46.95,17.46,2.63,11.2,105.28,147.8,201.35,14.83,9.29,94.64
"Evander Kane","21-22","EDM","L",43,104.88,93.88,87.12,87.07,87.69,90.33,13.35,0.87,118.07,17.45,158.19,23.5,196.24,27.55,17.47,1.87,12.48,100.62,134.69,168.69,15.6,11.31,95.01
"Evgeni Malkin","19-20","PIT","C",55,197.68,86.83,83.13,85.32,86.88,91.38,25.77,3.91,190.25,38.6,258.21,44.41,343.39,51.86,26.62,2.51,21.86,151.65,213.8,291.53,24.11,13.55,89.87
"Evgeni Malkin","20-21","PIT","C",32,103.03,95.11,78.09,79.98,82.38,84.44,16.92,0.87,109.8,30.81,137.9,34.51,181.08,38.74,14.38,2.65,16.05,78.99,103.39,142.34,11.73,15.41,97.18
"Evgeni Malkin","21-22","PIT","C",41,149.83,89.93,80.21,82.3,85.01,86.34,26.25,2.94,161.79,39.91,222.05,47.75,287.93,50.77,26.17,4.14,23.31,121.88,174.3,237.16,22.03,16.22,92.63
"Evgeny Dadonov","19-20","FLA","R",69,229.35,90.69,80.15,82.85,86.22,84.76,32.15,3.3,220.18,54.53,310.4,64.24,428.41,68.45,28.36,5.1,28.85,165.65,246.16,359.96,23.26,14.6,93.95
"Evgeny Dadonov","20-21","OTT","R",55,159.55,76.42,79.46,79.51,82.22,85.78,10.47,3.23,118.91,30.73,162.89,41.98,208.95,45.17,16.29,2.7,7.24,88.18,120.91,163.78,13.59,8.8,89.49
"Evgeny Dadonov","21-22","VGK","R",76,183.48,84.22,79.69,81.92,84.05,87.78,16.92,3.17,152.96,38.99,218.29,48.19,285.06,54.11,22.42,3.12,13.75,113.97,170.1,230.95,19.3,11.06,91.87
"Evgeny Kuznetsov","19-20","WSH","C",62,194.68,85.68,81.49,84.55,86.05,88.15,22.38,3.74,168.55,38.28,242.72,44.36,303.79,49.24,24.17,3.25,18.64,130.27,198.36,254.55,20.92,13.28,90.23
"Evgeny Kuznetsov","20-21","WSH","C",40,98.37,85.15,91.45,89.43,90.49,91.71,15.14,2.64,100.71,9.42,136.6,16.14,165.07,17.34,12.17,1.1,12.5,91.29,120.46,147.73,11.07,15.03,71.97
"Evgeny Kuznetsov","21-22","WSH","C",77,287.8,86.17,82.55,83.93,85.73,90.56,39.83,6.39,286.81,60.64,394.83,75.58,501.15,83.42,38,3.96,33.44,226.17,319.25,417.73,34.04,13.89,89.46
"Evgeny Svechnikov","20-21","DET","L",21,28.87,100,63.27,66.08,70.14,69.74,2.08,0,17.86,10.37,22.05,11.32,31.15,13.26,2.42,1.05,2.08,7.49,10.73,17.89,1.37,11.65,100
"Fabian Zetterlund","21-22","N.J","L",14,21.62,0,84.94,88.56,90.08,84.26,0,0.99,18.73,3.32,25.62,3.31,30.33,3.34,1.66,0.31,-0.99,15.41,22.31,26.99,1.35,0,70.18
"Filip Chytil","19-20","NYR","C",59,77.05,88.75,72.06,75.85,77.85,90.17,7.34,0.93,65.46,25.38,85.98,27.37,117.58,33.45,7.89,0.86,6.41,40.08,58.61,84.13,7.03,11.21,96.34
"Filip Chytil","20-21","NYR","C",40,27.67,0,69.61,70.83,73.04,88.07,0,0,9.46,4.13,17.24,7.1,21.75,8.03,1.55,0.21,0,5.33,10.14,13.72,1.34,0,100
"Filip Chytil","21-22","NYR","C",66,71.02,100,77.68,83.57,85.26,88.82,3.74,0,60.94,17.51,89.27,17.55,113.13,19.56,7.63,0.96,3.74,43.43,71.72,93.57,6.67,6.14,100
"Filip Forsberg","19-20","NSH","L",62,175.73,88.38,87.12,88.18,90.05,92.51,24.18,3.18,199.57,29.51,271.08,36.32,356.72,39.43,28.79,2.33,21,170.06,234.76,317.29,26.46,12.12,89.22
"Filip Forsberg","20-21","NSH","L",38,113.87,89.81,86.09,85.81,87.96,89.77,16.4,1.86,116.93,18.9,151.36,25.02,213.69,29.26,13.25,1.51,14.54,98.03,126.34,184.43,11.74,14.03,90.16
"Filip Forsberg","21-22","NSH","L",69,215.28,91.18,83.13,85.17,87.18,86.26,43.71,4.23,216.08,43.85,305.47,53.19,408.94,60.16,28.95,4.61,39.48,172.23,252.28,348.78,24.34,20.23,90.35
"Filip Hronek","19-20","DET","D",62,178.85,72.43,73.75,78.25,80.85,82.37,14.42,5.49,115.88,41.24,173.37,48.18,225.76,53.47,16.21,3.47,8.93,74.64,125.19,172.29,12.74,12.44,86.69
"Filip Hronek","20-21","DET","D",55,138.15,87.48,78.07,81.41,85.45,83.91,14.05,2.01,87.29,24.52,119.63,27.31,178.37,30.37,11.16,2.14,12.04,62.77,92.32,148,9.02,16.1,91.8
"Filip Hronek","21-22","DET","D",76,145.3,77.47,79.51,82.98,84.88,88.42,10.83,3.15,103,26.55,151.82,31.14,193,34.37,15.42,2.02,7.68,76.45,120.68,158.63,13.4,10.51,88.14
"Filip Zadina","19-20","DET","R",26,68.77,70.96,77.19,80.32,83.64,76.92,9.92,4.06,52.66,15.56,76.42,18.73,106.44,20.82,8.1,2.43,5.86,37.1,57.69,85.62,5.67,18.84,73.91
"Filip Zadina","20-21","DET","R",48,103.75,89.56,76.74,79.9,85.73,82.32,9.26,1.08,66.19,20.06,87.11,21.92,137.95,22.96,8.52,1.83,8.18,46.13,65.19,114.99,6.69,13.99,94.62
"Filip Zadina","21-22","DET","R",72,135.5,69.91,74.8,77.18,79.6,83.22,9.62,4.14,94.78,31.93,134.24,39.69,164.4,42.12,14.13,2.85,5.48,62.85,94.55,122.28,11.28,10.15,87.03
"Frank Vatrano","19-20","FLA","C",69,102.02,85.95,84.83,85.15,84.98,96.2,5.32,0.87,79.41,14.2,99.42,17.34,127.6,22.55,9.11,0.36,4.45,65.21,82.08,105.05,8.75,6.7,93.87
"Frank Vatrano","20-21","FLA","C",56,87.63,100,77.68,81.3,82.78,89.49,8.1,0,68.89,19.8,90.71,20.87,110.8,23.05,8.77,1.03,8.1,49.09,69.84,87.75,7.74,11.76,100
"Frank Vatrano","21-22","FLA/NYR","C",71,58.12,56.89,71.94,80.33,82.14,74.01,3.8,2.88,32.15,12.54,51.21,12.54,66.95,14.56,4.13,1.45,0.92,19.61,38.67,52.39,2.68,11.82,77.03
"Frans Nielsen","19-20","DET","C",57,61.57,100,77.06,83.07,83.77,96.75,3.11,0,30.27,9.01,48.48,9.88,67.29,13.04,4.46,0.15,3.11,21.26,38.6,54.25,4.31,10.27,100
"Frederick Gaudreau","21-22","MIN","C",74,129.93,78.17,75.68,79.23,82.11,79.18,7.7,2.15,106.67,34.27,147.68,38.72,207.46,45.2,13.01,3.42,5.55,72.4,108.96,162.26,9.59,7.22,93.73
"Gabriel Landeskog","19-20","COL","L",54,203.75,90.79,85.24,87.31,88.9,92.84,27.42,2.78,177.7,30.78,261.24,37.97,359.72,44.92,26.19,2.02,24.64,146.92,223.27,314.8,24.17,15.43,90.97
"Gabriel Landeskog","20-21","COL","L",54,222.95,97.35,90.35,91.11,92.28,94.99,37.08,1.01,285.52,30.51,371.59,36.28,470.92,39.4,39.64,2.09,36.07,255.01,335.31,431.52,37.55,12.99,96.69
"Gabriel Landeskog","21-22","COL","L",51,200.85,94.6,89.7,90.64,90.63,93.84,35.9,2.05,249.82,28.7,341.06,35.24,431.59,44.63,34.9,2.29,33.85,221.12,305.82,386.96,32.61,14.37,92.86
"Gabriel Vilardi","20-21","L.A","C",54,102.63,75,73.72,77.65,82.09,89.51,6,2,69.84,24.9,96.37,27.74,131.78,28.76,10.5,1.23,4,44.94,68.63,103.02,9.27,8.59,91.97
"Gabriel Vilardi","21-22","L.A","C",25,45.13,76.65,80.1,82.49,85.05,84.17,3.25,0.99,46.06,11.44,58.73,12.47,71.17,12.51,5.21,0.98,2.26,34.62,46.26,58.66,4.23,7.06,91.35
"Gaetan Haas","19-20","EDM","C",57,20.65,100,75.14,76.58,84.04,79.59,0.87,0,9.49,3.14,10.33,3.16,16.54,3.14,0.78,0.2,0.87,6.35,7.17,13.4,0.58,9.17,100
"Gerald Mayhew","21-22","ANA/PHI","C",39,37.36,100,81.48,87.21,86.17,94.1,3.95,0,31.76,7.22,49.32,7.23,60.81,9.76,4.94,0.31,3.95,24.54,42.09,51.05,4.63,12.44,100
"Givani Smith","19-20","DET","R",20,27.03,100,82.44,83.43,88.56,87.29,2.01,0,16.01,3.41,22.1,4.39,33.82,4.37,2.06,0.3,2.01,12.6,17.71,29.45,1.76,12.55,100
"Gustav Forsling","20-21","FLA","D",43,20.38,100,75.35,78.87,79.95,79.82,5.33,0,17.82,5.83,21.73,5.82,28.15,7.06,1.82,0.46,5.33,11.99,15.91,21.09,1.36,29.91,100
"Gustav Nyquist","19-20","CBJ","C",70,176.35,88.24,85.25,84.59,86.32,88.35,14.56,1.94,167.32,28.95,208.71,38.02,267.12,42.32,19.12,2.52,12.62,138.37,170.69,224.8,16.6,8.7,93.3
"Gustav Nyquist","21-22","CBJ","C",78,146.2,87.2,80.88,80.78,82.13,81.17,13.56,1.99,120.47,28.48,163.07,38.79,205.75,44.76,14.4,3.34,11.57,91.99,124.28,160.99,11.06,11.26,93.01
"Hampus Lindholm","19-20","ANA","D",55,97.12,91.73,88.67,90.25,90.75,94.65,10.98,0.99,79.2,10.12,113.41,12.25,150.06,15.3,10.09,0.57,9.99,69.08,101.16,134.76,9.52,13.86,90.22
"Hampus Lindholm","21-22","ANA/BOS","D",70,68.87,82.47,75.79,80.66,84.24,83.05,4.75,1.01,44.18,14.11,70.63,16.94,96.3,18.01,6.32,1.29,3.74,30.07,53.69,78.29,5.03,10.75,92.84
"Henri Jokiharju","21-22","BUF","D",59,67.12,100,86.88,88.98,89.72,92.08,7.82,0,59.84,9.04,72.8,9.02,88.53,10.14,5.93,0.51,7.82,50.8,63.78,78.39,5.42,13.07,100
