"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Colin Miller","21-22","BUF","D",36,42.07,39.06,8,10.18,8.62,11.86,2.95,4.61,5.73,65.98,10.05,88.7,10.1,107.05,1.03,7.63,-1.65,-60.24,-78.64,-96.95,-6.6,51.49,93.02
"Colton Parayko","19-20","STL","D",61,121.05,5.39,16.72,12.87,12.28,7.23,0.5,8.79,9.68,48.21,10.16,68.76,12.17,86.93,0.48,6.1,-8.29,-38.53,-58.6,-74.77,-5.63,5.17,81.77
"Colton Parayko","20-21","STL","D",32,66.57,9.51,9.84,8.7,6.86,2.59,0.89,8.49,6.53,59.79,8.2,86.06,8.25,111.89,0.23,8.82,-7.6,-53.27,-77.85,-103.64,-8.59,13.67,85.8
"Colton Parayko","21-22","STL","D",77,160.28,23.63,23.97,21.94,19.52,16.55,1.88,6.07,16.43,52.14,19.36,68.88,21.28,87.74,1.36,6.87,-4.19,-35.71,-49.52,-66.46,-5.51,11.44,88.35
"Colton Sceviour","19-20","FLA","C",67,169.02,0,19.41,17.12,13.95,10.47,0,9.59,15.17,63,17.59,85.14,18.79,115.86,0.94,8.01,-9.59,-47.83,-67.55,-97.07,-7.07,0,84.78
"Colton Sceviour","20-21","PIT","C",45,58.23,12.24,21.14,15.11,13.26,6.41,1.02,7.32,11.21,41.81,11.2,62.91,12.49,81.7,0.38,5.56,-6.3,-30.6,-51.71,-69.21,-5.18,9.1,82.5
"Colton Sceviour","21-22","EDM","C",35,53.92,8.45,18.72,16.57,13.65,7.68,1.1,11.93,15.09,65.51,18.23,91.8,19.27,121.96,0.81,9.76,-10.83,-50.42,-73.58,-102.69,-8.95,7.3,81.79
"Colton Sissons","19-20","NSH","C",56,134.25,4.98,15.64,14.21,11.78,11.34,0.44,8.45,10.08,54.36,13.04,78.72,13.99,104.8,0.86,6.71,-8,-44.28,-65.68,-90.81,-5.85,4.39,84.46
"Colton Sissons","20-21","NSH","C",53,125.2,7.12,10.04,10.08,9.29,9.43,0.48,6.31,5.64,50.56,7.58,67.6,9.3,90.73,0.62,5.99,-5.83,-44.92,-60.02,-81.43,-5.36,8.58,87.52
"Colton Sissons","21-22","NSH","C",78,229.3,2.72,10.23,9.18,8.13,5.43,0.23,8.13,6.79,59.58,8.57,84.87,9.96,112.61,0.48,8.43,-7.9,-52.79,-76.3,-102.64,-7.94,3.35,86.36
"Connor Brown","19-20","OTT","R",69,179.2,13.87,14.44,15.26,13.1,15.13,1.56,9.71,10.48,62.08,15.66,86.97,16.71,110.82,1.42,7.98,-8.15,-51.6,-71.31,-94.11,-6.56,14.92,84.35
"Connor Brown","20-21","OTT","R",55,162.67,19.01,16.74,14.45,13.1,15.6,1.83,7.78,11.9,59.22,13.33,78.94,14.78,97.99,1.4,7.57,-5.95,-47.32,-65.61,-83.22,-6.17,15.34,86.86
"Connor Brown","21-22","OTT","R",62,165.73,20.37,20.01,19.36,18.91,18.41,1.8,7.02,15.88,63.49,20.03,83.43,23.49,100.73,1.83,8.1,-5.22,-47.6,-63.4,-77.24,-6.27,11.31,88.94
"Connor Clifton","20-21","BOS","D",44,57.42,35.76,24.95,22.37,19.86,17.15,2.36,4.24,16.77,50.46,19.14,66.44,21.6,87.16,0.98,4.74,-1.88,-33.69,-47.29,-65.56,-3.76,14.08,91.59
"Connor Clifton","21-22","BOS","D",60,72.13,0,12.62,14.24,13.73,11.04,0,6.54,6.83,47.28,9.4,56.61,11.96,75.17,0.55,4.43,-6.54,-40.45,-47.21,-63.21,-3.88,0,86.17
"Connor Dewar","21-22","MIN","C",35,25.75,0,16.24,23.01,21.75,17.26,0,2.17,12.02,62,21.76,72.82,28.38,102.08,1.35,6.48,-2.17,-49.98,-51.05,-73.7,-5.13,0,96.51
"Connor Murphy","19-20","CHI","D",56,160.98,25.57,14.04,11.29,9.84,9.86,1.55,4.51,10.12,61.94,10.51,82.56,11.72,107.42,0.83,7.6,-2.96,-51.82,-72.05,-95.7,-6.76,15.32,92.71
"Connor Murphy","20-21","CHI","D",47,134.83,4.26,15.82,15.17,13.99,13.28,0.41,9.3,11.19,59.51,13.45,75.21,15.86,97.47,1.03,6.72,-8.89,-48.32,-61.75,-81.61,-5.69,3.7,84.37
"Connor Murphy","21-22","CHI","D",55,150.78,0,13.74,11.82,9.31,8.24,0,6.39,10.45,65.59,11.59,86.5,11.95,116.42,0.7,7.76,-6.39,-55.14,-74.91,-104.47,-7.06,0,90.25
"Conor Sheary","21-22","WSH","L",69,27.72,0,21.73,15.54,12.74,10.56,0,2.01,12.34,44.44,12.36,67.19,14.98,102.58,0.65,5.5,-2.01,-32.1,-54.83,-87.6,-4.85,0,95.47
"Corey Schueneman","21-22","MTL","D",24,21.8,0,22.07,18.08,20.94,17.35,0,5.15,16.65,58.79,16.65,75.44,27.74,104.75,1.51,7.21,-5.15,-42.14,-58.79,-77.01,-5.7,0,91.25
"Curtis Lazar","19-20","BUF","C",37,66.58,12.6,19.51,13.62,12.37,11.68,0.89,6.19,14.54,59.95,15.33,97.19,17.25,122.14,1.11,8.38,-5.3,-45.42,-81.86,-104.89,-7.27,6.14,89.67
"Curtis Lazar","20-21","BOS/BUF","C",49,100.82,0,14.58,12.59,11.22,6.33,0,7.83,10.84,63.47,12.13,84.22,13.8,109.25,0.49,7.31,-7.83,-52.63,-72.09,-95.45,-6.82,0,87.67
"Curtis Lazar","21-22","BOS","C",70,112.73,7.41,14.75,13.35,10.34,10.44,0.53,6.58,9.15,52.88,11.31,73.42,11.87,102.9,0.8,6.9,-6.06,-43.73,-62.11,-91.03,-6.09,5.76,87.55
"Dakota Mermis","19-20","N.J","D",9,20.17,0,9.48,16.94,16.22,12.11,0,3,6.16,58.81,14.67,71.93,17.16,88.65,0.8,5.83,-3,-52.65,-57.26,-71.48,-5.03,0,94.89
"Damon Severson","19-20","N.J","D",67,167.77,23.85,25.13,21.8,20.24,24.12,1.99,6.35,16.6,49.45,19.16,68.73,21.79,85.85,1.86,5.85,-4.36,-32.85,-49.57,-64.07,-3.99,11.98,87.16
"Damon Severson","20-21","N.J","D",54,114.72,9.06,13.76,13.76,12.61,8.61,1.15,11.49,9.24,57.87,12.85,80.51,14.35,99.38,0.77,8.22,-10.35,-48.63,-67.66,-85.03,-7.44,12.4,80.14
"Damon Severson","21-22","N.J","D",76,200.95,11.85,18.74,16.25,15.25,9.32,0.88,6.55,11.11,48.17,13.17,67.88,14.84,82.51,0.71,6.92,-5.67,-37.06,-54.71,-67.67,-6.21,7.93,86.4
"Dan Hamhuis","19-20","NSH","D",59,143.22,19.87,14.93,13.79,10.95,11.61,2.03,8.18,10.47,59.65,12.95,81.01,12.97,105.5,0.91,6.95,-6.15,-49.18,-68.06,-92.52,-6.04,19.38,86.29
"Danny Dekeyser","19-20","DET","D",8,27.08,0,15.93,17.8,13.63,14.84,0,8.55,14.29,75.44,18.81,86.9,18.77,118.96,1.68,9.66,-8.55,-61.15,-68.09,-100.19,-7.98,0,88.66
"Danny Dekeyser","20-21","DET","D",46,79.7,0,20.29,18.33,14.06,6.18,0,6.69,11.76,46.2,14.08,62.72,14.76,90.23,0.38,5.71,-6.69,-34.44,-48.64,-75.46,-5.34,0,85.53
"Danny Dekeyser","21-22","DET","D",58,130.15,11.53,19.21,17.04,14.32,10.72,0.95,7.32,12.22,51.39,14.84,72.24,17,101.76,0.9,7.49,-6.37,-39.17,-57.4,-84.76,-6.59,7.81,85.76
"Dante Fabbro","19-20","NSH","D",63,32.45,0,15.75,13.09,11.96,6.4,0,4.92,6.53,34.91,8.32,55.23,10.3,75.85,0.3,4.33,-4.92,-28.38,-46.91,-65.55,-4.03,0,85.91
"Dante Fabbro","20-21","NSH","D",39,56.58,10.08,7.95,9.47,10.19,16.99,0.99,8.8,4.51,52.18,6.68,63.89,10.14,89.4,1.11,5.44,-7.82,-47.68,-57.21,-79.26,-4.33,21.88,83.13
"Dante Fabbro","21-22","NSH","D",65,62.9,7.44,17.5,15.33,12.2,14.44,0.96,11.99,12.61,59.44,15.62,86.23,15.7,112.99,1.51,8.93,-11.03,-46.83,-70.62,-97.29,-7.42,7.64,79.83
"Danton Heinen","20-21","ANA","L",42,54.83,0,21.19,17.07,14.13,12.5,0,3.56,11.18,41.59,13.03,63.32,13,79.03,0.76,5.29,-3.56,-30.41,-50.28,-66.03,-4.53,0,91.45
"Darnell Nurse","19-20","EDM","D",69,142.13,0,16.14,12.41,11.24,5.26,0,5.12,10.84,56.32,11.77,83.13,13.99,110.48,0.44,7.98,-5.12,-45.48,-71.36,-96.48,-7.54,0,90.91
"Darnell Nurse","20-21","EDM","D",56,134.07,9.78,13.32,13.33,11.23,9.4,0.87,8.01,10.28,66.89,13.2,85.8,14.41,113.99,0.92,8.89,-7.14,-56.61,-72.6,-99.58,-7.97,8.45,88.02
"Darnell Nurse","21-22","EDM","D",70,194.38,20.84,18.44,15.87,13.98,9.58,2.26,8.58,14.11,62.38,16.17,85.71,17.36,106.8,0.93,8.77,-6.32,-48.27,-69.54,-89.44,-7.84,16.02,86.24
"Darren Helm","19-20","DET","C",66,111.62,10.59,19.02,15.54,13.56,11.43,1.08,9.12,13.07,55.63,13.07,71.04,14.17,90.33,0.89,6.88,-8.04,-42.56,-57.97,-76.16,-5.99,8.27,83.6
"Darren Helm","20-21","DET","C",46,84.23,0,16.96,14.69,11.81,6.49,0,7.95,11.33,55.5,12.77,74.17,13.43,100.33,0.46,6.67,-7.95,-44.16,-61.4,-86.89,-6.2,0,85.68
"Darren Helm","21-22","COL","C",67,127.48,24.33,20.28,15.1,14.46,12.77,1.88,5.86,13.94,54.78,14.45,81.26,17.55,103.86,1.12,7.65,-3.97,-40.84,-66.81,-86.31,-6.53,13.51,89.31
"David Backes","20-21","ANA","R",14,22.17,0,14.69,12.93,14.19,1.15,0,6.41,10.39,60.35,12.61,84.93,17.89,108.17,0.11,9.28,-6.41,-49.96,-72.31,-90.28,-9.17,0,89.37
"David Kampf","19-20","CHI","C",68,151.85,0,16.55,14.52,12.19,13.25,0,6.03,11.22,56.54,12.7,74.74,13.98,100.77,1.12,7.35,-6.03,-45.32,-62.04,-86.79,-6.22,0,89.33
"David Kampf","20-21","CHI","C",53,127.3,0,14.85,12.52,10.28,10.37,0,7.94,10.99,63.02,11.5,80.33,11.96,104.42,0.89,7.66,-7.94,-52.03,-68.83,-92.46,-6.77,0,87.4
"David Kampf","21-22","TOR","C",82,201.45,21.78,20.35,19.37,17.66,15.36,1.92,6.9,12.33,48.27,15.48,64.41,17.65,82.29,1.05,5.78,-4.98,-35.93,-48.94,-64.64,-4.73,15.58,85.7
"David Savard","19-20","CBJ","D",63,123.25,0,16.31,14.57,13.06,10.46,0,6.17,10.12,51.91,11.93,69.92,14.24,94.83,0.75,6.42,-6.17,-41.8,-57.99,-80.59,-5.67,0,88.11
"David Savard","20-21","CBJ/T.B","D",54,100.37,15.89,25.78,22.33,17.61,16.57,1.76,9.3,16.96,48.83,18.21,63.35,18.75,87.68,1.17,5.9,-7.54,-31.87,-45.13,-68.94,-4.73,10.36,80.95
"David Savard","21-22","MTL","D",62,172.17,2.84,15.81,12.42,11.59,7.93,0.3,10.38,11.5,61.27,12.5,88.13,15.09,115.03,0.73,8.46,-10.08,-49.76,-75.63,-99.94,-7.73,2.64,83.05
"Dawson Mercer","21-22","N.J","C",78,24.35,32.69,13,12,8.83,3.24,2.49,5.13,7.32,48.96,7.34,53.84,7.29,75.33,0.2,5.89,-2.64,-41.64,-46.5,-68.03,-5.69,34.01,89.53
"Dean Kukan","21-22","CBJ","D",41,27.88,0,24.74,19.1,18.43,13.49,0,8.52,15.86,48.25,15.86,67.19,18.23,80.7,1.25,8.01,-8.52,-32.39,-51.33,-62.47,-6.76,0,82.34
"Dennis Gilbert","19-20","CHI","D",21,25.72,0,4.87,3.79,2.56,6.16,0,6.51,2.52,49.2,2.54,64.5,2.52,95.74,0.49,7.47,-6.51,-46.68,-61.96,-93.22,-6.98,0,86.77
"Derek Forbort","19-20","CGY/L.A","D",20,30.18,0,7.28,5.32,4.07,0.61,0,12.29,5.49,69.92,5.51,98.03,5.45,128.27,0.06,9.66,-12.29,-64.43,-92.52,-122.82,-9.6,0,82.43
"Derek Forbort","20-21","WPG","D",56,146.78,21.47,13.83,12.89,11.23,8.43,1.35,4.93,8.43,52.51,10.54,71.19,12.72,100.53,0.6,6.52,-3.58,-44.08,-60.65,-87.81,-5.92,16,90.6
"Derek Forbort","21-22","BOS","D",76,231.27,7.5,16.47,14.63,12.66,10.18,0.59,7.24,10.01,50.79,12.5,72.94,14.29,98.66,0.76,6.68,-6.65,-40.78,-60.44,-84.36,-5.92,5.86,85.75
"Derek Grant","19-20","ANA/PHI","C",54,130.82,28.48,27.12,24.1,21.22,22.63,2.55,6.39,16.23,43.61,18.32,57.68,20.24,75.16,1.6,5.46,-3.85,-27.39,-39.36,-54.92,-3.86,15.69,85.34
"Derek Grant","20-21","ANA","C",45,122.42,0,16.26,16.01,12.58,9.74,0,6.1,11.01,56.7,13.55,71.1,14.04,97.54,0.72,6.68,-6.1,-45.69,-57.54,-83.5,-5.96,0,89.24
"Derek Grant","21-22","ANA","C",68,170.8,8.31,12.84,10.99,9.99,6,0.7,7.71,10.51,71.35,12.13,98.28,12.9,116.28,0.6,9.41,-7.02,-60.84,-86.15,-103.38,-8.81,6.65,89.19
"Derek Ryan","19-20","CGY","C",67,113.93,7.57,17.75,14.9,13.58,13.99,0.49,5.98,11.26,52.16,12.8,73.11,14.84,94.46,1.02,6.28,-5.49,-40.9,-60.32,-79.62,-5.26,4.35,88.53
"Derek Ryan","20-21","CGY","C",43,77.17,0,17.38,12.62,12.21,6.11,0,5.8,8.82,41.94,8.82,61.06,11.9,85.53,0.4,6.1,-5.8,-33.11,-52.24,-73.64,-5.7,0,86.17
"Derek Ryan","21-22","EDM","C",74,129.1,0,16.26,15.03,12.25,6.62,0,11.11,12.2,62.79,14.84,83.93,15.82,113.28,0.59,8.32,-11.11,-50.59,-69.09,-97.46,-7.73,0,82.3
"Derek Stepan","19-20","ARI","C",69,134.98,5.82,26.64,22.8,19.55,16.98,0.45,7.26,21.27,58.57,23.57,79.81,25.02,102.98,1.52,7.41,-6.81,-37.3,-56.24,-77.96,-5.89,2.11,87.6
"Derek Stepan","20-21","OTT","C",20,24.02,0,15.14,17.09,14.79,7.5,0,12.34,12.71,71.27,17.91,86.88,21.06,121.32,0.6,7.39,-12.34,-58.55,-68.97,-100.27,-6.79,0,82.68
"Derek Stepan","21-22","CAR","C",58,57,0,27.08,19.83,18.37,13.9,0,1.97,10.98,29.57,12.07,48.8,14.52,64.52,0.86,5.35,-1.97,-18.59,-36.73,-50,-4.48,0,93.34
"Deryk Engelland","19-20","VGK","D",47,162.12,19.15,16.41,15.97,13.71,11.4,1.61,6.8,10.71,54.55,15.14,79.65,17.29,108.82,0.91,7.08,-5.19,-43.85,-64.51,-91.53,-6.17,15.04,87.54
"Devin Shore","20-21","EDM","C",38,44.63,17.9,11.88,11.55,9.54,10.23,1.17,5.36,7.95,58.95,9.44,72.3,10.53,99.86,0.77,6.72,-4.19,-51.01,-62.86,-89.33,-5.96,14.72,90.9
"Devin Shore","21-22","EDM","C",48,56.02,7.24,14.98,13.67,14.51,8.37,1.06,13.58,11.22,63.7,14.14,89.25,17.35,102.22,0.7,7.63,-12.52,-52.47,-75.11,-84.87,-6.93,9.45,78.68
"Devon Toews","20-21","COL","D",53,162.55,6.96,17.91,16.09,14.45,12.23,0.37,4.89,11.16,51.17,13.49,70.36,16.31,96.56,0.8,5.75,-4.52,-40,-56.87,-80.25,-4.95,3.27,90.45
"Devon Toews","21-22","COL","D",66,177.15,11.72,21.75,18.32,16.93,10.84,1.04,7.81,14.72,52.96,16.5,73.58,18.8,92.3,0.92,7.58,-6.77,-38.24,-57.08,-73.49,-6.66,7.04,85.26
"Dillon Dube","21-22","CGY","C",78,64.18,24.22,21.37,23.18,18.91,29.26,2.04,6.38,12.68,46.64,16.59,55,17.63,75.6,2.04,4.93,-4.34,-33.96,-38.4,-57.97,-2.89,16.08,86.33
"Dmitry Kulikov","19-20","WPG","D",50,70.12,0,13.06,12.44,11.24,10.82,0,9.61,9.74,64.82,11.61,81.75,13.31,105.06,0.91,7.48,-9.61,-55.08,-70.14,-91.75,-6.57,0,85.17
"Dmitry Kulikov","20-21","EDM/N.J","D",48,104.58,7.26,7.16,6.48,5.41,3.54,0.68,8.65,4.31,55.9,5.38,77.64,5.39,94.22,0.28,7.66,-7.97,-51.59,-72.25,-88.83,-7.38,15.69,84.53
"Dmitry Kulikov","21-22","MIN","D",79,154.45,0,12.67,11.97,11.2,5.81,0,7.78,9.59,66.14,12.07,88.78,13.92,110.37,0.5,8.12,-7.78,-56.55,-76.71,-96.45,-7.62,0,88.23
"Dmitry Orlov","19-20","WSH","D",68,60.98,0,20.51,22.92,20.48,13.43,0,6.36,11.27,43.67,15.53,52.23,17.52,68.03,0.73,4.69,-6.36,-32.4,-36.7,-50.51,-3.97,0,85.44
"Dmitry Orlov","20-21","WSH","D",51,30.9,0,24.25,20.22,22.18,11.74,0,3.77,12.74,39.79,14.41,56.83,18.43,64.64,0.68,5.11,-3.77,-27.05,-42.43,-46.21,-4.43,0,90.53
"Dmitry Orlov","21-22","WSH","D",74,55.82,36.61,25.22,21.61,20.26,21.37,3,5.19,10.54,31.27,12.82,46.52,16.02,63.03,1.17,4.31,-2.19,-20.72,-33.7,-47.02,-3.14,28.44,83.4
"Dominic Toninato","19-20","FLA","C",46,20.15,0,13.72,10.34,7.9,1.28,0,12.03,12.6,79.21,12.66,109.79,12.63,147.22,0.15,11.52,-12.03,-66.61,-97.13,-134.59,-11.37,0,84.81
"Dominic Toninato","21-22","WPG","C",74,112.93,20.95,14.09,12.11,11.25,13.64,2.5,9.44,10.71,65.28,11.22,81.4,13.46,106.18,1.39,8.81,-6.94,-54.57,-70.18,-92.72,-7.42,23.36,85.54
"Dougie Hamilton","19-20","CAR","D",47,106.55,11.74,24.11,21.08,17.25,19.04,1.12,8.42,12.83,40.38,15.04,56.3,16.35,78.42,1.31,5.58,-7.3,-27.55,-41.26,-62.07,-4.27,8.74,79.14
"Dougie Hamilton","20-21","CAR","D",54,77.35,12.65,27.45,26.95,23.73,20.54,0.84,5.79,16.95,44.8,22.11,59.94,22.91,73.65,1.48,5.73,-4.95,-27.86,-37.83,-50.74,-4.25,4.94,87.08
"Dougie Hamilton","21-22","N.J","D",59,29.42,0,29.53,19.99,24.39,10.63,0,6.28,12.18,29.06,14.17,56.72,23.84,73.91,0.65,5.49,-6.28,-16.89,-42.54,-50.07,-4.83,0,78.39
"Drake Caggiula","19-20","CHI","C",38,24.52,18,15.51,13.01,12.37,21.28,2.64,12.04,10.03,54.67,10.01,66.92,12.65,89.63,1.71,6.34,-9.4,-44.63,-56.92,-76.98,-4.62,26.34,77.98
"Drake Caggiula","20-21","ARI/BUF","C",38,33.73,21.51,18.17,12.2,16.25,10.17,1.92,7.01,7.51,33.82,7.54,54.29,12.59,64.91,0.53,4.71,-5.09,-26.31,-46.75,-52.32,-4.18,25.59,79.27
"Drake Caggiula","21-22","BUF","C",18,29.22,0,10.4,7.4,6.02,5.45,0,9.88,6.02,51.83,6.02,75.28,6.04,94.27,0.43,7.47,-9.88,-45.81,-69.26,-88.23,-7.04,0,80.94
"Drew Doughty","19-20","L.A","D",67,138.4,4.25,17.73,13.57,11.34,4.68,0.43,9.67,12.31,57.13,13.1,83.4,14.11,110.35,0.33,6.79,-9.24,-44.82,-70.3,-96.24,-6.46,3.49,83.08
"Drew Doughty","20-21","L.A","D",56,116.95,7.2,8.65,7,6.12,2.46,0.55,7.14,5.75,60.77,6.25,83.04,7.16,109.77,0.19,7.53,-6.59,-55.02,-76.78,-102.61,-7.34,9.63,88.25
"Drew Doughty","21-22","L.A","D",39,77.78,5.41,15.18,12.24,10.24,9.51,0.72,12.54,11.06,61.79,11.86,84.98,12.82,112.36,0.96,9.18,-11.83,-50.73,-73.12,-99.53,-8.22,6.49,79.7
"Duncan Keith","19-20","CHI","D",59,165.9,12.62,14.01,11.86,9.79,10.29,0.73,5.03,10.29,63.19,11.04,82.08,11.85,109.21,0.9,7.82,-4.31,-52.9,-71.04,-97.36,-6.92,7.06,92.03
"Duncan Keith","20-21","CHI","D",52,140.27,3.7,16.13,13.97,11.74,11.73,0.4,10.36,12.07,62.74,12.94,79.69,13.43,100.92,0.99,7.44,-9.97,-50.67,-66.75,-87.5,-6.45,3.3,83.48
"Duncan Keith","21-22","EDM","D",63,106.98,17.22,16.92,14.94,12.86,9.81,1.67,8.04,13.31,65.35,14.9,84.85,15.47,104.86,0.9,8.25,-6.37,-52.04,-69.95,-89.39,-7.35,12.56,87.7
"Dustin Brown","19-20","L.A","L",66,42.9,8.53,18.69,16.94,15.09,7.84,1.38,14.84,13.69,59.57,15.16,74.35,18.01,101.38,0.59,6.91,-13.45,-45.87,-59.19,-83.37,-6.32,10.11,75.09
"Dylan Cozens","21-22","BUF","C",77,38.47,13.4,24.41,21.49,18.61,16.44,1.45,9.37,18.42,57.04,18.47,67.47,20.09,87.86,1.14,5.79,-7.92,-38.62,-49,-67.77,-4.65,7.87,83.57
"Dylan Demelo","19-20","OTT/WPG","D",57,129.42,22.67,17.29,14.72,13.01,14.49,1.77,6.03,10.98,52.53,13.77,79.78,16,107.01,1.2,7.09,-4.26,-41.55,-66.01,-91,-5.89,16.09,88.53
"Dylan Demelo","20-21","WPG","D",52,131.42,22.96,14.24,11.65,11.37,8.34,1.51,5.05,8.9,53.6,9.75,73.95,12.9,100.59,0.63,6.93,-3.55,-44.71,-64.2,-87.69,-6.3,16.93,90.57
"Dylan Demelo","21-22","WPG","D",73,196.52,8.99,13.38,11.99,11.48,8.94,0.89,9.02,10.22,66.22,12.36,90.78,14.55,112.2,0.96,9.76,-8.13,-55.99,-78.42,-97.65,-8.81,8.72,86.37
"Dylan Gambrell","19-20","S.J","C",50,48.85,0,12.3,9.14,9.35,6.94,0,6.15,7.81,55.69,7.84,77.87,10.13,98.25,0.53,7.09,-6.15,-47.88,-70.03,-88.11,-6.56,0,88.95
"Dylan Gambrell","20-21","S.J","C",48,110.17,6.23,14.07,13.61,11.79,6.79,0.54,8.11,9.14,55.85,13.24,84.01,14.73,110.25,0.55,7.55,-7.57,-46.71,-70.77,-95.52,-7,5.9,85.48
"Dylan Gambrell","21-22","OTT","C",61,88.83,12.8,15.66,13.92,12.82,15.36,1.4,9.52,12.41,66.85,15.29,94.54,17.58,119.59,1.77,9.75,-8.13,-54.43,-79.25,-102.01,-7.98,11.26,85.75
"Dylan Larkin","19-20","DET","C",69,51.9,0,13.71,12.78,10.7,13.13,0,9.71,12.09,76.1,14.03,95.76,15.12,126.25,1.27,8.42,-9.71,-64.01,-81.72,-111.13,-7.14,0,87.24
"Dylan Larkin","21-22","DET","C",68,34.82,21.56,9.77,6.91,8.22,3.53,1.86,6.77,6.77,62.55,6.79,91.4,10.48,116.97,0.34,9.43,-4.91,-55.78,-84.61,-106.49,-9.08,27.48,89.17
"Dylan McIlrath","19-20","DET","D",16,42.8,14.93,12.29,9.22,8.07,5.82,1.3,7.43,10.36,73.96,10.32,101.59,10.35,117.84,0.57,9.29,-6.13,-63.6,-91.28,-107.5,-8.72,12.58,89.95
"Dysin Mayo","21-22","ARI","D",65,197.5,5.83,9.38,8.74,7.6,6.44,0.59,9.51,7.04,68.01,9.07,94.68,10.22,124.23,0.54,7.86,-8.92,-60.97,-85.61,-114.02,-7.32,8.37,86.01
"Eetu Luostarinen","20-21","FLA","C",42,91.33,0,14.96,12.59,13,5.56,0,5.89,9.91,56.31,11.28,78.31,13.93,93.18,0.42,7.14,-5.89,-46.41,-67.03,-79.26,-6.72,0,89.55
"Eetu Luostarinen","21-22","FLA","C",78,145.25,20.64,15.76,14.84,14.7,18.59,1.49,5.72,10.93,58.41,12.97,74.48,15.95,92.58,1.59,6.98,-4.23,-47.48,-61.5,-76.63,-5.39,13.61,90.21
"Elias Lindholm","19-20","CGY","C",69,147.9,9.54,17.29,13.66,12.65,9,0.83,7.88,12.3,58.86,13.87,87.63,16.72,115.5,0.82,8.24,-7.05,-46.56,-73.76,-98.78,-7.43,6.76,86.61
"Elias Lindholm","20-21","CGY","C",56,127.67,4.28,16.31,14.17,12.14,8.81,0.41,9.15,9.2,47.18,11.07,67.04,13.38,96.87,0.63,6.57,-8.74,-37.98,-55.97,-83.48,-5.94,4.45,80.62
"Elias Lindholm","21-22","CGY","C",81,170.22,10.78,24.72,20.72,18.11,11.73,0.77,6.36,15.33,46.69,17.42,66.68,19.63,88.73,0.85,6.39,-5.59,-31.36,-49.26,-69.1,-5.54,5.01,86.38
"Elias Pettersson","21-22","VAN","C",77,49.8,24.44,28.54,24.3,23.5,20.17,1.19,3.69,13.9,34.82,18.17,56.59,19.47,63.37,1.46,5.77,-2.49,-20.92,-38.42,-43.9,-4.31,8.58,89.41
"Eric Robinson","20-21","CBJ","L",56,53.83,12.92,24.48,23,22.77,19.55,1.04,6.99,16.21,49.99,18.29,61.25,22.54,76.44,1.36,5.6,-5.95,-33.78,-42.96,-53.9,-4.24,6.4,86.02
"Eric Robinson","21-22","CBJ","L",66,154.07,10.17,21.7,18.99,17.27,12.95,0.83,7.29,14.94,53.91,17.73,75.66,20.02,95.86,1.08,7.25,-6.46,-38.96,-57.93,-75.84,-6.17,5.53,86.48
"Erik Brannstrom","21-22","OTT","D",51,41.08,34.74,26.19,25.13,23.31,30.43,1.45,2.72,20,56.35,24.73,73.69,29.61,97.39,3.42,7.81,-1.27,-36.35,-48.96,-67.78,-4.4,7.23,95.18
"Erik Cernak","19-20","T.B","D",67,197.82,12.22,16.31,13.79,10.79,8.31,0.93,6.67,9.5,48.75,11.08,69.3,12.29,101.62,0.56,6.16,-5.74,-39.25,-58.22,-89.32,-5.6,9.77,86.32
"Erik Cernak","20-21","T.B","D",46,128.15,0,14.05,13.11,13.17,14.53,0,4.87,8.01,49.02,9.9,65.61,12.92,85.18,1,5.87,-4.87,-41.01,-55.71,-72.27,-4.87,0,90.07
"Erik Cernak","21-22","T.B","D",55,153.25,0,12.22,12.44,10.2,11.34,0,6.48,7.97,57.29,11.2,78.86,11.98,105.47,1,7.8,-6.48,-49.32,-67.66,-93.49,-6.8,0,88.7
"Erik Gudbranson","19-20","ANA/PIT","D",50,103.57,12.11,22.79,22.48,19.48,18.99,1.16,8.41,15.43,52.27,19.4,66.88,20.62,85.26,1.46,6.23,-7.25,-36.84,-47.48,-64.63,-4.77,7.51,83.91
"Erik Gudbranson","20-21","NSH/OTT","D",44,103.69,11.6,21.96,20.27,16.9,18.14,1.2,9.17,15.54,55.23,18.44,72.55,19.07,93.78,1.51,6.82,-7.97,-39.69,-54.11,-74.71,-5.31,7.74,83.39
"Erik Gudbranson","21-22","CGY","D",77,222.52,8.78,18.92,17.36,14.78,8.98,0.54,5.58,10.9,46.7,14.17,67.47,15.9,91.65,0.63,6.42,-5.04,-35.8,-53.3,-75.75,-5.79,4.92,88.06
"Erik Haula","19-20","CAR/FLA","L",47,35.93,0,12.98,11.67,9.49,13.19,0,8.5,8.93,59.9,10.67,80.77,10.7,102.07,1.32,8.68,-8.5,-50.97,-70.1,-91.36,-7.36,0,85.81
"Erik Haula","20-21","NSH","L",50,99.37,16.79,18.14,17.35,14.85,17.46,1.92,9.52,11.91,53.74,14.26,67.93,16.08,92.22,1.41,6.68,-7.6,-41.83,-53.67,-76.14,-5.27,16.13,82.29
