"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Charlie McAvoy","20-21","BOS","D",51,974.33,61.15,61.13,59.44,58.91,57.55,3.22,2.04,36.77,23.38,49.93,34.07,63.71,44.43,2.64,1.95,1.17,13.39,15.86,19.28,0.69,8.75,91.26
"Charlie McAvoy","21-22","BOS","D",78,1443.63,62.96,61.74,60.15,58.2,62.08,3.42,2.01,41.69,25.84,53.36,35.34,66.7,47.9,3.03,1.85,1.41,15.85,18.02,18.8,1.18,8.2,92.22
"Chase Priskie","21-22","FLA","D",4,52.97,67.25,47.83,48.68,49.33,50.93,4.81,2.34,39.14,42.68,52.98,55.84,64.21,65.96,3.4,3.27,2.47,-3.55,-2.87,-1.74,0.12,12.3,94.51
"Chris Kreider","19-20","NYR","C",63,838.47,60.57,49.39,47.92,48.92,44.86,3.73,2.43,31.82,32.61,42.8,46.51,58.14,60.7,2.56,3.14,1.3,-0.79,-3.71,-2.56,-0.59,11.73,92.55
"Chris Kreider","20-21","NYR","C",50,645.13,47.42,49.94,50.23,49.85,52.44,2.54,2.81,28.07,28.13,38.53,38.18,51.29,51.6,2.3,2.09,-0.28,-0.06,0.35,-0.31,0.21,9.04,90
"Chris Kreider","21-22","NYR","C/L",81,1114.63,54.01,52.99,51.94,50.79,53.18,2.72,2.32,30.42,26.98,41.26,38.18,53.77,52.1,2.7,2.37,0.4,3.44,3.08,1.67,0.32,8.95,91.41
"Chris Stewart","19-20","PHI","R",16,122.62,23.4,31.69,32.53,32.63,22.3,1.46,4.79,16.44,35.45,23.23,48.2,30.75,63.49,1.12,3.9,-3.33,-19.01,-24.96,-32.74,-2.78,8.9,86.49
"Chris Tanev","19-20","VAN","D",69,1080.35,46.68,46.14,47.32,46.46,48.17,2.55,2.91,27.23,31.78,38.54,42.9,51.16,58.95,2.4,2.58,-0.36,-4.55,-4.36,-7.79,-0.18,9.36,90.84
"Chris Tanev","20-21","CGY","D",56,1006.48,60.22,57.32,57.14,55.67,59.51,2.3,1.52,29.81,22.19,41.9,31.43,54.07,43.05,2.41,1.64,0.78,7.61,10.47,11.02,0.77,7.71,93.16
"Chris Tanev","21-22","CGY","D",82,1396.78,61.62,55.34,54.98,55.36,55.86,3.13,1.95,33.05,26.67,45.98,37.65,61.86,49.89,2.64,2.08,1.18,6.38,8.33,11.97,0.55,9.48,92.68
"Chris Tierney","19-20","OTT","C",71,970.27,42.91,45.35,46.56,46.72,47.4,2.42,3.21,28.17,33.94,40.26,46.21,52.81,60.22,2.31,2.57,-0.8,-5.77,-5.95,-7.41,-0.25,8.57,90.53
"Chris Tierney","20-21","OTT","C",55,697.65,40.29,45.02,46.22,47.33,42.55,2.31,3.42,26.69,32.59,38.35,44.63,51.95,57.81,1.87,2.53,-1.11,-5.9,-6.28,-5.86,-0.66,8.65,89.5
"Chris Tierney","21-22","OTT","C",70,751.37,41.14,47.05,47.39,47.25,47.6,1.76,2.52,28.57,32.15,40.45,44.9,53.32,59.54,2.47,2.72,-0.76,-3.59,-4.45,-6.22,-0.25,6.17,92.16
"Chris Wagner","19-20","BOS","R",67,715.77,43.28,46.34,46.98,46.62,47.92,1.78,2.33,26.46,30.64,38.77,43.76,49.26,56.42,1.88,2.04,-0.55,-4.18,-4.99,-7.15,-0.16,6.73,92.39
"Chris Wagner","20-21","BOS","R",41,409.82,27.18,49.29,47.61,46.53,41.93,1.03,2.75,24.95,25.68,34.29,37.73,44.57,51.21,1.47,2.04,-1.72,-0.72,-3.44,-6.64,-0.57,4.11,89.29
"Chris Wideman","21-22","MTL","D",64,770.42,38.79,46.96,47.53,47.6,45.21,2.12,3.34,27.91,31.53,38.91,42.96,51.97,57.21,2.33,2.83,-1.22,-3.62,-4.05,-5.24,-0.49,7.59,89.4
"Christian Djoos","19-20","ANA","D",9,151.02,58.65,52.68,53.06,51.01,53.03,2.3,1.62,29.78,26.75,40.54,35.87,54.04,51.89,2.51,2.22,0.68,3.03,4.68,2.15,0.29,7.74,93.93
"Christian Djoos","20-21","DET","D",36,437.73,35.55,46.63,46.85,46.31,47.56,1.63,2.95,28.8,32.96,38.21,43.34,48.86,56.64,2.25,2.48,-1.32,-4.16,-5.14,-7.78,-0.23,5.65,91.06
"Christian Dvorak","19-20","ARI","L",70,931.9,56.94,51.04,50.57,50.89,53.52,3.04,2.3,33.52,32.16,45.34,44.32,60.1,58.01,2.63,2.29,0.74,1.36,1.03,2.09,0.35,9.07,92.85
"Christian Dvorak","20-21","ARI","L",56,729.27,44.89,46.34,45.87,45.69,47.33,2.21,2.72,26.26,30.41,36.8,43.43,48.97,58.19,2.29,2.55,-0.5,-4.14,-6.63,-9.23,-0.26,8.43,91.06
"Christian Dvorak","21-22","MTL","L",56,721.32,42.76,41.62,41.38,42.29,42.59,2.54,3.4,27.07,37.96,36.25,51.35,50.27,68.59,2.4,3.24,-0.86,-10.89,-15.1,-18.32,-0.84,9.38,91.05
"Christian Fischer","19-20","ARI","R",56,603.48,48.6,51.13,47.43,45.02,50.47,1.9,2,28.07,26.83,36.84,40.84,47.59,58.11,2.14,2.1,-0.11,1.24,-4,-10.52,0.04,6.75,92.53
"Christian Fischer","20-21","ARI","R",52,537.72,35.06,42.22,44.3,43.91,45.24,1.65,3.05,23.96,32.8,35.34,44.43,46.08,58.87,1.98,2.39,-1.4,-8.83,-9.09,-12.79,-0.42,6.87,90.7
"Christian Fischer","21-22","ARI","R",53,580.53,31.46,39.74,40.37,40.13,37.98,1.14,2.48,22.45,34.04,32.2,47.57,43.53,64.94,1.87,3.05,-1.34,-11.59,-15.37,-21.41,-1.18,5.08,92.7
"Christian Folin","19-20","MTL","D",16,218.28,47.43,50.61,52.33,56,53.77,2.51,2.78,28.63,27.94,37.58,34.23,56.79,44.62,2.18,1.87,-0.27,0.69,3.35,12.18,0.31,8.76,90.04
"Christian Jaros","19-20","OTT","D",13,126.63,39.76,39.15,44.1,44.69,48.92,1.88,2.84,24.83,38.59,35.25,44.69,47.62,58.93,2.16,2.25,-0.97,-13.76,-9.44,-11.31,-0.09,7.56,92.63
"Christian Jaros","20-21","S.J","D",7,75.92,22.71,43.24,43.18,40.8,43.58,1.49,5.06,23.22,30.47,32.76,43.1,42.37,61.47,1.98,2.57,-3.57,-7.26,-10.35,-19.1,-0.58,6.4,83.4
"Christian Jaros","21-22","N.J","D",11,117.2,24.29,49.12,47.5,45.68,55.42,1,3.13,24.87,25.76,35.43,39.16,47.57,56.56,2.51,2.02,-2.12,-0.89,-3.73,-8.99,0.49,4.03,87.86
"Christian Wolanin","20-21","OTT","D",15,171.62,33.28,47.5,47.96,49.49,46.34,2.08,4.17,28.89,31.93,43.19,46.87,58.05,59.24,2.52,2.92,-2.09,-3.05,-3.67,-1.19,-0.4,7.2,86.94
"Christian Wolanin","21-22","L.A","D",8,109.92,66.17,51.54,57.42,54.87,59.16,2.2,1.12,29.87,28.09,47.3,35.07,59.73,49.13,3.08,2.13,1.08,1.78,12.23,10.6,0.96,7.36,96
"Christoffer Ehn","19-20","DET","C",54,486.78,10.89,38.59,39.06,39.21,38.09,0.36,2.99,20.61,32.79,28.57,44.57,37.66,58.39,1.57,2.54,-2.62,-12.19,-16,-20.73,-0.98,1.77,90.9
"Clark Bishop","20-21","OTT","C",13,118.18,56.35,51.17,48.95,48.05,55.9,3.4,2.63,32.75,31.26,40.52,42.26,53.6,57.94,2.72,2.14,0.77,1.49,-1.74,-4.34,0.57,10.39,91.57
"Clark Bishop","21-22","OTT","C",9,72.7,18.58,42.15,46.09,44.59,42.88,0.78,3.4,23.7,32.53,38.52,45.05,48.65,60.46,2.01,2.68,-2.62,-8.83,-6.53,-11.81,-0.67,3.27,89.55
"Claude Giroux","19-20","PHI","R",69,993.47,55.7,53.67,54.54,54.78,54.22,2.85,2.27,34.65,29.92,47.23,39.36,61.43,50.7,2.8,2.36,0.58,4.73,7.87,10.73,0.44,8.22,92.42
"Claude Giroux","20-21","PHI","R",54,763.78,47.78,54.56,55.45,55.63,54.21,3.28,3.58,32.64,27.18,45.23,36.33,59.18,47.21,2.51,2.12,-0.3,5.46,8.89,11.97,0.39,10.04,86.83
"Claude Giroux","21-22","FLA","C/R",18,243.25,70.69,64,59.81,60.13,57.77,2.95,1.22,41.65,23.42,52.62,35.36,71.19,47.2,3.65,2.67,1.72,18.22,17.26,23.99,0.98,7.07,94.79
"Claude Giroux","21-22","PHI","C/R",57,827.18,49.34,51.99,52.28,52.13,49.78,2.65,2.72,34.3,31.67,46.09,42.07,60.45,55.51,2.65,2.67,-0.07,2.63,4.02,4.94,-0.02,7.72,91.42
"Clayton Keller","19-20","ARI","C",70,921.27,47.19,51.46,50.98,51.94,49.01,2.14,2.4,31.51,29.72,44.51,42.79,58.35,53.99,2.27,2.37,-0.26,1.79,1.72,4.36,-0.09,6.8,91.94
"Clayton Keller","20-21","ARI","C",56,757.63,51.09,53.36,53.71,53.33,52.95,2.99,2.87,32.13,28.08,44.88,38.67,59.23,51.82,2.72,2.42,0.13,4.05,6.21,7.41,0.3,9.32,89.79
"Clayton Keller","21-22","ARI","C/R",67,1037.57,50.28,42.75,44.15,43.41,44.94,3.38,3.34,26.19,35.07,36.65,46.35,45.71,59.59,2.33,2.85,0.04,-8.88,-9.7,-13.88,-0.52,12.91,90.47
"Cody Ceci","19-20","TOR","D",56,965.42,49.81,48.95,49.3,50.71,50.83,2.24,2.26,29.04,30.29,41.89,43.07,57,55.41,2.4,2.32,-0.02,-1.25,-1.18,1.59,0.08,7.73,92.54
"Cody Ceci","20-21","PIT","D",53,836.63,59.45,49.15,49.25,49.54,49.27,2.95,2.01,28.79,29.79,38.46,39.63,51.03,51.98,2.16,2.22,0.94,-1,-1.17,-0.95,-0.06,10.26,93.24
"Cody Ceci","21-22","EDM","D",78,1400.13,46.99,50.39,51.11,51.73,51.94,2.39,2.69,31.03,30.55,42.5,40.65,57.07,53.24,2.68,2.48,-0.31,0.48,1.85,3.83,0.2,7.7,91.18
"Cody Eakin","19-20","VGK","C",41,489.45,35.53,49.45,50.27,50.2,48.43,1.43,2.6,30.19,30.86,41.7,41.26,54.82,54.39,2.09,2.22,-1.17,-0.67,0.44,0.43,-0.13,4.75,91.57
"Cody Eakin","19-20","WPG","C",8,101.55,79.23,49.5,47.82,48.52,43.56,4.64,1.22,32.3,32.95,44.05,48.07,56.73,60.19,2.92,3.78,3.43,-0.66,-4.02,-3.46,-0.86,14.38,96.31
"Cody Eakin","20-21","BUF","C",46,513.48,34.69,40.28,38.38,38.52,34.44,1.48,2.79,24.19,35.87,30.99,49.74,39.46,62.98,1.47,2.79,-1.31,-11.67,-18.75,-23.52,-1.33,6.12,92.22
"Cody Eakin","21-22","BUF","C",69,833.02,35.96,40.66,40.71,40.56,38.81,1.41,2.52,21.57,31.48,29.66,43.21,38.53,56.48,1.47,2.32,-1.1,-9.91,-13.54,-17.94,-0.85,6.55,92
"Cody Glass","19-20","VGK","C",39,428.43,38.67,49.75,50.35,51.54,46.76,1.51,2.4,28.2,28.49,38.67,38.14,53.22,50.05,1.99,2.27,-0.89,-0.29,0.53,3.17,-0.28,5.36,91.58
"Cody Glass","20-21","VGK","C",27,326.07,63.46,50.61,52.28,52.23,49.54,2.21,1.27,25.32,24.71,35.27,32.2,53.04,48.51,2.18,2.22,0.94,0.61,3.07,4.54,-0.04,8.74,94.85
"Cody Glass","21-22","NSH","C",8,75.8,46.77,51.31,52.38,51.02,51.07,0.74,0.85,35,33.22,43.99,39.99,54.17,52.01,2.07,1.99,-0.1,1.78,4,2.16,0.09,2.13,97.45
"Cody Goloubef","19-20","OTT","D",24,326.73,43.92,43.66,43.83,43.4,44.09,2.47,3.15,26.87,34.67,37.75,48.37,50.68,66.1,2.06,2.61,-0.68,-7.8,-10.62,-15.42,-0.55,9.18,90.92
"Colby Cave","19-20","EDM","C",11,95.57,20.62,46.35,43.16,41.54,41.07,0.67,2.56,22.9,26.51,28.58,37.64,40.07,56.38,1.3,1.86,-1.9,-3.61,-9.05,-16.32,-0.57,2.91,90.34
"Cole Bardreau","19-20","NYI","C",10,82.23,19.76,43.12,43.7,40.12,48.98,0.72,2.93,20.59,27.16,32.19,41.46,40.36,60.23,2.82,2.93,-2.21,-6.57,-9.27,-19.88,-0.12,3.51,89.2
"Cole Caufield","20-21","MTL","R",10,122.08,46.14,49.88,48.78,50.66,47.57,3.82,4.46,32.35,32.51,42.12,44.23,54.52,53.08,2.6,2.87,-0.64,-0.16,-2.11,1.43,-0.27,11.82,86.27
"Cole Caufield","21-22","MTL","R",67,900.4,44.63,44.78,45.69,45.87,44.22,2.93,3.63,28.14,34.71,38.98,46.33,51.48,60.75,2.55,3.21,-0.7,-6.56,-7.36,-9.27,-0.67,10.4,89.54
"Cole Perfetti","21-22","WPG","C",18,230.98,53.98,51.09,52.49,53.93,49.89,1.85,1.58,31.05,29.72,45.46,41.15,61.92,52.9,2.43,2.44,0.27,1.33,4.31,9.02,-0.01,5.96,94.69
"Cole Sillinger","21-22","CBJ","C",79,961.75,39.13,44.32,45.77,47.19,45.64,2.21,3.44,27.83,34.96,39.34,46.62,53,59.31,2.31,2.75,-1.23,-7.13,-7.28,-6.3,-0.44,7.95,90.16
"Cole Smith","21-22","NSH","L",8,64.52,18.76,44.53,44.83,43.86,38.52,0.87,3.78,27.43,34.18,36.71,45.18,43.05,55.1,1.75,2.79,-2.91,-6.74,-8.46,-12.05,-1.04,3.19,88.93
"Colin Blackwell","19-20","NSH","C",27,290.62,62.58,53.62,53.92,51.33,52.73,3.55,2.12,31.61,27.34,44.83,38.31,59.03,55.96,2.33,2.09,1.43,4.26,6.52,3.07,0.24,11.23,92.24
"Colin Blackwell","20-21","NYR","C",47,564.42,55.11,45.6,46.14,45.09,46.1,2.87,2.34,26.31,31.39,36.62,42.74,47.12,57.38,2.28,2.66,0.53,-5.07,-6.12,-10.26,-0.38,10.91,92.55
"Colin Blackwell","21-22","SEA","C",39,427.68,47.6,49.51,49.4,49.94,48.92,2.05,2.25,25.36,25.87,36.73,37.62,50.97,51.09,1.87,1.95,-0.21,-0.51,-0.89,-0.12,-0.08,8.06,91.3
"Colin Blackwell","21-22","TOR","C",19,178.33,43.38,46.6,46.47,48.05,42.78,2.05,2.67,27.86,31.92,39.22,45.18,53.11,57.43,2.09,2.8,-0.63,-4.06,-5.96,-4.32,-0.71,7.36,91.62
"Colin Miller","19-20","BUF","D",51,778.58,43.06,47.82,48.22,49.21,49.52,1.99,2.63,27.73,30.26,38.53,41.37,51.32,52.98,2.19,2.24,-0.64,-2.53,-2.84,-1.65,-0.04,7.18,91.3
"Colin Miller","20-21","BUF","D",48,763.98,36.3,46.13,47.01,46.87,43.75,1.67,2.93,26,30.37,36.99,41.7,47.57,53.92,1.88,2.42,-1.26,-4.37,-4.71,-6.35,-0.54,6.42,90.36
"Colin Miller","21-22","BUF","D",38,614.95,47.64,46.75,46.74,47.68,44.48,2.71,2.98,26.72,30.44,36.62,41.73,48.11,52.8,1.92,2.39,-0.27,-3.72,-5.11,-4.69,-0.48,10.13,90.22
"Colin White (C)","19-20","OTT","C",61,806.42,46.44,46.71,47.58,47.99,50.25,2.2,2.54,29.22,33.34,42.2,46.5,55.72,60.4,2.6,2.57,-0.34,-4.12,-4.3,-4.68,0.03,7.54,92.38
"Colin White (C)","20-21","OTT","C",45,578.67,44.41,50.14,51.39,51.12,48.65,2.07,2.59,29.16,29.01,43.95,41.57,58.6,56.02,2.16,2.27,-0.52,0.16,2.38,2.58,-0.12,7.1,91.06
"Colin White (C)","21-22","OTT","C",24,295.85,35.39,53.97,53.68,55.52,49.96,1.66,3.04,30.6,26.1,41.29,35.63,60.98,48.85,2.46,2.47,-1.37,4.5,5.66,12.14,0,5.43,88.37
"Colin Wilson","19-20","COL","C",9,97.77,100,56.43,55.67,56.16,64.28,4.47,0,37.25,28.76,46.57,37.08,64.57,50.41,2.64,1.47,4.47,8.49,9.49,14.16,1.17,11.99,100
"Colton Parayko","19-20","STL","D",64,1269.08,55.88,52.53,51.07,50.22,49.45,2.31,1.83,29.57,26.71,39.28,37.64,49.64,49.2,2.2,2.25,0.49,2.85,1.64,0.44,-0.05,7.82,93.17
"Colton Parayko","20-21","STL","D",32,592.55,47.59,49.93,48.09,47.61,47.44,2.3,2.53,29.27,29.35,37.22,40.17,49.91,54.92,2.17,2.4,-0.23,-0.09,-2.95,-5.01,-0.23,7.86,91.37
"Colton Parayko","21-22","STL","D",80,1658.23,51.96,46.49,45.6,45.31,47.65,3.05,2.82,27.2,31.31,36.58,43.64,46.87,56.56,2.36,2.6,0.23,-4.11,-7.06,-9.69,-0.23,11.23,90.98
"Colton Sceviour","19-20","FLA","C",69,726.98,51.83,50.73,49.32,46.78,49.27,2.25,2.09,32.12,31.2,42.4,43.57,54.16,61.61,2.44,2.51,0.16,0.92,-1.17,-7.45,-0.07,7,93.3
"Colton Sceviour","20-21","PIT","C",46,376.97,48.85,53.37,50.32,50.43,48.36,2.26,2.36,28.25,24.68,34.84,34.4,45.7,44.93,1.79,1.91,-0.11,3.57,0.44,0.78,-0.12,7.98,90.43
"Colton Sceviour","21-22","EDM","C",35,273.92,37.52,45.13,48.55,49.69,49.45,1.96,3.27,26.33,32.01,37.9,40.16,52.69,53.34,1.96,2,-1.31,-5.69,-2.26,-0.65,-0.04,7.45,89.79
"Colton Sissons","19-20","NSH","C",57,652.07,48,49.33,49.3,46.18,46.88,2.3,2.49,27.33,28.08,38.25,39.34,49.09,57.2,1.74,1.97,-0.19,-0.74,-1.08,-8.11,-0.23,8.42,91.12
"Colton Sissons","20-21","NSH","C",54,623.73,53.35,45.09,46.75,46.14,48.73,2.3,2.01,24.31,29.61,35.38,40.3,45.71,53.35,1.88,1.98,0.29,-5.3,-4.92,-7.64,-0.1,9.48,93.2
"Colton Sissons","21-22","NSH","C",79,982.95,46.12,47.76,48.79,49.3,48.76,1.95,2.28,26.91,29.43,38.97,40.9,51.34,52.8,2.2,2.32,-0.33,-2.53,-1.94,-1.46,-0.11,7.25,92.25
"Colton White","19-20","N.J","D",6,76.97,32.85,27.69,28.6,29.28,28.43,1.57,3.22,17.61,45.98,24,59.92,33.96,82.05,1.37,3.45,-1.64,-28.37,-35.92,-48.09,-2.08,8.94,93
"Colton White","21-22","N.J","D",27,349.08,52.29,44.73,45.59,45.99,50.62,2.78,2.54,27.24,33.66,39.32,46.92,51.25,60.2,2.47,2.41,0.24,-6.42,-7.6,-8.95,0.06,10.22,92.45
"Connor Brown","19-20","OTT","R",71,1096.38,44.64,47.68,48.13,47,50.19,2.33,2.89,29.64,32.53,41.44,44.66,53.75,60.61,2.44,2.42,-0.56,-2.88,-3.22,-6.85,0.02,7.86,91.12
"Connor Brown","20-21","OTT","R",56,761.72,46.48,48.27,49.32,49.41,46.85,2.66,3.07,28.52,30.57,41.21,42.34,55.4,56.72,2.24,2.54,-0.4,-2.05,-1.13,-1.32,-0.3,9.34,89.97
"Connor Brown","21-22","OTT","R",64,944.67,44.52,49.97,50.16,49.93,48.78,2.35,2.93,30.33,30.37,41.91,41.64,56.22,56.38,2.62,2.75,-0.58,-0.04,0.27,-0.16,-0.13,7.76,90.34
"Connor Bunnaman","19-20","PHI","C",21,191.15,83.33,51.33,49.35,48.35,52.82,3.17,0.63,26.17,24.81,35.22,36.14,46.1,49.25,1.82,1.63,2.54,1.36,-0.92,-3.15,0.19,12.11,97.44
"Connor Bunnaman","20-21","PHI","C",18,190.88,25.82,43.25,43.59,45.6,36.38,0.97,2.78,20.51,26.92,28.91,37.4,42.83,51.09,1.31,2.3,-1.81,-6.4,-8.5,-8.26,-0.98,4.72,89.66
"Connor Bunnaman","21-22","PHI","C",15,144.58,10.55,41.7,43.13,41.03,40.65,0.39,3.31,21.61,30.22,30.53,40.25,37.22,53.48,1.6,2.33,-2.92,-8.61,-9.72,-16.26,-0.73,1.8,89.06
"Connor Carrick","19-20","N.J","D",29,396.3,40.95,40.27,40.17,40.56,42.2,2.12,3.05,25.24,37.44,33.67,50.14,45.01,65.97,2.12,2.91,-0.94,-12.2,-16.47,-20.96,-0.78,8.38,91.85
"Connor Carrick","20-21","N.J","D",11,191.2,39.55,38.25,38.59,37.78,42.26,2.24,3.43,22.64,36.56,31.87,50.71,40.93,67.41,1.81,2.47,-1.19,-13.91,-18.84,-26.48,-0.66,9.91,90.62
"Connor Clifton","19-20","BOS","D",31,427.8,55.74,47.34,45.88,47.32,47.1,2.44,1.94,26.57,29.56,36.16,42.66,50.19,55.87,1.92,2.16,0.5,-2.98,-6.5,-5.68,-0.24,9.2,93.44
"Connor Clifton","20-21","BOS","D",44,734.67,57.62,52.83,51.91,50.82,51.49,2.22,1.63,29.11,25.99,39.58,36.67,51.17,49.52,1.89,1.78,0.59,3.12,2.91,1.65,0.11,7.62,93.72
"Connor Clifton","21-22","BOS","D",60,881.77,48.44,57.66,55.27,54.21,53.44,2.32,2.47,34.53,25.36,45.13,36.52,56.17,47.45,2.3,2,-0.15,9.18,8.6,8.73,0.3,6.71,90.27
"Connor Dewar","21-22","MIN","C",35,316.83,44.2,55.08,54.86,53.99,56.35,1.93,2.44,30.68,25.02,41.52,34.17,56.97,48.56,2.07,1.6,-0.51,5.66,7.36,8.41,0.47,6.3,90.24
"Connor MacKey","20-21","CGY","D",6,72.88,73.26,42.58,44.01,49.55,46.29,4.24,1.55,28.37,38.26,39.65,50.44,52.7,53.65,2.41,2.8,2.69,-9.89,-10.79,-0.95,-0.39,14.94,95.95
"Connor McDavid","19-20","EDM","C",64,1105.37,52.01,48.16,48.28,48.15,48.63,3.54,3.27,31.49,33.89,42.76,45.81,55.08,59.32,2.87,3.03,0.27,-2.4,-3.04,-4.24,-0.16,11.25,90.35
"Connor McDavid","20-21","EDM","C",56,958.52,56.1,55.19,54.62,55.24,57.21,4.11,3.21,36.78,29.86,48.95,40.67,65.02,52.67,3.26,2.44,0.89,6.92,8.28,12.34,0.82,11.16,89.24
"Connor McDavid","21-22","EDM","C",80,1393.78,59.52,57.09,56.7,57.08,58.86,3.43,2.34,39.88,29.97,53.06,40.51,69.44,52.22,3.75,2.62,1.1,9.91,12.55,17.22,1.13,8.61,92.2
"Connor McMichael","21-22","WSH","C",68,700.82,47.74,54.52,53.52,53,57.2,2.28,2.49,33,27.52,45.85,39.81,60.03,53.23,2.82,2.11,-0.22,5.47,6.04,6.8,0.71,6.9,90.95
"Connor Murphy","19-20","CHI","D",58,1049.92,46.41,49.92,50.44,50.18,49.07,2.55,2.94,31.42,31.51,41.76,41.03,56.79,56.39,2.55,2.65,-0.39,-0.1,0.73,0.4,-0.1,8.1,90.67
"Connor Murphy","20-21","CHI","D",50,946.32,45.81,47.09,46.53,46.62,46.5,2.25,2.66,27.22,30.59,35.58,40.88,49.73,56.93,2.22,2.56,-0.41,-3.37,-5.31,-7.21,-0.33,8.26,91.3
"Connor Murphy","21-22","CHI","D",57,1063.57,40.24,43.28,43.3,42.47,44.29,2.03,3.02,24.02,31.47,32.6,42.7,45.54,61.69,1.83,2.3,-0.99,-7.46,-10.1,-16.15,-0.47,8.47,90.4
"Conor Garland","19-20","ARI","R",68,806.18,55.39,51.81,51.31,50.57,52.69,2.71,2.18,34.84,32.41,47.5,45.07,60.58,59.21,2.5,2.24,0.53,2.43,2.43,1.37,0.26,7.78,93.26
"Conor Garland","20-21","ARI","R",49,704.55,52.76,51.98,51.51,51.52,52.39,2.88,2.58,31.11,28.75,43.59,41.05,56.19,52.88,2.66,2.42,0.3,2.37,2.55,3.31,0.24,9.26,91.03
"Conor Garland","21-22","VAN","R",77,1106.1,60.56,54.2,53.32,52.85,54.22,3.32,2.17,34.72,29.34,46.46,40.68,60.88,54.32,2.78,2.34,1.16,5.38,5.78,6.56,0.43,9.58,92.62
"Conor Sheary","19-20","BUF","L",55,634.95,47.64,50.69,48.4,49.26,50.04,2.35,2.58,29.9,29.08,39.61,42.23,51.87,53.43,2.29,2.28,-0.23,0.81,-2.62,-1.56,0,7.86,91.12
"Conor Sheary","19-20","PIT","L",8,105.85,42.38,53.68,53.2,52.49,44.34,3.36,4.56,34.22,29.53,46.11,40.56,61.77,55.92,2.49,3.12,-1.21,4.69,5.55,5.86,-0.63,9.81,84.55
"Conor Sheary","20-21","WSH","L",53,657.8,51.71,54.41,54.62,54.6,54.77,2.6,2.43,30.77,25.78,43.74,36.34,57.77,48.03,2.35,1.94,0.17,4.99,7.39,9.74,0.41,8.46,90.58
"Conor Sheary","21-22","WSH","L",71,915.72,47.5,50.01,50.63,49.83,48.08,2.56,2.83,30.24,30.23,42.95,41.88,55.88,56.25,2.4,2.59,-0.27,0.01,1.07,-0.37,-0.19,8.45,90.65
"Conor Timmins","20-21","COL","D",31,398.87,59.75,56.51,56.9,57.75,58.73,2.72,1.83,31.55,24.28,45.33,34.33,61.38,44.9,2.9,2.04,0.89,7.26,11,16.48,0.86,8.61,92.47
"Conor Timmins","21-22","ARI","D",6,95.68,27.52,43.89,49.08,48.79,52.68,1.92,5.05,26.24,33.54,40.41,41.92,51.8,54.36,2.28,2.05,-3.14,-7.31,-1.51,-2.56,0.23,7.31,84.93
"Corey Perry","19-20","DAL","R",57,642.2,47.82,46.58,46.93,46.53,52.81,1.98,2.16,28.22,32.36,39.31,44.45,52.72,60.58,2.54,2.27,-0.18,-4.14,-5.13,-7.86,0.27,7,93.34
"Corey Perry","20-21","MTL","R",49,549.98,48.48,50.44,49.97,50.73,50.53,1.65,1.76,27.47,26.99,37.89,37.94,52.15,50.65,2.02,1.97,-0.1,0.48,-0.05,1.5,0.04,6.02,93.49
"Corey Perry","21-22","T.B","R",82,931.38,59.82,51.52,51.83,51.62,57.37,2.41,1.62,29.25,27.53,40.41,37.56,52.69,49.37,2.75,2.04,0.79,1.72,2.86,3.32,0.71,8.24,94.12
"Corey Schueneman","21-22","MTL","D",24,361.17,38.96,42.46,44.1,43.94,40.75,1.63,2.56,27.88,37.78,37.85,47.97,50.33,64.22,2.46,3.58,-0.93,-9.9,-10.12,-13.89,-1.12,5.86,93.23
"Craig Smith","19-20","NSH","C",69,761.7,66.91,56.56,56.26,55.15,57.67,3.63,1.8,37.86,29.08,52.73,41,66.96,54.46,3.16,2.32,1.84,8.78,11.73,12.5,0.84,9.6,93.82
"Craig Smith","20-21","BOS","C",54,712.58,70.25,57.71,57.56,57.67,55.61,3.19,1.35,35.61,26.09,48.95,36.1,63.53,46.63,2.51,2.01,1.84,9.52,12.86,16.91,0.51,8.95,94.83
"Craig Smith","21-22","BOS","C",74,933.02,55.04,57.85,56.22,55.55,56.82,2.94,2.41,37.83,27.57,49.17,38.29,62.42,49.95,2.58,1.96,0.54,10.27,10.88,12.47,0.62,7.78,91.28
"Curtis Lazar","19-20","BUF","C",38,375.58,38.26,46.44,48.1,46.94,47.73,1.76,2.84,22.73,26.22,33.04,35.66,42.25,47.77,1.98,2.17,-1.08,-3.49,-2.62,-5.51,-0.19,7.75,89.15
"Curtis Lazar","20-21","BOS","C",17,192.5,29.5,56.78,53.96,51.61,61.22,0.66,1.59,30.86,23.49,39.67,33.84,49.39,46.31,2.47,1.57,-0.92,7.37,5.83,3.08,0.91,2.15,93.25
"Curtis Lazar","20-21","BUF","C",33,362.57,44.32,44.07,45.58,45.16,49.68,1.86,2.33,24.39,30.95,35.72,42.64,44.65,54.22,2.19,2.22,-0.48,-6.56,-6.92,-9.57,-0.03,7.62,92.46
